rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
138,L0138,Waverley Gold District,D13-002,Other metallic,Met,"Au, As",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9950_9971,13,325.0,30,1.0,,,44.78725,-63.59504,-9952_9971;-9951_9970;-9951_9971;-9951_9972;-9950_9969;-9950_9970;-9950_9971;-9950_9972;-9950_9973;-9949_9970;-9949_9971;-9949_9972;-9948_9971,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D13-002,
139,L0139,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9444_10259,13,325.0,30,1.0,,,46.08249,-60.36052,-9446_10259;-9445_10258;-9445_10259;-9445_10260;-9444_10257;-9444_10258;-9444_10259;-9444_10260;-9444_10261;-9443_10258;-9443_10259;-9443_10260;-9442_10259,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
140,L0140,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9443_10261,13,325.0,30,1.0,,,46.09146,-60.35571,-9445_10261;-9444_10260;-9444_10261;-9444_10262;-9443_10259;-9443_10260;-9443_10261;-9443_10262;-9443_10263;-9442_10260;-9442_10261;-9442_10262;-9441_10261,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
141,L0141,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9444_10261,13,325.0,30,1.0,,,46.08864,-60.35817,-9446_10261;-9445_10260;-9445_10261;-9445_10262;-9444_10259;-9444_10260;-9444_10261;-9444_10262;-9444_10263;-9443_10260;-9443_10261;-9443_10262;-9442_10261,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
142,L0142,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9443_10260,13,325.0,30,1.0,,,46.0864,-60.35439,-9445_10260;-9444_10259;-9444_10260;-9444_10261;-9443_10258;-9443_10259;-9443_10260;-9443_10261;-9443_10262;-9442_10259;-9442_10260;-9442_10261;-9441_10260,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
143,L0143,Brookdale Mn Quarry,H16-001,Other metallic,Met,Mn,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10036_10194,13,325.0,30,1.0,,,45.78832,-64.14641,-10038_10194;-10037_10193;-10037_10194;-10037_10195;-10036_10192;-10036_10193;-10036_10194;-10036_10195;-10036_10196;-10035_10193;-10035_10194;-10035_10195;-10034_10194,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H16-001,
144,L0144,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9443_10260,13,325.0,30,1.0,,,46.08523,-60.35444,-9445_10260;-9444_10259;-9444_10260;-9444_10261;-9443_10258;-9443_10259;-9443_10260;-9443_10261;-9443_10262;-9442_10259;-9442_10260;-9442_10261;-9441_10260,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
145,L0145,Galena Mine,K10-016,Other metallic,Met,"Pb, Zn, Cu, Ni, As",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9532_10380,13,325.0,30,1.0,,,46.62421,-60.9245,-9534_10380;-9533_10379;-9533_10380;-9533_10381;-9532_10378;-9532_10379;-9532_10380;-9532_10381;-9532_10382;-9531_10379;-9531_10380;-9531_10381;-9530_10380,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K10-016,
146,L0146,Mountain Top Cu Mine,K10-004,Other metallic,Met,"Cu, As, Ag, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9532_10376,13,325.0,30,1.0,,,46.60502,-60.92288,-9534_10376;-9533_10375;-9533_10376;-9533_10377;-9532_10374;-9532_10375;-9532_10376;-9532_10377;-9532_10378;-9531_10375;-9531_10376;-9531_10377;-9530_10376,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K10-004,
147,L0147,Goldenville Au District,E01-001,Other metallic,Met,"Au, As, Cu, Pb, Zn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9704_10046,13,325.0,30,1.0,,,45.12504,-62.0205,-9706_10046;-9705_10045;-9705_10046;-9705_10047;-9704_10044;-9704_10045;-9704_10046;-9704_10047;-9704_10048;-9703_10045;-9703_10046;-9703_10047;-9702_10046,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E01-001,
148,L0148,Cap d'Or (Hanway Shaft),H07-035,Other metallic,Met,"Cu, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10129_10088,13,325.0,30,1.0,,,45.31342,-64.73712,-10131_10088;-10130_10087;-10130_10088;-10130_10089;-10129_10086;-10129_10087;-10129_10088;-10129_10089;-10129_10090;-10128_10087;-10128_10088;-10128_10089;-10127_10088,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H07-035,
149,L0149,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9443_10260,13,325.0,30,1.0,,,46.08406,-60.3545,-9445_10260;-9444_10259;-9444_10260;-9444_10261;-9443_10258;-9443_10259;-9443_10260;-9443_10261;-9443_10262;-9442_10259;-9442_10260;-9442_10261;-9441_10260,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
150,L0150,"Coxheath Cu, Mo, Co, Au, Ag Deposit",K01-001,Other metallic,Met,"Cu, Mo, Ag, Au, Co, As, Bi, Hg, Sb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9446_10257,13,325.0,30,1.0,,,46.07316,-60.37391,-9448_10257;-9447_10256;-9447_10257;-9447_10258;-9446_10255;-9446_10256;-9446_10257;-9446_10258;-9446_10259;-9445_10256;-9445_10257;-9445_10258;-9444_10257,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-001,
151,L0151,Pleasant River Barrens Au District,A07-005,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10137_9895,13,325.0,30,1.0,,,44.44452,-64.79065,-10139_9895;-10138_9894;-10138_9895;-10138_9896;-10137_9893;-10137_9894;-10137_9895;-10137_9896;-10137_9897;-10136_9894;-10136_9895;-10136_9896;-10135_9895,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-005,
152,L0152,Pleasant River Barrens Au District,A07-005,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10136_9895,13,325.0,30,1.0,,,44.44715,-64.78395,-10138_9895;-10137_9894;-10137_9895;-10137_9896;-10136_9893;-10136_9894;-10136_9895;-10136_9896;-10136_9897;-10135_9894;-10135_9895;-10135_9896;-10134_9895,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-005,
153,L0153,Specular Iron Mines,E07-010,Other metallic,Met,"Fe, Co, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9788_10107,13,325.0,30,1.0,,,45.39836,-62.56139,-9790_10107;-9789_10106;-9789_10107;-9789_10108;-9788_10105;-9788_10106;-9788_10107;-9788_10108;-9788_10109;-9787_10106;-9787_10107;-9787_10108;-9786_10107,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-010,
154,L0154,Specular Iron Mines,E07-010,Other metallic,Met,"Fe, Co, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9789_10107,13,325.0,30,1.0,,,45.39658,-62.56726,-9791_10107;-9790_10106;-9790_10107;-9790_10108;-9789_10105;-9789_10106;-9789_10107;-9789_10108;-9789_10109;-9788_10106;-9788_10107;-9788_10108;-9787_10107,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-010,
155,L0155,Websters Iron Mine,E07-007,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9783_10126,13,325.0,30,1.0,,,45.4857,-62.52535,-9785_10126;-9784_10125;-9784_10126;-9784_10127;-9783_10124;-9783_10125;-9783_10126;-9783_10127;-9783_10128;-9782_10125;-9782_10126;-9782_10127;-9781_10126,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-007,
156,L0156,Stephen's Manganese Mine,H01-013,Other metallic,Met,Mn,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10015_10068,12,300.0,30,1.0,,,45.22152,-64.01091,-10017_10068;-10016_10067;-10016_10068;-10016_10069;-10015_10066;-10015_10067;-10015_10068;-10015_10069;-10015_10070;-10014_10067;-10014_10068;-10014_10069,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H01-013,
157,L0157,Stephen's Manganese Mine,H01-013,Other metallic,Met,Mn,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10016_10067,13,325.0,30,1.0,,,45.22029,-64.01739,-10018_10067;-10017_10066;-10017_10067;-10017_10068;-10016_10065;-10016_10066;-10016_10067;-10016_10068;-10016_10069;-10015_10066;-10015_10067;-10015_10068;-10014_10067,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H01-013,
158,L0158,Stephen's Manganese Mine,H01-013,Other metallic,Met,Mn,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10016_10067,13,325.0,30,1.0,,,45.22076,-64.01523,-10018_10067;-10017_10066;-10017_10067;-10017_10068;-10016_10065;-10016_10066;-10016_10067;-10016_10068;-10016_10069;-10015_10066;-10015_10067;-10015_10068;-10014_10067,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H01-013,
159,L0159,Stephen's Manganese Mine,H01-013,Other metallic,Met,Mn,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10015_10068,12,300.0,30,1.0,,,45.22105,-64.01282,-10017_10068;-10016_10067;-10016_10068;-10016_10069;-10015_10066;-10015_10067;-10015_10068;-10015_10069;-10015_10070;-10014_10067;-10014_10068;-10014_10069,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H01-013,
160,L0160,Shaw and Churchhill Manganese Mine,H01-012,Other metallic,Met,"Mn, Sr, Ba",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10014_10069,9,225.0,30,1.0,,,45.22688,-64.00566,-10016_10069;-10015_10068;-10015_10069;-10015_10070;-10014_10067;-10014_10068;-10014_10069;-10014_10070;-10014_10071,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H01-012,
161,L0161,Bridgeville (J.S. Cameron Mine),E07-044,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9796_10116,13,325.0,30,1.0,,,45.43705,-62.6104,-9798_10116;-9797_10115;-9797_10116;-9797_10117;-9796_10114;-9796_10115;-9796_10116;-9796_10117;-9796_10118;-9795_10115;-9795_10116;-9795_10117;-9794_10116,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-044,
162,L0162,Loch Lomond (Kaiser Celestite Mine) Celestite Deposit,F15-039,Other metallic,Met,Sr,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9471_10199,13,325.0,30,1.0,,,45.81128,-60.53299,-9473_10199;-9472_10198;-9472_10199;-9472_10200;-9471_10197;-9471_10198;-9471_10199;-9471_10200;-9471_10201;-9470_10198;-9470_10199;-9470_10200;-9469_10199,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-039,
163,L0163,Pleasant River Barrens Au District,A07-005,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10136_9893,13,325.0,30,1.0,,,44.43925,-64.78244,-10138_9893;-10137_9892;-10137_9893;-10137_9894;-10136_9891;-10136_9892;-10136_9893;-10136_9894;-10136_9895;-10135_9892;-10135_9893;-10135_9894;-10134_9893,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-005,
164,L0164,"Nictaux-Torbrook Fe, Mn Deposits",A14-003,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10178_9992,13,325.0,30,1.0,,,44.88409,-65.05318,-10180_9992;-10179_9991;-10179_9992;-10179_9993;-10178_9990;-10178_9991;-10178_9992;-10178_9993;-10178_9994;-10177_9991;-10177_9992;-10177_9993;-10176_9992,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A14-003,
165,L0165,"Nictaux-Torbrook Fe, Mn Deposits",A14-003,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10177_9994,13,325.0,30,1.0,,,44.88953,-65.04628,-10179_9994;-10178_9993;-10178_9994;-10178_9995;-10177_9992;-10177_9993;-10177_9994;-10177_9995;-10177_9996;-10176_9993;-10176_9994;-10176_9995;-10175_9994,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A14-003,
166,L0166,"Nictaux-Torbrook Fe, Mn Deposits",A14-003,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10175_9994,13,325.0,30,1.0,,,44.89109,-65.03443,-10177_9994;-10176_9993;-10176_9994;-10176_9995;-10175_9992;-10175_9993;-10175_9994;-10175_9995;-10175_9996;-10174_9993;-10174_9994;-10174_9995;-10173_9994,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A14-003,
167,L0167,"Nictaux-Torbrook Fe, Mn Deposits",A14-003,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10176_9994,13,325.0,30,1.0,,,44.89125,-65.04064,-10178_9994;-10177_9993;-10177_9994;-10177_9995;-10176_9992;-10176_9993;-10176_9994;-10176_9995;-10176_9996;-10175_9993;-10175_9994;-10175_9995;-10174_9994,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A14-003,
168,L0168,"Nictaux-Torbrook Fe, Mn Deposits",A14-003,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10176_9994,13,325.0,30,1.0,,,44.89232,-65.04106,-10178_9994;-10177_9993;-10177_9994;-10177_9995;-10176_9992;-10176_9993;-10176_9994;-10176_9995;-10176_9996;-10175_9993;-10175_9994;-10175_9995;-10174_9994,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A14-003,
169,L0169,"Nictaux-Torbrook Fe, Mn Deposits",A14-003,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10171_9996,13,325.0,30,1.0,,,44.9011,-65.00793,-10173_9996;-10172_9995;-10172_9996;-10172_9997;-10171_9994;-10171_9995;-10171_9996;-10171_9997;-10171_9998;-10170_9995;-10170_9996;-10170_9997;-10169_9996,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A14-003,
170,L0170,Clementsport Fe Deposits,A12-010,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10264_9931,13,325.0,30,1.0,,,44.6087,-65.6011,-10266_9931;-10265_9930;-10265_9931;-10265_9932;-10264_9929;-10264_9930;-10264_9931;-10264_9932;-10264_9933;-10263_9930;-10263_9931;-10263_9932;-10262_9931,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A12-010,
171,L0171,Clementsport Fe Deposits,A12-010,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10261_9933,13,325.0,30,1.0,,,44.6151,-65.58084,-10263_9933;-10262_9932;-10262_9933;-10262_9934;-10261_9931;-10261_9932;-10261_9933;-10261_9934;-10261_9935;-10260_9932;-10260_9933;-10260_9934;-10259_9933,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A12-010,
172,L0172,Montague Au District,D12-001,Other metallic,Met,"Au, Pb, Cu, Fe, As",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9939_9955,13,325.0,30,1.0,,,44.71411,-63.52504,-9941_9955;-9940_9954;-9940_9955;-9940_9956;-9939_9953;-9939_9954;-9939_9955;-9939_9956;-9939_9957;-9938_9954;-9938_9955;-9938_9956;-9937_9955,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D12-001,
173,L0173,Montague Au District,D12-001,Other metallic,Met,"Au, Pb, Cu, Fe, As",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9936_9956,13,325.0,30,1.0,,,44.72139,-63.5068,-9938_9956;-9937_9955;-9937_9956;-9937_9957;-9936_9954;-9936_9955;-9936_9956;-9936_9957;-9936_9958;-9935_9955;-9935_9956;-9935_9957;-9934_9956,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D12-001,
174,L0174,Lake Catcha Au District,D11-004,Other metallic,Met,"Au, Pb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9887_9960,13,325.0,30,1.0,,,44.73873,-63.19466,-9889_9960;-9888_9959;-9888_9960;-9888_9961;-9887_9958;-9887_9959;-9887_9960;-9887_9961;-9887_9962;-9886_9959;-9886_9960;-9886_9961;-9885_9960,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D11-004,
175,L0175,Lawerencetown Au District,D11-002,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9917_9951,13,325.0,30,1.0,,,44.69621,-63.38554,-9919_9951;-9918_9950;-9918_9951;-9918_9952;-9917_9949;-9917_9950;-9917_9951;-9917_9952;-9917_9953;-9916_9950;-9916_9951;-9916_9952;-9915_9951,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D11-002,
176,L0176,Cow Bay Au District,D11-001,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9926_9936,13,325.0,30,1.0,,,44.631,-63.44222,-9928_9936;-9927_9935;-9927_9936;-9927_9937;-9926_9934;-9926_9935;-9926_9936;-9926_9937;-9926_9938;-9925_9935;-9925_9936;-9925_9937;-9924_9936,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D11-001,
177,L0177,MacColls Brook (River Denys Rd) Graphite Occurrence,F14-018,Graphite,Cg-Met,"Graphite, Cu",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cg-Met). Deposit itself unclaimed.,,-9595_10207,13,325.0,30,1.0,,,45.84921,-61.32497,-9597_10207;-9596_10206;-9596_10207;-9596_10208;-9595_10205;-9595_10206;-9595_10207;-9595_10208;-9595_10209;-9594_10206;-9594_10207;-9594_10208;-9593_10207,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-018,
178,L0178,East Kemptville Sn Deposit,A04-009,Other metallic,Met,"Ag, Cu, Sn, Zn, In",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10276_9819,13,325.0,30,1.0,,,44.10315,-65.68088,-10278_9819;-10277_9818;-10277_9819;-10277_9820;-10276_9817;-10276_9818;-10276_9819;-10276_9820;-10276_9821;-10275_9818;-10275_9819;-10275_9820;-10274_9819,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A04-009,
179,L0179,"Walton Pb, Zn, Ag, Ba Deposit",H01-008,Other metallic,Met,"Pb, Zn, Cu, Ag, Ba",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10020_10064,13,325.0,30,1.0,,,45.2066,-64.04203,-10022_10064;-10021_10063;-10021_10064;-10021_10065;-10020_10062;-10020_10063;-10020_10064;-10020_10065;-10020_10066;-10019_10063;-10019_10064;-10019_10065;-10018_10064,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=H01-008,
180,L0180,Beaver Dam Gold District,E02-001,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9813_10033,13,325.0,30,1.0,,,45.06488,-62.71683,-9815_10033;-9814_10032;-9814_10033;-9814_10034;-9813_10031;-9813_10032;-9813_10033;-9813_10034;-9813_10035;-9812_10032;-9812_10033;-9812_10034;-9811_10033,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E02-001,
181,L0181,Blockhouse Au Mine,A08-006,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10080_9893,13,325.0,30,1.0,,,44.43646,-64.42235,-10082_9893;-10081_9892;-10081_9893;-10081_9894;-10080_9891;-10080_9892;-10080_9893;-10080_9894;-10080_9895;-10079_9892;-10079_9893;-10079_9894;-10078_9893,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A08-006,
182,L0182,Brookfield Au Mine,A07-004,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10157_9886,13,325.0,30,1.0,,,44.40458,-64.91835,-10159_9886;-10158_9885;-10158_9886;-10158_9887;-10157_9884;-10157_9885;-10157_9886;-10157_9887;-10157_9888;-10156_9885;-10156_9886;-10156_9887;-10155_9886,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-004,
183,L0183,Molega  Au District,A07-003,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10152_9870,13,325.0,30,1.0,,,44.33365,-64.88785,-10154_9870;-10153_9869;-10153_9870;-10153_9871;-10152_9868;-10152_9869;-10152_9870;-10152_9871;-10152_9872;-10151_9869;-10151_9870;-10151_9871;-10150_9870,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-003,
184,L0184,Molega  Au District,A07-003,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10153_9871,13,325.0,30,1.0,,,44.3384,-64.89478,-10155_9871;-10154_9870;-10154_9871;-10154_9872;-10153_9869;-10153_9870;-10153_9871;-10153_9872;-10153_9873;-10152_9870;-10152_9871;-10152_9872;-10151_9871,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-003,
185,L0185,Molega  Au District,A07-003,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10155_9870,13,325.0,30,1.0,,,44.3318,-64.90184,-10157_9870;-10156_9869;-10156_9870;-10156_9871;-10155_9868;-10155_9869;-10155_9870;-10155_9871;-10155_9872;-10154_9869;-10154_9870;-10154_9871;-10153_9870,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A07-003,
186,L0186,Middle River (Second Gold Brook) Au Occurrence,K02-008,Other metallic,Met,"Au, As, Ag, Cu, Zn, Bi, Mo",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9528_10296,13,325.0,30,1.0,,,46.24705,-60.89558,-9530_10296;-9529_10295;-9529_10296;-9529_10297;-9528_10294;-9528_10295;-9528_10296;-9528_10297;-9528_10298;-9527_10295;-9527_10296;-9527_10297;-9526_10296,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K02-008,
187,L0187,Lansdowne Cu Deposit (New Lairg),E07-002,Other metallic,Met,"Cu, Pb, Sb, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9828_10121,13,325.0,30,1.0,,,45.46034,-62.81643,-9830_10121;-9829_10120;-9829_10121;-9829_10122;-9828_10119;-9828_10120;-9828_10121;-9828_10122;-9828_10123;-9827_10120;-9827_10121;-9827_10122;-9826_10121,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-002,
188,L0188,Lansdowne Cu Deposit (New Lairg),E07-002,Other metallic,Met,"Cu, Pb, Sb, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9829_10121,13,325.0,30,1.0,,,45.46084,-62.81853,-9831_10121;-9830_10120;-9830_10121;-9830_10122;-9829_10119;-9829_10120;-9829_10121;-9829_10122;-9829_10123;-9828_10120;-9828_10121;-9828_10122;-9827_10121,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-002,
