rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
1,L0001,McCuish Mn Mine,F15-009,Other metallic,Met,Mn,Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9467_10199,13,325.0,35,1.0,,,45.80966,-60.50423,-9469_10199;-9468_10198;-9468_10199;-9468_10200;-9467_10197;-9467_10198;-9467_10199;-9467_10200;-9467_10201;-9466_10198;-9466_10199;-9466_10200;-9465_10199,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-009,
2,L0002,Lime Hill Zn and Wollastonite Deposit,F14-012,Other metallic,Met-Ind,"Zn, Cu, W, Wollastonite",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met-Ind). Deposit itself unclaimed.,,-9567_10192,13,325.0,35,1.0,,,45.77979,-61.1485,-9569_10192;-9568_10191;-9568_10192;-9568_10193;-9567_10190;-9567_10191;-9567_10192;-9567_10193;-9567_10194;-9566_10191;-9566_10192;-9566_10193;-9565_10192,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-012,
3,L0003,"Jubilee Zn, Pb Deposit",F15-007,Other metallic,Met,"Zn, Pb, Cu, Ba",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9537_10237,13,325.0,35,1.0,,,45.98426,-60.95151,-9539_10237;-9538_10236;-9538_10237;-9538_10238;-9537_10235;-9537_10236;-9537_10237;-9537_10238;-9537_10239;-9536_10236;-9536_10237;-9536_10238;-9535_10237,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-007,
4,L0004,"Jubilee Zn, Pb Deposit",F15-007,Other metallic,Met,"Zn, Pb, Cu, Ba",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9537_10238,13,325.0,35,1.0,,,45.9849,-60.95704,-9539_10238;-9538_10237;-9538_10238;-9538_10239;-9537_10236;-9537_10237;-9537_10238;-9537_10239;-9537_10240;-9536_10237;-9536_10238;-9536_10239;-9535_10238,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-007,
5,L0005,"Jubilee Zn, Pb Deposit",F15-007,Other metallic,Met,"Zn, Pb, Cu, Ba",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9539_10239,12,300.0,35,1.0,,,45.99089,-60.96495,-9541_10239;-9540_10238;-9540_10239;-9540_10240;-9539_10237;-9539_10238;-9539_10239;-9539_10240;-9538_10238;-9538_10239;-9538_10240;-9537_10239,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-007,
6,L0006,"Jubilee Zn, Pb Deposit",F15-007,Other metallic,Met,"Zn, Pb, Cu, Ba",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9535_10237,13,325.0,35,1.0,,,45.9844,-60.94402,-9537_10237;-9536_10236;-9536_10237;-9536_10238;-9535_10235;-9535_10236;-9535_10237;-9535_10238;-9535_10239;-9534_10236;-9534_10237;-9534_10238;-9533_10237,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-007,
7,L0007,Lime Hill Zn and Wollastonite Deposit,F14-012,Other metallic,Met-Ind,"Zn, Cu, W, Wollastonite",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met-Ind). Deposit itself unclaimed.,,-9568_10192,13,325.0,35,1.0,,,45.77981,-61.14953,-9570_10192;-9569_10191;-9569_10192;-9569_10193;-9568_10190;-9568_10191;-9568_10192;-9568_10193;-9568_10194;-9567_10191;-9567_10192;-9567_10193;-9566_10192,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-012,
8,L0008,Lime Hill Zn and Wollastonite Deposit,F14-012,Other metallic,Met-Ind,"Zn, Cu, W, Wollastonite",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met-Ind). Deposit itself unclaimed.,,-9567_10191,13,325.0,35,1.0,,,45.77684,-61.1495,-9569_10191;-9568_10190;-9568_10191;-9568_10192;-9567_10189;-9567_10190;-9567_10191;-9567_10192;-9567_10193;-9566_10190;-9566_10191;-9566_10192;-9565_10191,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-012,
9,L0009,Lime Hill Zn and Wollastonite Deposit,F14-012,Other metallic,Met-Ind,"Zn, Cu, W, Wollastonite",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met-Ind). Deposit itself unclaimed.,,-9569_10191,13,325.0,35,1.0,,,45.77777,-61.15731,-9571_10191;-9570_10190;-9570_10191;-9570_10192;-9569_10189;-9569_10190;-9569_10191;-9569_10192;-9569_10193;-9568_10190;-9568_10191;-9568_10192;-9567_10191,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-012,
10,L0010,Upper Glencoe Fe Deposit,F14-007,Other metallic,Met,"Fe, Cu",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9593_10223,13,325.0,35,1.0,,,45.92081,-61.3156,-9595_10223;-9594_10222;-9594_10223;-9594_10224;-9593_10221;-9593_10222;-9593_10223;-9593_10224;-9593_10225;-9592_10222;-9592_10223;-9592_10224;-9591_10223,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-007,
11,L0011,Pine Brook (John MacKeigans Brook) Ba Deposit,F15-024,Other metallic,Met,"Ba, Cu, Pb, Zn",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9485_10194,13,325.0,35,1.0,,,45.79063,-60.62487,-9487_10194;-9486_10193;-9486_10194;-9486_10195;-9485_10192;-9485_10193;-9485_10194;-9485_10195;-9485_10196;-9484_10193;-9484_10194;-9484_10195;-9483_10194,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-024,
12,L0012,McCuish Mn Mine,F15-009,Other metallic,Met,Mn,Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9466_10199,13,325.0,35,1.0,,,45.80981,-60.50294,-9468_10199;-9467_10198;-9467_10199;-9467_10200;-9466_10197;-9466_10198;-9466_10199;-9466_10200;-9466_10201;-9465_10198;-9465_10199;-9465_10200;-9464_10199,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-009,
13,L0013,McCuish Mn Mine,F15-009,Other metallic,Met,Mn,Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9466_10199,13,325.0,35,1.0,,,45.81213,-60.50206,-9468_10199;-9467_10198;-9467_10199;-9467_10200;-9466_10197;-9466_10198;-9466_10199;-9466_10200;-9466_10201;-9465_10198;-9465_10199;-9465_10200;-9464_10199,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-009,
14,L0014,Yava Pb Deposit (Silvermine Pb Deposit),F16-025,Other metallic,Met,"Pb, Zn, Cu",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9450_10211,13,325.0,35,1.0,,,45.86575,-60.40045,-9452_10211;-9451_10210;-9451_10211;-9451_10212;-9450_10209;-9450_10210;-9450_10211;-9450_10212;-9450_10213;-9449_10210;-9449_10211;-9449_10212;-9448_10211,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-025,
15,L0015,Yava Pb Deposit (Silvermine Pb Deposit),F16-025,Other metallic,Met,"Pb, Zn, Cu",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9453_10210,13,325.0,35,1.0,,,45.86017,-60.4163,-9455_10210;-9454_10209;-9454_10210;-9454_10211;-9453_10208;-9453_10209;-9453_10210;-9453_10211;-9453_10212;-9452_10209;-9452_10210;-9452_10211;-9451_10210,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-025,
16,L0016,Yava Pb Deposit (Silvermine Pb Deposit),F16-025,Other metallic,Met,"Pb, Zn, Cu",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9448_10212,13,325.0,35,1.0,,,45.87077,-60.38759,-9450_10212;-9449_10211;-9449_10212;-9449_10213;-9448_10210;-9448_10211;-9448_10212;-9448_10213;-9448_10214;-9447_10211;-9447_10212;-9447_10213;-9446_10212,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-025,
17,L0017,Meat Cove Zn Deposit,N02-002,Other metallic,Met,"Zn, Mg, Cd, Ge, Ga, Pb, Cu",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9480_10465,10,250.0,35,1.0,,,47.00545,-60.58996,-9482_10465;-9481_10465;-9481_10466;-9480_10463;-9480_10465;-9480_10466;-9480_10467;-9479_10465;-9479_10466;-9478_10465,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=N02-002,
18,L0018,Meat Cove Zn Deposit,N02-002,Other metallic,Met,"Zn, Mg, Cd, Ge, Ga, Pb, Cu",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9481_10466,12,300.0,35,1.0,,,47.00887,-60.59389,-9483_10466;-9482_10465;-9482_10466;-9482_10467;-9481_10465;-9481_10466;-9481_10467;-9481_10468;-9480_10465;-9480_10466;-9480_10467;-9479_10466,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=N02-002,
19,L0019,Duck Pond Sn-Zn-Cu Deposit,A04-012,Other metallic,Met,"Cu, Sn, Zn",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-10281_9819,13,325.0,35,1.0,,,44.10289,-65.70685,-10283_9819;-10282_9818;-10282_9819;-10282_9820;-10281_9817;-10281_9818;-10281_9819;-10281_9820;-10281_9821;-10280_9818;-10280_9819;-10280_9820;-10279_9819,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A04-012,
20,L0020,Lake Ainslie Barite-Fluorite Deposits,K03-035,Other metallic,Met,"Ba, F",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9564_10266,13,325.0,35,1.0,,,46.11181,-61.12443,-9566_10266;-9565_10265;-9565_10266;-9565_10267;-9564_10264;-9564_10265;-9564_10266;-9564_10267;-9564_10268;-9563_10265;-9563_10266;-9563_10267;-9562_10266,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K03-035,
21,L0021,Lake Ainslie Barite-Fluorite Deposits,K03-035,Other metallic,Met,"Ba, F",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9571_10285,13,325.0,35,1.0,,,46.19675,-61.17421,-9573_10285;-9572_10284;-9572_10285;-9572_10286;-9571_10283;-9571_10284;-9571_10285;-9571_10286;-9571_10287;-9570_10284;-9570_10285;-9570_10286;-9569_10285,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K03-035,
22,L0022,Lake Ainslie Barite-Fluorite Deposits,K03-035,Other metallic,Met,"Ba, F",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9562_10289,13,325.0,35,1.0,,,46.21501,-61.11267,-9564_10289;-9563_10288;-9563_10289;-9563_10290;-9562_10287;-9562_10288;-9562_10289;-9562_10290;-9562_10291;-9561_10288;-9561_10289;-9561_10290;-9560_10289,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K03-035,
23,L0023,Lake Ainslie Barite-Fluorite Deposits,K03-035,Other metallic,Met,"Ba, F",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9568_10283,13,325.0,35,1.0,,,46.18739,-61.15217,-9570_10283;-9569_10282;-9569_10283;-9569_10284;-9568_10281;-9568_10282;-9568_10283;-9568_10284;-9568_10285;-9567_10282;-9567_10283;-9567_10284;-9566_10283,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K03-035,
24,L0024,Lake Ainslie Barite-Fluorite Deposits,K03-035,Other metallic,Met,"Ba, F",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9564_10275,13,325.0,35,1.0,,,46.15321,-61.1254,-9566_10275;-9565_10274;-9565_10275;-9565_10276;-9564_10273;-9564_10274;-9564_10275;-9564_10276;-9564_10277;-9563_10274;-9563_10275;-9563_10276;-9562_10275,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K03-035,
25,L0025,Lake Ainslie Barite-Fluorite Deposits,K03-035,Other metallic,Met,"Ba, F",Deposit,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit (Met). Deposit itself unclaimed.,,-9564_10262,13,325.0,35,1.0,,,46.09672,-61.13017,-9566_10262;-9565_10261;-9565_10262;-9565_10263;-9564_10260;-9564_10261;-9564_10262;-9564_10263;-9564_10264;-9563_10261;-9563_10262;-9563_10263;-9562_10262,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K03-035,
26,L0026,Clementsport Fe Deposits,A12-010,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10258_9935,13,325.0,30,1.0,,,44.62709,-65.56032,-10260_9935;-10259_9934;-10259_9935;-10259_9936;-10258_9933;-10258_9934;-10258_9935;-10258_9936;-10258_9937;-10257_9934;-10257_9935;-10257_9936;-10256_9935,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A12-010,
27,L0027,Stanburne,A10-002,Other metallic,Met,"Au, W",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10130_9933,13,325.0,30,1.0,,,44.61835,-64.74563,-10132_9933;-10131_9932;-10131_9933;-10131_9934;-10130_9931;-10130_9932;-10130_9933;-10130_9934;-10130_9935;-10129_9932;-10129_9933;-10129_9934;-10128_9933,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A10-002,
28,L0028,"Ingraham Mine Ba, Fe Occurrence",K01-012,Other metallic,Met,"Ba, Fe",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9458_10272,13,325.0,30,1.0,,,46.13825,-60.45019,-9460_10272;-9459_10271;-9459_10272;-9459_10273;-9458_10270;-9458_10271;-9458_10272;-9458_10273;-9458_10274;-9457_10271;-9457_10272;-9457_10273;-9456_10272,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-012,
29,L0029,"Ingraham Mine Ba, Fe Occurrence",K01-012,Other metallic,Met,"Ba, Fe",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9458_10273,13,325.0,30,1.0,,,46.14468,-60.44769,-9460_10273;-9459_10272;-9459_10273;-9459_10274;-9458_10271;-9458_10272;-9458_10273;-9458_10274;-9458_10275;-9457_10272;-9457_10273;-9457_10274;-9456_10273,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K01-012,
30,L0030,Middle River (Second Gold Brook) Au Occurrence,K02-008,Other metallic,Met,"Au, As, Ag, Cu, Zn, Bi, Mo",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9528_10296,13,325.0,30,1.0,,,46.24541,-60.89447,-9530_10296;-9529_10295;-9529_10296;-9529_10297;-9528_10294;-9528_10295;-9528_10296;-9528_10297;-9528_10298;-9527_10295;-9527_10296;-9527_10297;-9526_10296,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K02-008,
31,L0031,Middle River (Second Gold Brook) Au Occurrence,K02-008,Other metallic,Met,"Au, As, Ag, Cu, Zn, Bi, Mo",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9528_10296,13,325.0,30,1.0,,,46.24531,-60.89421,-9530_10296;-9529_10295;-9529_10296;-9529_10297;-9528_10294;-9528_10295;-9528_10296;-9528_10297;-9528_10298;-9527_10295;-9527_10296;-9527_10297;-9526_10296,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=K02-008,
32,L0032,Whiteburn Au District,A06-001,Other metallic,Met,"Au, Cu, Pb",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-10182_9865,13,325.0,30,1.0,,,44.31051,-65.07468,-10184_9865;-10183_9864;-10183_9865;-10183_9866;-10182_9863;-10182_9864;-10182_9865;-10182_9866;-10182_9867;-10181_9864;-10181_9865;-10181_9866;-10180_9865,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A06-001,
33,L0033,Lower Seal Harbour Au Mine,F04-005,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9638_10057,13,325.0,30,1.0,,,45.17188,-61.59946,-9640_10057;-9639_10056;-9639_10057;-9639_10058;-9638_10055;-9638_10056;-9638_10057;-9638_10058;-9638_10059;-9637_10056;-9637_10057;-9637_10058;-9636_10057,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F04-005,
34,L0034,Isaac's Harbour Au District,F04-004,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9643_10056,13,325.0,30,1.0,,,45.16847,-61.63047,-9645_10056;-9644_10055;-9644_10056;-9644_10057;-9643_10054;-9643_10055;-9643_10056;-9643_10057;-9643_10058;-9642_10055;-9642_10056;-9642_10057;-9641_10056,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F04-004,
35,L0035,Isaac's Harbour Au District,F04-004,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9644_10056,13,325.0,30,1.0,,,45.17031,-61.64092,-9646_10056;-9645_10055;-9645_10056;-9645_10057;-9644_10054;-9644_10055;-9644_10056;-9644_10057;-9644_10058;-9643_10055;-9643_10056;-9643_10057;-9642_10056,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F04-004,
36,L0036,Erinville Fe Mine (Burns Mine),F05-017,Other metallic,Met,"Fe, Co, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9658_10104,13,325.0,30,1.0,,,45.38585,-61.72672,-9660_10104;-9659_10103;-9659_10104;-9659_10105;-9658_10102;-9658_10103;-9658_10104;-9658_10105;-9658_10106;-9657_10103;-9657_10104;-9657_10105;-9656_10104,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F05-017,
37,L0037,Black Rock Iron Mine,E07-055,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9784_10110,13,325.0,30,1.0,,,45.41004,-62.53634,-9786_10110;-9785_10109;-9785_10110;-9785_10111;-9784_10108;-9784_10109;-9784_10110;-9784_10111;-9784_10112;-9783_10109;-9783_10110;-9783_10111;-9782_10110,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-055,
38,L0038,McDonald Mine Iron Mine,E07-052,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9795_10116,13,325.0,30,1.0,,,45.43703,-62.60298,-9797_10116;-9796_10115;-9796_10116;-9796_10117;-9795_10114;-9795_10115;-9795_10116;-9795_10117;-9795_10118;-9794_10115;-9794_10116;-9794_10117;-9793_10116,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-052,
39,L0039,Black Diamond Iron Mine,E07-051,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9796_10116,13,325.0,30,1.0,,,45.43794,-62.60809,-9798_10116;-9797_10115;-9797_10116;-9797_10117;-9796_10114;-9796_10115;-9796_10116;-9796_10117;-9796_10118;-9795_10115;-9795_10116;-9795_10117;-9794_10116,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-051,
40,L0040,Cameron Iron Mine,E07-050,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9796_10116,13,325.0,30,1.0,,,45.44002,-62.60987,-9798_10116;-9797_10115;-9797_10116;-9797_10117;-9796_10114;-9796_10115;-9796_10116;-9796_10117;-9796_10118;-9795_10115;-9795_10116;-9795_10117;-9794_10116,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-050,
41,L0041,Saddler Fe Mine (Monck Shaft),E07-049,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9793_10114,13,325.0,30,1.0,,,45.43112,-62.58794,-9795_10114;-9794_10113;-9794_10114;-9794_10115;-9793_10112;-9793_10113;-9793_10114;-9793_10115;-9793_10116;-9792_10113;-9792_10114;-9792_10115;-9791_10114,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-049,
42,L0042,Grant Iron Mines,E07-048,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9795_10115,13,325.0,30,1.0,,,45.43657,-62.60094,-9797_10115;-9796_10114;-9796_10115;-9796_10116;-9795_10113;-9795_10114;-9795_10115;-9795_10116;-9795_10117;-9794_10114;-9794_10115;-9794_10116;-9793_10115,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-048,
43,L0043,Grant Iron Mines,E07-048,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9793_10115,13,325.0,30,1.0,,,45.43496,-62.59149,-9795_10115;-9794_10114;-9794_10115;-9794_10116;-9793_10113;-9793_10114;-9793_10115;-9793_10116;-9793_10117;-9792_10114;-9792_10115;-9792_10116;-9791_10115,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-048,
44,L0044,Grant Iron Mines,E07-048,Other metallic,Met,"Fe, Mn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9794_10115,13,325.0,30,1.0,,,45.43606,-62.59698,-9796_10115;-9795_10114;-9795_10115;-9795_10116;-9794_10113;-9794_10114;-9794_10115;-9794_10116;-9794_10117;-9793_10114;-9793_10115;-9793_10116;-9792_10115,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-048,
45,L0045,Arisaig Brook,E09-017,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9727_10182,13,325.0,30,1.0,,,45.73558,-62.16591,-9729_10182;-9728_10181;-9728_10182;-9728_10183;-9727_10180;-9727_10181;-9727_10182;-9727_10183;-9727_10184;-9726_10181;-9726_10182;-9726_10183;-9725_10182,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E09-017,
46,L0046,Erinville (Walsh and McKinnon Mines),F05-007,Other metallic,Met,Fe,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9662_10103,13,325.0,30,1.0,,,45.38255,-61.75055,-9664_10103;-9663_10102;-9663_10103;-9663_10104;-9662_10101;-9662_10102;-9662_10103;-9662_10104;-9662_10105;-9661_10102;-9661_10103;-9661_10104;-9660_10103,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F05-007,
47,L0047,Moose River Gold Mine,D15-003,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9848_10014,13,325.0,30,1.0,,,44.98105,-62.94542,-9850_10014;-9849_10013;-9849_10014;-9849_10015;-9848_10012;-9848_10013;-9848_10014;-9848_10015;-9848_10016;-9847_10013;-9847_10014;-9847_10015;-9846_10014,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D15-003,
48,L0048,"Dunbrack Pb, Cu, Zn, Ag Mine",D14-009,Other metallic,Met,"Pb, Cu, Zn, Ag, Bi, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9887_9978,13,325.0,30,1.0,,,44.81842,-63.19012,-9889_9978;-9888_9977;-9888_9978;-9888_9979;-9887_9976;-9887_9977;-9887_9978;-9887_9979;-9887_9980;-9886_9977;-9886_9978;-9886_9979;-9885_9978,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D14-009,
49,L0049,Cain and Riddle Mn Mines and Marpic Shaft,A16-007,Other metallic,Met-Ind,"Mn, Fe, Clay",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met-Ind). Deposit itself unclaimed.,,-10084_9984,13,325.0,30,1.0,,,44.84593,-64.45107,-10086_9984;-10085_9983;-10085_9984;-10085_9985;-10084_9982;-10084_9983;-10084_9984;-10084_9985;-10084_9986;-10083_9983;-10083_9984;-10083_9985;-10082_9984,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=A16-007,
50,L0050,Moose River Tungsten Deposit,D15-012,Other metallic,Met,"W, Pt",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-9854_10012,13,325.0,30,1.0,,,44.97314,-62.9798,-9856_10012;-9855_10011;-9855_10012;-9855_10013;-9854_10010;-9854_10011;-9854_10012;-9854_10013;-9854_10014;-9853_10011;-9853_10012;-9853_10013;-9852_10012,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=D15-012,
51,L0051,Rear Christmas Island (Hare Brook) Graphite Prospect,F15-046,Graphite,Cg,Graphite,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cg). Deposit itself unclaimed.,,-9496_10231,13,325.0,30,1.0,,,45.95344,-60.69374,-9498_10231;-9497_10230;-9497_10231;-9497_10232;-9496_10229;-9496_10230;-9496_10231;-9496_10232;-9496_10233;-9495_10230;-9495_10231;-9495_10232;-9494_10231,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-046,
