rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,lat,lon,cell_ids,minfile_url,capsule
1,L0001,Gem,105D 214,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13730_13487,13,325.0,32,1.0,,60.58073,-134.95522,-13732_13487;-13731_13486;-13731_13487;-13731_13488;-13730_13485;-13730_13486;-13730_13487;-13730_13488;-13730_13489;-13729_13486;-13729_13487;-13729_13488;-13728_13487,https://data.geology.gov.yk.ca/Occurrence/16734,
2,L0002,Carmacks Copper,115I 008,Copper,Cu-Au-Met-Ag,"Copper, Gold, Copper - Oxide, Copper - Total, Copper - Sulphide, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Met-Ag). Deposit itself unclaimed.,,-13907_13880,13,325.0,32,1.0,,62.345,-136.70111,-13909_13880;-13908_13879;-13908_13880;-13908_13881;-13907_13878;-13907_13879;-13907_13880;-13907_13881;-13907_13882;-13906_13879;-13906_13880;-13906_13881;-13905_13880,https://data.geology.gov.yk.ca/Occurrence/14245,
3,L0003,Suburban,105D 212,Copper,Cu-Au,"Copper, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au). Deposit itself unclaimed.,,-13746_13505,13,325.0,32,1.0,,60.65957,-135.11366,-13748_13505;-13747_13504;-13747_13505;-13747_13506;-13746_13503;-13746_13504;-13746_13505;-13746_13506;-13746_13507;-13745_13504;-13745_13505;-13745_13506;-13744_13505,https://data.geology.gov.yk.ca/Occurrence/16732,
4,L0004,Whitehorse Copper,105D 053,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum, Magnetite",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13740_13497,13,325.0,32,1.0,,60.62667,-135.05556,-13742_13497;-13741_13496;-13741_13497;-13741_13498;-13740_13495;-13740_13496;-13740_13497;-13740_13498;-13740_13499;-13739_13496;-13739_13497;-13739_13498;-13738_13497,https://data.geology.gov.yk.ca/Occurrence/12837,
5,L0005,Minto Main,115I 021,Copper,Cu-Ag-Au-Pb,"Copper, Silver, Gold, Lead, Zinc",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Ag-Au-Pb). Deposit itself unclaimed.,,-13963_13941,13,325.0,32,1.0,,62.618,-137.25,-13965_13941;-13964_13940;-13964_13941;-13964_13942;-13963_13939;-13963_13940;-13963_13941;-13963_13942;-13963_13943;-13962_13940;-13962_13941;-13962_13942;-13961_13941,https://data.geology.gov.yk.ca/Occurrence/14254,
6,L0006,Minto North,115I 022,Copper,Cu-Ag-Au,"Copper, Silver, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Ag-Au). Deposit itself unclaimed.,,-13964_13943,13,325.0,32,1.0,,62.626,-137.256,-13966_13943;-13965_13942;-13965_13943;-13965_13944;-13964_13941;-13964_13942;-13964_13943;-13964_13944;-13964_13945;-13963_13942;-13963_13943;-13963_13944;-13962_13943,https://data.geology.gov.yk.ca/Occurrence/14255,
7,L0007,Carmacks Copper 2000s,115I 131,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag). Deposit itself unclaimed.,,-13907_13878,13,325.0,32,1.0,,62.336,-136.692,-13909_13878;-13908_13877;-13908_13878;-13908_13879;-13907_13876;-13907_13877;-13907_13878;-13907_13879;-13907_13880;-13906_13877;-13906_13878;-13906_13879;-13905_13878,https://data.geology.gov.yk.ca/Occurrence/16730,
8,L0008,Carmacks Copper Zone 13,115I 130,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag). Deposit itself unclaimed.,,-13906_13878,13,325.0,32,1.0,,62.334,-136.685,-13908_13878;-13907_13877;-13907_13878;-13907_13879;-13906_13876;-13906_13877;-13906_13878;-13906_13879;-13906_13880;-13905_13877;-13905_13878;-13905_13879;-13904_13878,https://data.geology.gov.yk.ca/Occurrence/16729,
9,L0009,Union Mines,105D 038,Gold,Au-Zn-Ag-Pb,"Gold, Zinc, Silver, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Zn-Ag-Pb). Deposit itself unclaimed.,,-13739_13428,13,325.0,32,1.0,,60.31417,-135.04083,-13741_13428;-13740_13427;-13740_13428;-13740_13429;-13739_13426;-13739_13427;-13739_13428;-13739_13429;-13739_13430;-13738_13427;-13738_13428;-13738_13429;-13737_13428,https://data.geology.gov.yk.ca/Occurrence/12822,
10,L0010,Bellekeno,105M 082,Lead,Pb-Ag-Zn-Au,"Lead, Silver, Zinc, Gold, Tin, Cadmium",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Pb-Ag-Zn-Au). Deposit itself unclaimed.,,-13761_14228,13,325.0,32,1.0,,63.91,-135.26,-13763_14228;-13762_14227;-13762_14228;-13762_14229;-13761_14226;-13761_14227;-13761_14228;-13761_14229;-13761_14230;-13760_14227;-13760_14228;-13760_14229;-13759_14228,https://data.geology.gov.yk.ca/Occurrence/15128,
11,L0011,Cash,115I 037,Copper,Cu-Mo-Zn-Ag,"Copper, Molybdenum, Zinc, Silver, Gold, Antimony, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Mo-Zn-Ag). Deposit itself unclaimed.,,-14001_13898,13,325.0,32,1.0,,62.42764,-137.6194,-14003_13898;-14002_13897;-14002_13898;-14002_13899;-14001_13896;-14001_13897;-14001_13898;-14001_13899;-14001_13900;-14000_13897;-14000_13898;-14000_13899;-13999_13898,https://data.geology.gov.yk.ca/Occurrence/14270,
12,L0012,Wheaton Mountain,105D 031,Gold,Au-Ag-Pb-Cu,"Gold, Silver, Lead, Copper",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Pb-Cu). Deposit itself unclaimed.,,-13738_13414,13,325.0,32,1.0,,60.25306,-135.03667,-13740_13414;-13739_13413;-13739_13414;-13739_13415;-13738_13412;-13738_13413;-13738_13414;-13738_13415;-13738_13416;-13737_13413;-13737_13414;-13737_13415;-13736_13414,https://data.geology.gov.yk.ca/Occurrence/12816,
13,L0013,Tally-Ho,105D 030,Copper,Cu-Ag-Pb-Au,"Copper, Silver, Lead, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Ag-Pb-Au). Deposit itself unclaimed.,,-13740_13412,13,325.0,32,1.0,,60.24472,-135.05333,-13742_13412;-13741_13411;-13741_13412;-13741_13413;-13740_13410;-13740_13411;-13740_13412;-13740_13413;-13740_13414;-13739_13411;-13739_13412;-13739_13413;-13738_13412,https://data.geology.gov.yk.ca/Occurrence/12815,
14,L0014,Revenue,115I 042,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum, Tungsten",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13965_13877,13,325.0,32,1.0,,62.33264,-137.2641,-13967_13877;-13966_13876;-13966_13877;-13966_13878;-13965_13875;-13965_13876;-13965_13877;-13965_13878;-13965_13879;-13964_13876;-13964_13877;-13964_13878;-13963_13877,https://data.geology.gov.yk.ca/Occurrence/14275,
15,L0015,Becker-Cochran,105D 027,Other metallic,Met-Au-Zn-Ni,"Antimony, Gold, Zinc, Nickel, Silver, Copper, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met-Au-Zn-Ni). Deposit itself unclaimed.,,-13756_13399,13,325.0,32,1.0,,60.18472,-135.215,-13758_13399;-13757_13398;-13757_13399;-13757_13400;-13756_13397;-13756_13398;-13756_13399;-13756_13400;-13756_13401;-13755_13398;-13755_13399;-13755_13400;-13754_13399,https://data.geology.gov.yk.ca/Occurrence/12812,
16,L0016,Caribou Creek,115I 049,Gold,Au-Ag,"Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag). Deposit itself unclaimed.,,-13957_13861,13,325.0,32,1.0,,62.258,-137.191,-13959_13861;-13958_13860;-13958_13861;-13958_13862;-13957_13859;-13957_13860;-13957_13861;-13957_13862;-13957_13863;-13956_13860;-13956_13861;-13956_13862;-13955_13861,https://data.geology.gov.yk.ca/Occurrence/14282,
17,L0017,Goddell,105D 025,Gold,Au-Ag-Met,"Gold, Silver, Antimony",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Met). Deposit itself unclaimed.,,-13763_13401,13,325.0,32,1.0,,60.19222,-135.28194,-13765_13401;-13764_13400;-13764_13401;-13764_13402;-13763_13399;-13763_13400;-13763_13401;-13763_13402;-13763_13403;-13762_13400;-13762_13401;-13762_13402;-13761_13401,https://data.geology.gov.yk.ca/Occurrence/12810,
18,L0018,Carmacks Copper Zone 7,115I 103,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag). Deposit itself unclaimed.,,-13907_13879,13,325.0,32,1.0,,62.342,-136.699,-13909_13879;-13908_13878;-13908_13879;-13908_13880;-13907_13877;-13907_13878;-13907_13879;-13907_13880;-13907_13881;-13906_13878;-13906_13879;-13906_13880;-13905_13879,https://data.geology.gov.yk.ca/Occurrence/16723,
19,L0019,Skukum Creek-Rainbow Zone,105D 022,Silver,Ag-Au-Zn-Met,"Silver, Gold, Zinc, Antimony, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Au-Zn-Met). Deposit itself unclaimed.,,-13775_13398,13,325.0,32,1.0,,60.179,-135.399,-13777_13398;-13776_13397;-13776_13398;-13776_13399;-13775_13396;-13775_13397;-13775_13398;-13775_13399;-13775_13400;-13774_13397;-13774_13398;-13774_13399;-13773_13398,https://data.geology.gov.yk.ca/Occurrence/12807,
20,L0020,Carmacks Copper Zone 12,115I 129,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag). Deposit itself unclaimed.,,-13905_13876,13,325.0,32,1.0,,62.328,-136.677,-13907_13876;-13906_13875;-13906_13876;-13906_13877;-13905_13874;-13905_13875;-13905_13876;-13905_13877;-13905_13878;-13904_13875;-13904_13876;-13904_13877;-13903_13876,https://data.geology.gov.yk.ca/Occurrence/16728,
21,L0021,Blende-East,106D 107,Lead,Pb-Zn-Ag,"Lead, Zinc, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Pb-Zn-Ag). Deposit itself unclaimed.,,-13697_14336,13,325.0,32,1.0,,64.3946,-134.63171,-13699_14336;-13698_14335;-13698_14336;-13698_14337;-13697_14334;-13697_14335;-13697_14336;-13697_14337;-13697_14338;-13696_14335;-13696_14336;-13696_14337;-13695_14336,https://data.geology.gov.yk.ca/Occurrence/16794,
22,L0022,Canalask,115F 045,Nickel,Ni-Cu-Met-Co,"Nickel, Copper, Platinum, Palladium, Cobalt, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ni-Cu-Met-Co). Deposit itself unclaimed.,,-14298_13793,13,325.0,32,1.0,,61.956,-140.537,-14300_13793;-14299_13792;-14299_13793;-14299_13794;-14298_13791;-14298_13792;-14298_13793;-14298_13794;-14298_13795;-14297_13792;-14297_13793;-14297_13794;-14296_13793,https://data.geology.gov.yk.ca/Occurrence/14087,
23,L0023,Kodiak Cub,105D 215,Copper,Cu,Copper,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu). Deposit itself unclaimed.,,-13730_13487,13,325.0,32,1.0,,60.5791,-134.95422,-13732_13487;-13731_13486;-13731_13487;-13731_13488;-13730_13485;-13730_13486;-13730_13487;-13730_13488;-13730_13489;-13729_13486;-13729_13487;-13729_13488;-13728_13487,https://data.geology.gov.yk.ca/Occurrence/16735,
24,L0024,Wellgreen-Far East Zone,115G 024,Copper,Cu-Met-Ni-Au,"Copper, Palladium, Nickel, Iridium, Gold, Osmium, Cobalt, Ruthenium, Rhodium, Platinum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Met-Ni-Au). Deposit itself unclaimed.,,-14195_13684,11,275.0,32,1.0,,61.46527,-139.52692,-14196_13683;-14196_13684;-14195_13682;-14195_13683;-14195_13684;-14195_13685;-14195_13686;-14194_13683;-14194_13684;-14194_13685;-14193_13684,https://data.geology.gov.yk.ca/Occurrence/14129,
25,L0025,Keewenaw,105D 233,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13730_13487,13,325.0,32,1.0,,60.578,-134.96,-13732_13487;-13731_13486;-13731_13487;-13731_13488;-13730_13485;-13730_13486;-13730_13487;-13730_13488;-13730_13489;-13729_13486;-13729_13487;-13729_13488;-13728_13487,https://data.geology.gov.yk.ca/Occurrence/16754,
26,L0026,Cowley Park,105D 230,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13723_13486,13,325.0,32,1.0,,60.57519,-134.89202,-13725_13486;-13724_13485;-13724_13486;-13724_13487;-13723_13484;-13723_13485;-13723_13486;-13723_13487;-13723_13488;-13722_13485;-13722_13486;-13722_13487;-13721_13486,https://data.geology.gov.yk.ca/Occurrence/16751,
27,L0027,Carlisle,105D 225,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag). Deposit itself unclaimed.,,-13749_13522,13,325.0,32,1.0,,60.73853,-135.13912,-13751_13522;-13750_13521;-13750_13522;-13750_13523;-13749_13520;-13749_13521;-13749_13522;-13749_13523;-13749_13524;-13748_13521;-13748_13522;-13748_13523;-13747_13522,https://data.geology.gov.yk.ca/Occurrence/16745,
28,L0028,Copper King,105D 224,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13749_13523,13,325.0,32,1.0,,60.73968,-135.14303,-13751_13523;-13750_13522;-13750_13523;-13750_13524;-13749_13521;-13749_13522;-13749_13523;-13749_13524;-13749_13525;-13748_13522;-13748_13523;-13748_13524;-13747_13523,https://data.geology.gov.yk.ca/Occurrence/16744,
29,L0029,Pueblo,105D 222,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag). Deposit itself unclaimed.,,-13752_13519,13,325.0,32,1.0,,60.72393,-135.17566,-13754_13519;-13753_13518;-13753_13519;-13753_13520;-13752_13517;-13752_13518;-13752_13519;-13752_13520;-13752_13521;-13751_13518;-13751_13519;-13751_13520;-13750_13519,https://data.geology.gov.yk.ca/Occurrence/16742,
30,L0030,War Eagle,105D 221,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13752_13523,13,325.0,32,1.0,,60.743,-135.177,-13754_13523;-13753_13522;-13753_13523;-13753_13524;-13752_13521;-13752_13522;-13752_13523;-13752_13524;-13752_13525;-13751_13522;-13751_13523;-13751_13524;-13750_13523,https://data.geology.gov.yk.ca/Occurrence/16741,
31,L0031,Black Cub South,105D 218,Copper,Cu-Au-Ag-Mo,"Copper, Gold, Silver, Molybdenum",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au-Ag-Mo). Deposit itself unclaimed.,,-13729_13485,13,325.0,32,1.0,,60.571,-134.947,-13731_13485;-13730_13484;-13730_13485;-13730_13486;-13729_13483;-13729_13484;-13729_13485;-13729_13486;-13729_13487;-13728_13484;-13728_13485;-13728_13486;-13727_13485,https://data.geology.gov.yk.ca/Occurrence/16738,
32,L0032,Black Cub North,105D 217,Copper,Cu,Copper,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu). Deposit itself unclaimed.,,-13729_13485,13,325.0,32,1.0,,60.57233,-134.94757,-13731_13485;-13730_13484;-13730_13485;-13730_13486;-13729_13483;-13729_13484;-13729_13485;-13729_13486;-13729_13487;-13728_13484;-13728_13485;-13728_13486;-13727_13485,https://data.geology.gov.yk.ca/Occurrence/16737,
33,L0033,Mount Skukum-Lake Vein,105D 158,Silver,Ag-Au-Met,"Silver, Gold, Arsenic",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Au-Met). Deposit itself unclaimed.,,-13783_13405,13,325.0,32,1.0,,60.21006,-135.47597,-13785_13405;-13784_13404;-13784_13405;-13784_13406;-13783_13403;-13783_13404;-13783_13405;-13783_13406;-13783_13407;-13782_13404;-13782_13405;-13782_13406;-13781_13405,https://data.geology.gov.yk.ca/Occurrence/12942,
34,L0034,Moosehorn,115N 024,Gold,Au-Met-Cu-Zn,"Gold, Arsenic, Copper, Zinc, Mercury, Molybdenum, Silver, Antimony, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Met-Cu-Zn). Deposit itself unclaimed.,,-14337_14039,13,325.0,32,1.0,,63.06,-140.92056,-14339_14039;-14338_14038;-14338_14039;-14338_14040;-14337_14037;-14337_14038;-14337_14039;-14337_14040;-14337_14041;-14336_14038;-14336_14039;-14336_14040;-14335_14039,https://data.geology.gov.yk.ca/Occurrence/14459,
35,L0035,Lerner,115N 039,Gold,Au-Ag-Pb,"Gold, Silver, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Pb). Deposit itself unclaimed.,,-14326_14232,13,325.0,32,1.0,,63.924,-140.82,-14328_14232;-14327_14231;-14327_14232;-14327_14233;-14326_14230;-14326_14231;-14326_14232;-14326_14233;-14326_14234;-14325_14231;-14325_14232;-14325_14233;-14324_14232,https://data.geology.gov.yk.ca/Occurrence/14469,
36,L0036,Silver Hart-TM Zone,105B 021,Silver,Ag-Zn-Pb,"Silver, Zinc, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Zn-Pb). Deposit itself unclaimed.,,-13300_13430,13,325.0,32,1.0,,60.32578,-130.73203,-13302_13430;-13301_13429;-13301_13430;-13301_13431;-13300_13428;-13300_13429;-13300_13430;-13300_13431;-13300_13432;-13299_13429;-13299_13430;-13299_13431;-13298_13430,https://data.geology.gov.yk.ca/Occurrence/12609,
37,L0037,Conrad,106C 055,Gold,Au-Met,"Gold, Arsenic",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Met). Deposit itself unclaimed.,,-13462_14274,13,325.0,32,1.0,,64.11413,-132.31939,-13464_14274;-13463_14273;-13463_14274;-13463_14275;-13462_14272;-13462_14273;-13462_14274;-13462_14275;-13462_14276;-13461_14273;-13461_14274;-13461_14275;-13460_14274,https://data.geology.gov.yk.ca/Occurrence/16680,
38,L0038,Flame and Moth,105M 087,Gold,Au-Ag-Pb-Zn,"Gold, Silver, Lead, Zinc",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Pb-Zn). Deposit itself unclaimed.,,-13768_14228,13,325.0,32,1.0,,63.91,-135.33,-13770_14228;-13769_14227;-13769_14228;-13769_14229;-13768_14226;-13768_14227;-13768_14228;-13768_14229;-13768_14230;-13767_14227;-13767_14228;-13767_14229;-13766_14228,https://data.geology.gov.yk.ca/Occurrence/16660,
39,L0039,Lucky Queen,105M 085,Silver,Ag-Pb-Zn-Au,"Silver, Lead, Zinc, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Pb-Zn-Au). Deposit itself unclaimed.,,-13760_14238,13,325.0,32,1.0,,63.951,-135.253,-13762_14238;-13761_14237;-13761_14238;-13761_14239;-13760_14236;-13760_14237;-13760_14238;-13760_14239;-13760_14240;-13759_14237;-13759_14238;-13759_14239;-13758_14238,https://data.geology.gov.yk.ca/Occurrence/16659,
40,L0040,Bermingham,105M 086,Lead,Pb-Zn-Ag-Au,"Lead, Zinc, Silver, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Pb-Zn-Ag-Au). Deposit itself unclaimed.,,-13778_14228,13,325.0,32,1.0,,63.909,-135.429,-13780_14228;-13779_14227;-13779_14228;-13779_14229;-13778_14226;-13778_14227;-13778_14228;-13778_14229;-13778_14230;-13777_14227;-13777_14228;-13777_14229;-13776_14228,https://data.geology.gov.yk.ca/Occurrence/16658,
41,L0041,Best Chance,105D 211,Copper,Cu-Au,"Copper, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Cu-Au). Deposit itself unclaimed.,,-13747_13508,13,325.0,32,1.0,,60.67281,-135.12053,-13749_13508;-13748_13507;-13748_13508;-13748_13509;-13747_13506;-13747_13507;-13747_13508;-13747_13509;-13747_13510;-13746_13507;-13746_13508;-13746_13509;-13745_13508,https://data.geology.gov.yk.ca/Occurrence/16722,
42,L0042,Coffee West,115J 111,Gold,Au-Pb-Met-Ni,"Gold, Lead, Mercury, Nickel, Selenium, Cobalt, Uranium, Copper, Thallium, Tungsten, Silver, Bismuth, Tellurium, Zinc, Arsenic, Antimony",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Pb-Met-Ni). Deposit itself unclaimed.,,-14189_14001,13,325.0,32,1.0,,62.88719,-139.46553,-14191_14001;-14190_14000;-14190_14001;-14190_14002;-14189_13999;-14189_14000;-14189_14001;-14189_14002;-14189_14003;-14188_14000;-14188_14001;-14188_14002;-14187_14001,https://data.geology.gov.yk.ca/Occurrence/16645,
43,L0043,Lone Star,115O 072,Gold,Au-Ag,"Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag). Deposit itself unclaimed.,,-14165_14224,13,325.0,32,1.0,,63.89194,-139.22785,-14167_14224;-14166_14223;-14166_14224;-14166_14225;-14165_14222;-14165_14223;-14165_14224;-14165_14225;-14165_14226;-14164_14223;-14164_14224;-14164_14225;-14163_14224,https://data.geology.gov.yk.ca/Occurrence/14539,
44,L0044,Violet,115O 073,Gold,Au-Cu-Ag-Pb,"Gold, Copper, Silver, Lead, Barite",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Cu-Ag-Pb). Deposit itself unclaimed.,,-14170_14217,13,325.0,32,1.0,,63.85694,-139.28056,-14172_14217;-14171_14216;-14171_14217;-14171_14218;-14170_14215;-14170_14216;-14170_14217;-14170_14218;-14170_14219;-14169_14216;-14169_14217;-14169_14218;-14168_14217,https://data.geology.gov.yk.ca/Occurrence/14540,
45,L0045,Elsa Tailings,105M 083,Gold,Au-Zn-Ag-Pb,"Gold, Zinc, Silver, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Zn-Ag-Pb). Deposit itself unclaimed.,,-13785_14231,13,325.0,32,1.0,,63.922,-135.495,-13787_14231;-13786_14230;-13786_14231;-13786_14232;-13785_14229;-13785_14230;-13785_14231;-13785_14232;-13785_14233;-13784_14230;-13784_14231;-13784_14232;-13783_14231,https://data.geology.gov.yk.ca/Occurrence/15129,
46,L0046,Onek,105M 084,Silver,Ag-Pb-Au-Zn,"Silver, Lead, Gold, Zinc, Indium",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Pb-Au-Zn). Deposit itself unclaimed.,,-13764_14229,13,325.0,32,1.0,,63.9141,-135.2897,-13766_14229;-13765_14228;-13765_14229;-13765_14230;-13764_14227;-13764_14228;-13764_14229;-13764_14230;-13764_14231;-13763_14228;-13763_14229;-13763_14230;-13762_14229,https://data.geology.gov.yk.ca/Occurrence/16657,
47,L0047,Laforma,115I 054,Silver,Ag-Au-Pb-Zn,"Silver, Gold, Lead, Zinc, Copper",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Au-Pb-Zn). Deposit itself unclaimed.,,-13950_13863,13,325.0,32,1.0,,62.26646,-137.1215,-13952_13863;-13951_13862;-13951_13863;-13951_13864;-13950_13861;-13950_13862;-13950_13863;-13950_13864;-13950_13865;-13949_13862;-13949_13863;-13949_13864;-13948_13863,https://data.geology.gov.yk.ca/Occurrence/14287,
48,L0048,Big Thing,105D 009,Silver,Ag-Au,"Silver, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Au). Deposit itself unclaimed.,,-13703_13376,13,325.0,32,1.0,,60.083,-134.687,-13705_13376;-13704_13375;-13704_13376;-13704_13377;-13703_13374;-13703_13375;-13703_13376;-13703_13377;-13703_13378;-13702_13375;-13702_13376;-13702_13377;-13701_13376,https://data.geology.gov.yk.ca/Occurrence/12794,
49,L0049,Brown-McDade,115I 064,Gold,Au-Ag-Pb-Cu,"Gold, Silver, Lead, Copper, Zinc, Antimony",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Pb-Cu). Deposit itself unclaimed.,,-13950_13814,13,325.0,32,1.0,,62.04834,-137.12405,-13952_13814;-13951_13813;-13951_13814;-13951_13815;-13950_13812;-13950_13813;-13950_13814;-13950_13815;-13950_13816;-13949_13813;-13949_13814;-13949_13815;-13948_13814,https://data.geology.gov.yk.ca/Occurrence/14296,
50,L0050,Venus,105D 005,Gold,Au-Ag-Pb-Zn,"Gold, Silver, Lead, Zinc, Cadmium",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Pb-Zn). Deposit itself unclaimed.,,-13697_13363,13,325.0,32,1.0,,60.025,-134.63472,-13699_13363;-13698_13362;-13698_13363;-13698_13364;-13697_13361;-13697_13362;-13697_13363;-13697_13364;-13697_13365;-13696_13362;-13696_13363;-13696_13364;-13695_13363,https://data.geology.gov.yk.ca/Occurrence/12791,
51,L0051,Webber,115I 065,Silver,Ag-Au,"Silver, Gold",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Au). Deposit itself unclaimed.,,-13956_13815,13,325.0,32,1.0,,62.053,-137.174,-13958_13815;-13957_13814;-13957_13815;-13957_13816;-13956_13813;-13956_13814;-13956_13815;-13956_13816;-13956_13817;-13955_13814;-13955_13815;-13955_13816;-13954_13815,https://data.geology.gov.yk.ca/Occurrence/14297,
