rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,lat,lon,cell_ids,minfile_url,capsule
229,L0229,Dan Man,115J 112,Gold,Au-Met,"Gold, Arsenic, Antimony",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Met). Deposit itself unclaimed.,,-14184_14007,13,325.0,23,1.0,,62.91553,-139.41481,-14186_14007;-14185_14006;-14185_14007;-14185_14008;-14184_14005;-14184_14006;-14184_14007;-14184_14008;-14184_14009;-14183_14006;-14183_14007;-14183_14008;-14182_14007,https://data.geology.gov.yk.ca/Occurrence/16648,
230,L0230,Hackly Gold,115J 113,Gold,Au-Met-Mo,"Gold, Bismuth, Molybdenum",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Met-Mo). Deposit itself unclaimed.,,-14086_14025,10,250.0,23,1.0,,62.99583,-138.45306,-14088_14025;-14087_14024;-14087_14025;-14086_14023;-14086_14024;-14086_14025;-14086_14027;-14085_14024;-14085_14025;-14084_14025,https://data.geology.gov.yk.ca/Occurrence/16649,
231,L0231,Rum Run,115O 177,Gold,Au-Met-Cu,"Gold, Bismuth, Copper, Arsenic",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Met-Cu). Deposit itself unclaimed.,,-14101_14029,13,325.0,23,1.0,,63.01285,-138.60754,-14103_14029;-14102_14028;-14102_14029;-14102_14030;-14101_14027;-14101_14028;-14101_14029;-14101_14030;-14101_14031;-14100_14028;-14100_14029;-14100_14030;-14099_14029,https://data.geology.gov.yk.ca/Occurrence/16650,
232,L0232,Silver Hill,106D 042,Lead,Pb-Ag-Zn,"Lead, Silver, Zinc",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Ag-Zn). Deposit itself unclaimed.,,-13763_14360,13,325.0,23,1.0,,64.5,-135.28,-13765_14360;-13764_14359;-13764_14360;-13764_14361;-13763_14358;-13763_14359;-13763_14360;-13763_14361;-13763_14362;-13762_14359;-13762_14360;-13762_14361;-13761_14360,https://data.geology.gov.yk.ca/Occurrence/15067,
233,L0233,Zap,106D 085,Lead,Pb-Zn-Ag,"Lead, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Zn-Ag). Deposit itself unclaimed.,,-13638_14310,13,325.0,23,1.0,,64.27472,-134.05194,-13640_14310;-13639_14309;-13639_14310;-13639_14311;-13638_14308;-13638_14309;-13638_14310;-13638_14311;-13638_14312;-13637_14309;-13637_14310;-13637_14311;-13636_14310,https://data.geology.gov.yk.ca/Occurrence/15082,
234,L0234,Blue Lite,106D 084,Copper,Cu-W-Sn,"Copper, Tungsten, Tin",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-W-Sn). Deposit itself unclaimed.,,-13666_14299,13,325.0,23,1.0,,64.22773,-134.32729,-13668_14299;-13667_14298;-13667_14299;-13667_14300;-13666_14297;-13666_14298;-13666_14299;-13666_14300;-13666_14301;-13665_14298;-13665_14299;-13665_14300;-13664_14299,https://data.geology.gov.yk.ca/Occurrence/15081,
235,L0235,Lucknow,106D 081,Copper,Cu-Au-Zn-Ag,"Copper, Gold, Zinc, Silver, Lead",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Zn-Ag). Deposit itself unclaimed.,,-13758_14266,13,325.0,23,1.0,,64.08083,-135.23167,-13760_14266;-13759_14265;-13759_14266;-13759_14267;-13758_14264;-13758_14265;-13758_14266;-13758_14267;-13758_14268;-13757_14265;-13757_14266;-13757_14267;-13756_14266,https://data.geology.gov.yk.ca/Occurrence/15080,
236,L0236,Hopper Porphyry Zone,115H 034,Copper,Cu-Mo,"Copper, Molybdenum",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Mo). Deposit itself unclaimed.,,-13929_13647,13,325.0,23,1.0,,61.29645,-136.91057,-13931_13647;-13930_13646;-13930_13647;-13930_13648;-13929_13645;-13929_13646;-13929_13647;-13929_13648;-13929_13649;-13928_13646;-13928_13647;-13928_13648;-13927_13647,https://data.geology.gov.yk.ca/Occurrence/16669,
237,L0237,Wels Saddle,115J 039,Gold,Au-Met-Ag-Pb,"Gold, Arsenic, Antimony, Silver, Lead, Tungsten",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Met-Ag-Pb). Deposit itself unclaimed.,,-14237_13900,13,325.0,23,1.0,,62.43532,-139.94452,-14239_13900;-14238_13899;-14238_13900;-14238_13901;-14237_13898;-14237_13899;-14237_13900;-14237_13901;-14237_13902;-14236_13899;-14236_13900;-14236_13901;-14235_13900,https://data.geology.gov.yk.ca/Occurrence/16678,
238,L0238,White Fox,116I 084,Nickel,Ni-Mo-Zn-Ag,"Nickel, Molybdenum, Zinc, Silver, Vanadium",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ni-Mo-Zn-Ag). Deposit itself unclaimed.,,-13867_14895,13,325.0,23,1.0,,66.90426,-136.30428,-13869_14895;-13868_14894;-13868_14895;-13868_14896;-13867_14893;-13867_14894;-13867_14895;-13867_14896;-13867_14897;-13866_14894;-13866_14895;-13866_14896;-13865_14895,https://data.geology.gov.yk.ca/Occurrence/16653,
239,L0239,McKay Hill - Red,106D 102,Silver,Ag-Pb-Cu-Zn,"Silver, Lead, Copper, Zinc, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ag-Pb-Cu-Zn). Deposit itself unclaimed.,,-13773_14329,13,325.0,23,1.0,,64.36004,-135.37579,-13775_14329;-13774_14328;-13774_14329;-13774_14330;-13773_14327;-13773_14328;-13773_14329;-13773_14330;-13773_14331;-13772_14328;-13772_14329;-13772_14330;-13771_14329,https://data.geology.gov.yk.ca/Occurrence/16770,
240,L0240,McKay Hill - Falls,106D 103,Silver,Ag-Pb-Cu-Zn,"Silver, Lead, Copper, Zinc, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ag-Pb-Cu-Zn). Deposit itself unclaimed.,,-13776_14328,13,325.0,23,1.0,,64.35824,-135.40992,-13778_14328;-13777_14327;-13777_14328;-13777_14329;-13776_14326;-13776_14327;-13776_14328;-13776_14329;-13776_14330;-13775_14327;-13775_14328;-13775_14329;-13774_14328,https://data.geology.gov.yk.ca/Occurrence/16771,
241,L0241,McKay Hill - Independence North,106D 104,Silver,Ag-Cu-Pb-Zn,"Silver, Copper, Lead, Zinc, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ag-Cu-Pb-Zn). Deposit itself unclaimed.,,-13770_14327,13,325.0,23,1.0,,64.35124,-135.35083,-13772_14327;-13771_14326;-13771_14327;-13771_14328;-13770_14325;-13770_14326;-13770_14327;-13770_14328;-13770_14329;-13769_14326;-13769_14327;-13769_14328;-13768_14327,https://data.geology.gov.yk.ca/Occurrence/16772,
242,L0242,Secondary Porphyry Zone,115H 061,Copper,Cu-Au-Mo,"Copper, Gold, Molybdenum",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Mo). Deposit itself unclaimed.,,-13930_13643,13,325.0,23,1.0,,61.28108,-136.92004,-13932_13643;-13931_13642;-13931_13643;-13931_13644;-13930_13641;-13930_13642;-13930_13643;-13930_13644;-13930_13645;-13929_13642;-13929_13643;-13929_13644;-13928_13643,https://data.geology.gov.yk.ca/Occurrence/16774,
243,L0243,Lv,115H 062,Copper,Cu-Au-Mo,"Copper, Gold, Molybdenum",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Mo). Deposit itself unclaimed.,,-13930_13642,13,325.0,23,1.0,,61.27638,-136.92233,-13932_13642;-13931_13641;-13931_13642;-13931_13643;-13930_13640;-13930_13641;-13930_13642;-13930_13643;-13930_13644;-13929_13641;-13929_13642;-13929_13643;-13928_13642,https://data.geology.gov.yk.ca/Occurrence/16775,
244,L0244,Gunsight,106C 114,Lead,Pb-Zn-Ag,"Lead, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Zn-Ag). Deposit itself unclaimed.,,-13607_14319,13,325.0,23,1.0,,64.31791,-133.74875,-13609_14319;-13608_14318;-13608_14319;-13608_14320;-13607_14317;-13607_14318;-13607_14319;-13607_14320;-13607_14321;-13606_14318;-13606_14319;-13606_14320;-13605_14319,https://data.geology.gov.yk.ca/Occurrence/16780,
245,L0245,Big Red,106C 115,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Zn-Pb-Ag). Deposit itself unclaimed.,,-13602_14307,13,325.0,23,1.0,,64.26163,-133.69517,-13604_14307;-13603_14306;-13603_14307;-13603_14308;-13602_14305;-13602_14306;-13602_14307;-13602_14308;-13602_14309;-13601_14306;-13601_14307;-13601_14308;-13600_14307,https://data.geology.gov.yk.ca/Occurrence/16781,
246,L0246,Tetrahedrite,106C 116,Lead,Pb-Zn-Ag,"Lead, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Zn-Ag). Deposit itself unclaimed.,,-13601_14307,13,325.0,23,1.0,,64.26104,-133.69072,-13603_14307;-13602_14306;-13602_14307;-13602_14308;-13601_14305;-13601_14306;-13601_14307;-13601_14308;-13601_14309;-13600_14306;-13600_14307;-13600_14308;-13599_14307,https://data.geology.gov.yk.ca/Occurrence/16782,
247,L0247,South Hill,106C 117,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Zn-Pb-Ag). Deposit itself unclaimed.,,-13601_14306,13,325.0,23,1.0,,64.25777,-133.69288,-13603_14306;-13602_14305;-13602_14306;-13602_14307;-13601_14304;-13601_14305;-13601_14306;-13601_14307;-13601_14308;-13600_14305;-13600_14306;-13600_14307;-13599_14306,https://data.geology.gov.yk.ca/Occurrence/16783,
248,L0248,Lakes,106C 118,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Zn-Pb-Ag). Deposit itself unclaimed.,,-13602_14310,13,325.0,23,1.0,,64.27716,-133.70076,-13604_14310;-13603_14309;-13603_14310;-13603_14311;-13602_14308;-13602_14309;-13602_14310;-13602_14311;-13602_14312;-13601_14309;-13601_14310;-13601_14311;-13600_14310,https://data.geology.gov.yk.ca/Occurrence/16784,
249,L0249,Stromatolite,106C 119,Lead,Pb-Ag-Zn,"Lead, Silver, Zinc",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Ag-Zn). Deposit itself unclaimed.,,-13610_14311,13,325.0,23,1.0,,64.2808,-133.77304,-13612_14311;-13611_14310;-13611_14311;-13611_14312;-13610_14309;-13610_14310;-13610_14311;-13610_14312;-13610_14313;-13609_14310;-13609_14311;-13609_14312;-13608_14311,https://data.geology.gov.yk.ca/Occurrence/16785,
250,L0250,Carmacks Copper Zone 5,115I 073,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13908_13880,13,325.0,23,1.0,,62.345,-136.711,-13910_13880;-13909_13879;-13909_13880;-13909_13881;-13908_13878;-13908_13879;-13908_13880;-13908_13881;-13908_13882;-13907_13879;-13907_13880;-13907_13881;-13906_13880,https://data.geology.gov.yk.ca/Occurrence/16718,
251,L0251,Gay Gulch,115O 181,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-14168_14220,13,325.0,23,1.0,,63.87439,-139.26517,-14170_14220;-14169_14219;-14169_14220;-14169_14221;-14168_14218;-14168_14219;-14168_14220;-14168_14221;-14168_14222;-14167_14219;-14167_14220;-14167_14221;-14166_14220,https://data.geology.gov.yk.ca/Occurrence/16795,
252,L0252,O'Neil,115O 182,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-14166_14226,13,325.0,23,1.0,,63.9,-139.24484,-14168_14226;-14167_14225;-14167_14226;-14167_14227;-14166_14224;-14166_14225;-14166_14226;-14166_14227;-14166_14228;-14165_14225;-14165_14226;-14165_14227;-14164_14226,https://data.geology.gov.yk.ca/Occurrence/16796,
253,L0253,Glacier Gulch,115O 183,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-14170_14225,13,325.0,23,1.0,,63.89478,-139.27925,-14172_14225;-14171_14224;-14171_14225;-14171_14226;-14170_14223;-14170_14224;-14170_14225;-14170_14226;-14170_14227;-14169_14224;-14169_14225;-14169_14226;-14168_14225,https://data.geology.gov.yk.ca/Occurrence/16800,
254,L0254,Blende-Central,106D 108,Lead,Pb-Zn-Ag,"Lead, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Zn-Ag). Deposit itself unclaimed.,,-13699_14338,13,325.0,23,1.0,,64.40063,-134.64931,-13701_14338;-13700_14337;-13700_14338;-13700_14339;-13699_14336;-13699_14337;-13699_14338;-13699_14339;-13699_14340;-13698_14337;-13698_14338;-13698_14339;-13697_14338,https://data.geology.gov.yk.ca/Occurrence/16802,
255,L0255,Blende-Far West,106D 109,Lead,Pb-Zn-Ag,"Lead, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Pb-Zn-Ag). Deposit itself unclaimed.,,-13702_14340,13,325.0,23,1.0,,64.40959,-134.67748,-13704_14340;-13703_14339;-13703_14340;-13703_14341;-13702_14338;-13702_14339;-13702_14340;-13702_14341;-13702_14342;-13701_14339;-13701_14340;-13701_14341;-13700_14340,https://data.geology.gov.yk.ca/Occurrence/16803,
256,L0256,Dickson,115I 133,Gold,Au-Ag-Cu,"Gold, Silver, Copper",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Ag-Cu). Deposit itself unclaimed.,,-13953_13816,13,325.0,23,1.0,,62.0587,-137.15207,-13955_13816;-13954_13815;-13954_13816;-13954_13817;-13953_13814;-13953_13815;-13953_13816;-13953_13817;-13953_13818;-13952_13815;-13952_13816;-13952_13817;-13951_13816,https://data.geology.gov.yk.ca/Occurrence/16804,
257,L0257,Vince,115I 136,Gold,Au-Ag-Cu,"Gold, Silver, Copper",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Ag-Cu). Deposit itself unclaimed.,,-13953_13816,13,325.0,23,1.0,,62.05538,-137.14604,-13955_13816;-13954_13815;-13954_13816;-13954_13817;-13953_13814;-13953_13815;-13953_13816;-13953_13817;-13953_13818;-13952_13815;-13952_13816;-13952_13817;-13951_13816,https://data.geology.gov.yk.ca/Occurrence/16807,
258,L0258,Stu - Zone A,115I 011,Copper,Cu-Ag-Au,"Copper, Silver, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Ag-Au). Deposit itself unclaimed.,,-13923_13896,13,325.0,23,1.0,,62.41641,-136.85129,-13925_13896;-13924_13895;-13924_13896;-13924_13897;-13923_13894;-13923_13895;-13923_13896;-13923_13897;-13923_13898;-13922_13895;-13922_13896;-13922_13897;-13921_13896,https://data.geology.gov.yk.ca/Occurrence/15017,
259,L0259,Skate,106D 020,Other metallic,Met-Zn-Pb-Ag,"Antimony, Arsenic, Zinc, Lead, Silver, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met-Zn-Pb-Ag). Deposit itself unclaimed.,,-13799_14252,13,325.0,23,1.0,,64.01611,-135.63,-13801_14252;-13800_14251;-13800_14252;-13800_14253;-13799_14250;-13799_14251;-13799_14252;-13799_14253;-13799_14254;-13798_14251;-13798_14252;-13798_14253;-13797_14252,https://data.geology.gov.yk.ca/Occurrence/15015,
260,L0260,Mill,115I 139,Gold,Au-Ag-Cu,"Gold, Silver, Copper",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Ag-Cu). Deposit itself unclaimed.,,-13952_13812,13,325.0,23,1.0,,62.04134,-137.14026,-13954_13812;-13953_13811;-13953_13812;-13953_13813;-13952_13810;-13952_13811;-13952_13812;-13952_13813;-13952_13814;-13951_13811;-13951_13812;-13951_13813;-13950_13812,https://data.geology.gov.yk.ca/Occurrence/16810,
261,L0261,Eliza N,115I 142,Gold,Au-Ag-Cu-Pb,"Gold, Silver, Copper, Lead, Zinc",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au-Ag-Cu-Pb). Deposit itself unclaimed.,,-13957_13822,13,325.0,23,1.0,,62.08309,-137.18575,-13959_13822;-13958_13821;-13958_13822;-13958_13823;-13957_13820;-13957_13821;-13957_13822;-13957_13823;-13957_13824;-13956_13821;-13956_13822;-13956_13823;-13955_13822,https://data.geology.gov.yk.ca/Occurrence/16813,
262,L0262,Nugget,115O 180,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-14169_14223,13,325.0,23,1.0,,63.88785,-139.26911,-14171_14223;-14170_14222;-14170_14223;-14170_14224;-14169_14221;-14169_14222;-14169_14223;-14169_14224;-14169_14225;-14168_14222;-14168_14223;-14168_14224;-14167_14223,https://data.geology.gov.yk.ca/Occurrence/16792,
263,L0263,Carmacks Copper Zone 6,115I 078,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13908_13879,13,325.0,23,1.0,,62.342,-136.711,-13910_13879;-13909_13878;-13909_13879;-13909_13880;-13908_13877;-13908_13878;-13908_13879;-13908_13880;-13908_13881;-13907_13878;-13907_13879;-13907_13880;-13906_13879,https://data.geology.gov.yk.ca/Occurrence/16719,
264,L0264,Carmacks Copper Zone 8,115I 104,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13908_13878,13,325.0,23,1.0,,62.338,-136.704,-13910_13878;-13909_13877;-13909_13878;-13909_13879;-13908_13876;-13908_13877;-13908_13878;-13908_13879;-13908_13880;-13907_13877;-13907_13878;-13907_13879;-13906_13878,https://data.geology.gov.yk.ca/Occurrence/16724,
265,L0265,Carmacks Copper Zone 9,115I 109,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13904_13882,13,325.0,23,1.0,,62.356,-136.666,-13906_13882;-13905_13881;-13905_13882;-13905_13883;-13904_13880;-13904_13881;-13904_13882;-13904_13883;-13904_13884;-13903_13881;-13903_13882;-13903_13883;-13902_13882,https://data.geology.gov.yk.ca/Occurrence/16725,
266,L0266,Carmacks Copper Zone 10,115I 116,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13907_13871,13,325.0,23,1.0,,62.303,-136.696,-13909_13871;-13908_13870;-13908_13871;-13908_13872;-13907_13869;-13907_13870;-13907_13871;-13907_13872;-13907_13873;-13906_13870;-13906_13871;-13906_13872;-13905_13871,https://data.geology.gov.yk.ca/Occurrence/16726,
267,L0267,Carmacks Copper Zone 11,115I 118,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13911_13875,13,325.0,23,1.0,,62.324,-136.736,-13913_13875;-13912_13874;-13912_13875;-13912_13876;-13911_13873;-13911_13874;-13911_13875;-13911_13876;-13911_13877;-13910_13874;-13910_13875;-13910_13876;-13909_13875,https://data.geology.gov.yk.ca/Occurrence/16727,
268,L0268,Carmacks Copper Zone 14,115I 132,Copper,Cu-Au-Ag,"Copper, Gold, Silver",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Ag). Deposit itself unclaimed.,,-13905_13878,13,325.0,23,1.0,,62.334,-136.672,-13907_13878;-13906_13877;-13906_13878;-13906_13879;-13905_13876;-13905_13877;-13905_13878;-13905_13879;-13905_13880;-13904_13877;-13904_13878;-13904_13879;-13903_13878,https://data.geology.gov.yk.ca/Occurrence/16731,
269,L0269,Verona,105D 213,Copper,Cu-Fe-Au-Co,"Copper, Iron, Gold, Cobalt, Gallium",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Fe-Au-Co). Deposit itself unclaimed.,,-13745_13505,13,325.0,23,1.0,,60.66124,-135.10766,-13747_13505;-13746_13504;-13746_13505;-13746_13506;-13745_13503;-13745_13504;-13745_13505;-13745_13506;-13745_13507;-13744_13504;-13744_13505;-13744_13506;-13743_13505,https://data.geology.gov.yk.ca/Occurrence/16733,
270,L0270,Brown Cub,105D 219,Copper,Cu,Copper,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu). Deposit itself unclaimed.,,-13728_13485,13,325.0,23,1.0,,60.56966,-134.93779,-13730_13485;-13729_13484;-13729_13485;-13729_13486;-13728_13483;-13728_13484;-13728_13485;-13728_13486;-13728_13487;-13727_13484;-13727_13485;-13727_13486;-13726_13485,https://data.geology.gov.yk.ca/Occurrence/16739,
271,L0271,Railway,105D 220,Copper,Cu,Copper,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu). Deposit itself unclaimed.,,-13727_13486,13,325.0,23,1.0,,60.5775,-134.92894,-13729_13486;-13728_13485;-13728_13486;-13728_13487;-13727_13484;-13727_13485;-13727_13486;-13727_13487;-13727_13488;-13726_13485;-13726_13486;-13726_13487;-13725_13486,https://data.geology.gov.yk.ca/Occurrence/16740,
272,L0272,McKay Hill - Independence,106D 101,Silver,Ag-Pb-Zn-Cu,"Silver, Lead, Zinc, Copper, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ag-Pb-Zn-Cu). Deposit itself unclaimed.,,-13770_14326,13,325.0,23,1.0,,64.34823,-135.35396,-13772_14326;-13771_14325;-13771_14326;-13771_14327;-13770_14324;-13770_14325;-13770_14326;-13770_14327;-13770_14328;-13769_14325;-13769_14326;-13769_14327;-13768_14326,https://data.geology.gov.yk.ca/Occurrence/16769,
273,L0273,Sue,105D 229,Copper,Cu-Au-Mo,"Copper, Gold, Molybdenum",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-Mo). Deposit itself unclaimed.,,-13724_13486,13,325.0,23,1.0,,60.57477,-134.89934,-13726_13486;-13725_13485;-13725_13486;-13725_13487;-13724_13484;-13724_13485;-13724_13486;-13724_13487;-13724_13488;-13723_13485;-13723_13486;-13723_13487;-13722_13486,https://data.geology.gov.yk.ca/Occurrence/16750,
274,L0274,Pass Lake,105D 231,Copper,Cu-Au,"Copper, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au). Deposit itself unclaimed.,,-13742_13495,13,325.0,23,1.0,,60.61575,-135.07549,-13744_13495;-13743_13494;-13743_13495;-13743_13496;-13742_13493;-13742_13494;-13742_13495;-13742_13496;-13742_13497;-13741_13494;-13741_13495;-13741_13496;-13740_13495,https://data.geology.gov.yk.ca/Occurrence/16752,
275,L0275,Reservoir Lake,105D 234,Copper,Cu,Copper,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu). Deposit itself unclaimed.,,-13751_13519,13,325.0,23,1.0,,60.72356,-135.16411,-13753_13519;-13752_13518;-13752_13519;-13752_13520;-13751_13517;-13751_13518;-13751_13519;-13751_13520;-13751_13521;-13750_13518;-13750_13519;-13750_13520;-13749_13519,https://data.geology.gov.yk.ca/Occurrence/16755,
276,L0276,Scheelite,105D 235,Copper,Cu-Au-W,"Copper, Gold, Tungsten",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu-Au-W). Deposit itself unclaimed.,,-13752_13520,13,325.0,23,1.0,,60.72636,-135.16825,-13754_13520;-13753_13519;-13753_13520;-13753_13521;-13752_13518;-13752_13519;-13752_13520;-13752_13521;-13752_13522;-13751_13519;-13751_13520;-13751_13521;-13750_13520,https://data.geology.gov.yk.ca/Occurrence/16756,
277,L0277,Grandma,106D 099,Silver,Ag-Pb-Zn,"Silver, Lead, Zinc",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ag-Pb-Zn). Deposit itself unclaimed.,,-13635_14315,12,300.0,23,1.0,,64.29666,-134.02492,-13637_14315;-13636_14314;-13636_14315;-13636_14316;-13635_14313;-13635_14314;-13635_14315;-13635_14316;-13635_14317;-13634_14314;-13634_14315;-13634_14316,https://data.geology.gov.yk.ca/Occurrence/16757,
278,L0278,McKay Hill - Bella,106D 100,Silver,Ag-Cu-Zn-Pb,"Silver, Copper, Zinc, Lead, Gold",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Ag-Cu-Zn-Pb). Deposit itself unclaimed.,,-13774_14327,13,325.0,23,1.0,,64.35432,-135.38476,-13776_14327;-13775_14326;-13775_14327;-13775_14328;-13774_14325;-13774_14326;-13774_14327;-13774_14328;-13774_14329;-13773_14326;-13773_14327;-13773_14328;-13772_14327,https://data.geology.gov.yk.ca/Occurrence/16768,
279,L0279,Spring Creek,105D 226,Copper,Cu,Copper,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Cu). Deposit itself unclaimed.,,-13747_13509,13,325.0,23,1.0,,60.67798,-135.12555,-13749_13509;-13748_13508;-13748_13509;-13748_13510;-13747_13507;-13747_13508;-13747_13509;-13747_13510;-13747_13511;-13746_13508;-13746_13509;-13746_13510;-13745_13509,https://data.geology.gov.yk.ca/Occurrence/16747,
280,L0280,Hotspot,115N 184,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-14342_14126,13,325.0,23,1.0,,63.448,-140.968,-14344_14126;-14343_14125;-14343_14126;-14343_14127;-14342_14124;-14342_14125;-14342_14126;-14342_14127;-14342_14128;-14341_14125;-14341_14126;-14341_14127;-14340_14126,https://data.geology.gov.yk.ca/Occurrence/17305,
281,L0281,Skyline,115I 211,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-13954_13837,13,325.0,23,1.0,,62.151,-137.163,-13956_13837;-13955_13836;-13955_13837;-13955_13838;-13954_13835;-13954_13836;-13954_13837;-13954_13838;-13954_13839;-13953_13836;-13953_13837;-13953_13838;-13952_13837,https://data.geology.gov.yk.ca/Occurrence/17310,
