rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,lat,lon,cell_ids,minfile_url,capsule
120,L0120,Gilmour Brook-Beehler,143,Other metallic,Met,"Au, Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10076_10546,13,325.0,17,1.0,,47.37057,-65.80025,-10078_10546;-10077_10545;-10077_10546;-10077_10547;-10076_10544;-10076_10545;-10076_10546;-10076_10547;-10076_10548;-10075_10545;-10075_10546;-10075_10547;-10074_10546,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=143,
121,L0121,Brunswick No. 6,144,Other metallic,Met,"Ag, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10080_10554,13,325.0,17,1.0,,47.40836,-65.82246,-10082_10554;-10081_10553;-10081_10554;-10081_10555;-10080_10552;-10080_10553;-10080_10554;-10080_10555;-10080_10556;-10079_10553;-10079_10554;-10079_10555;-10078_10554,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=144,
122,L0122,New Highridge,145,Other metallic,Met,"Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10076_10555,13,325.0,17,1.0,,47.41142,-65.7994,-10078_10555;-10077_10554;-10077_10555;-10077_10556;-10076_10553;-10076_10554;-10076_10555;-10076_10556;-10076_10557;-10075_10554;-10075_10555;-10075_10556;-10074_10555,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=145,
123,L0123,Coulee,146,Other metallic,Met,"Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10093_10549,13,325.0,17,1.0,,47.38308,-65.90607,-10095_10549;-10094_10548;-10094_10549;-10094_10550;-10093_10547;-10093_10548;-10093_10549;-10093_10550;-10093_10551;-10092_10548;-10092_10549;-10092_10550;-10091_10549,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=146,
124,L0124,Louvicourt Deposit,147,Other metallic,Met,"Ag, Au, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10096_10551,13,325.0,17,1.0,,47.39225,-65.92996,-10098_10551;-10097_10550;-10097_10551;-10097_10552;-10096_10549;-10096_10550;-10096_10551;-10096_10552;-10096_10553;-10095_10550;-10095_10551;-10095_10552;-10094_10551,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=147,
125,L0125,Louvicourt North,148,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10097_10552,13,325.0,17,1.0,,47.3978,-65.93385,-10099_10552;-10098_10551;-10098_10552;-10098_10553;-10097_10550;-10097_10551;-10097_10552;-10097_10553;-10097_10554;-10096_10551;-10096_10552;-10096_10553;-10095_10552,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=148,
126,L0126,Astrabrun North and South,149,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10106_10549,9,225.0,17,1.0,,47.38474,-65.99552,-10106_10547;-10106_10548;-10106_10549;-10106_10550;-10106_10551;-10105_10548;-10105_10549;-10105_10550;-10104_10549,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=149,
127,L0127,Swamp Lake Brook,150,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10105_10553,12,300.0,17,1.0,,47.40057,-65.98497,-10106_10552;-10106_10553;-10106_10554;-10105_10551;-10105_10552;-10105_10553;-10105_10554;-10105_10555;-10104_10552;-10104_10553;-10104_10554;-10103_10553,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=150,
128,L0128,Crabbe Mountain As &quot;I&quot;,151,Other metallic,Met,As,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10276_10269,13,325.0,17,1.0,,46.12661,-67.10584,-10278_10269;-10277_10268;-10277_10269;-10277_10270;-10276_10267;-10276_10268;-10276_10269;-10276_10270;-10276_10271;-10275_10268;-10275_10269;-10275_10270;-10274_10269,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=151,
129,L0129,Maple Ridge,152,Other metallic,Met,"Mo, W",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10293_10263,13,325.0,17,1.0,,46.10003,-67.21413,-10295_10263;-10294_10262;-10294_10263;-10294_10264;-10293_10261;-10293_10262;-10293_10263;-10293_10264;-10293_10265;-10292_10262;-10292_10263;-10292_10264;-10291_10263,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=152,
130,L0130,Pinder,153,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10297_10250,13,325.0,17,1.0,,46.04169,-67.24108,-10299_10250;-10298_10249;-10298_10250;-10298_10251;-10297_10248;-10297_10249;-10297_10250;-10297_10251;-10297_10252;-10296_10249;-10296_10250;-10296_10251;-10295_10250,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=153,
131,L0131,Lower Caverhill South,154,Other metallic,Met,"Cu, Mo",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10278_10242,10,250.0,17,1.0,,46.00614,-67.11803,-10280_10242;-10279_10242;-10279_10243;-10278_10240;-10278_10242;-10278_10243;-10278_10244;-10277_10242;-10277_10243;-10276_10242,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=154,
132,L0132,Waterville Stibnite &quot;I&quot;,155,Other metallic,Met,Sb,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10313_10257,13,325.0,17,1.0,,46.07364,-67.3483,-10315_10257;-10314_10256;-10314_10257;-10314_10258;-10313_10255;-10313_10256;-10313_10257;-10313_10258;-10313_10259;-10312_10256;-10312_10257;-10312_10258;-10311_10257,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=155,
133,L0133,Blue Mountain,156,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10293_10482,13,325.0,17,1.0,,47.08336,-67.21663,-10295_10482;-10294_10481;-10294_10482;-10294_10483;-10293_10480;-10293_10481;-10293_10482;-10293_10483;-10293_10484;-10292_10481;-10292_10482;-10292_10483;-10291_10482,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=156,
134,L0134,Pabineau,157,Other metallic,Met,"Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10095_10564,13,325.0,17,1.0,,47.44919,-65.91885,-10097_10564;-10096_10563;-10096_10564;-10096_10565;-10095_10562;-10095_10563;-10095_10564;-10095_10565;-10095_10566;-10094_10563;-10094_10564;-10094_10565;-10093_10564,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=157,
135,L0135,McDonough Trend B,158,Other metallic,Met,"Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10087_10536,13,325.0,17,1.0,,47.32746,-65.87146,-10089_10536;-10088_10535;-10088_10536;-10088_10537;-10087_10534;-10087_10535;-10087_10536;-10087_10537;-10087_10538;-10086_10535;-10086_10536;-10086_10537;-10085_10536,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=158,
136,L0136,Captain,159,Other metallic,Met,"Ag, Co, Cu",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10088_10527,13,325.0,17,1.0,,47.28363,-65.87829,-10090_10527;-10089_10526;-10089_10527;-10089_10528;-10088_10525;-10088_10526;-10088_10527;-10088_10528;-10088_10529;-10087_10526;-10087_10527;-10087_10528;-10086_10527,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=159,
137,L0137,Smith Brook,160,Other metallic,Met,"Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10294_10278,13,325.0,17,1.0,,46.16448,-67.21914,-10296_10278;-10295_10277;-10295_10278;-10295_10279;-10294_10276;-10294_10277;-10294_10278;-10294_10279;-10294_10280;-10293_10277;-10293_10278;-10293_10279;-10292_10278,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=160,
138,L0138,Molasses Brook *,161,Other metallic,Met,Fe,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10222_10374,13,325.0,17,1.0,,46.59921,-66.74997,-10224_10374;-10223_10373;-10223_10374;-10223_10375;-10222_10372;-10222_10373;-10222_10374;-10222_10375;-10222_10376;-10221_10373;-10221_10374;-10221_10375;-10220_10374,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=161,
139,L0139,Clearwater Brook,162,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10221_10376,13,325.0,17,1.0,,46.60725,-66.74747,-10223_10376;-10222_10375;-10222_10376;-10222_10377;-10221_10374;-10221_10375;-10221_10376;-10221_10377;-10221_10378;-10220_10375;-10220_10376;-10220_10377;-10219_10376,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=162,
140,L0140,Rocky Brook East,163,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10203_10386,13,325.0,17,1.0,,46.65142,-66.62774,-10205_10386;-10204_10385;-10204_10386;-10204_10387;-10203_10384;-10203_10385;-10203_10386;-10203_10387;-10203_10388;-10202_10385;-10202_10386;-10202_10387;-10201_10386,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=163,
141,L0141,Taylor Brook Road,165,Other metallic,Met,"Ag, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10080_10541,13,325.0,17,1.0,,47.34697,-65.82524,-10082_10541;-10081_10540;-10081_10541;-10081_10542;-10080_10539;-10080_10540;-10080_10541;-10080_10542;-10080_10543;-10079_10540;-10079_10541;-10079_10542;-10078_10541,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=165,
142,L0142,Pabineau River 3,166,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10076_10563,13,325.0,17,1.0,,47.44808,-65.8008,-10078_10563;-10077_10562;-10077_10563;-10077_10564;-10076_10561;-10076_10562;-10076_10563;-10076_10564;-10076_10565;-10075_10562;-10075_10563;-10075_10564;-10074_10563,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=166,
143,L0143,Gordon Meadow Brook,167,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10083_10533,13,325.0,17,1.0,,47.31197,-65.84524,-10085_10533;-10084_10532;-10084_10533;-10084_10534;-10083_10531;-10083_10532;-10083_10533;-10083_10534;-10083_10535;-10082_10532;-10082_10533;-10082_10534;-10081_10533,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=167,
144,L0144,McDonough West (Trend A),168,Other metallic,Met,"Ag, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10090_10536,13,325.0,17,1.0,,47.32336,-65.89191,-10092_10536;-10091_10535;-10091_10536;-10091_10537;-10090_10534;-10090_10535;-10090_10536;-10090_10537;-10090_10538;-10089_10535;-10089_10536;-10089_10537;-10088_10536,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=168,
145,L0145,Captain West,169,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10094_10528,13,325.0,17,1.0,,47.28751,-65.91831,-10096_10528;-10095_10527;-10095_10528;-10095_10529;-10094_10526;-10094_10527;-10094_10528;-10094_10529;-10094_10530;-10093_10527;-10093_10528;-10093_10529;-10092_10528,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=169,
146,L0146,Captain North Extension,170,Other metallic,Met,"Ag, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10089_10529,13,325.0,17,1.0,,47.29558,-65.88469,-10091_10529;-10090_10528;-10090_10529;-10090_10530;-10089_10527;-10089_10528;-10089_10529;-10089_10530;-10089_10531;-10088_10528;-10088_10529;-10088_10530;-10087_10529,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=170,
147,L0147,Mcbean Brook Fluorite,171,Other metallic,Met,F,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10205_10362,13,325.0,17,1.0,,46.54225,-66.63747,-10207_10362;-10206_10361;-10206_10362;-10206_10363;-10205_10360;-10205_10361;-10205_10362;-10205_10363;-10205_10364;-10204_10361;-10204_10362;-10204_10363;-10203_10362,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=171,
148,L0148,Lower Birch Island,172,Other metallic,Met,"Ba, Fe, Mn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10194_10368,13,325.0,17,1.0,,46.56864,-66.5708,-10196_10368;-10195_10367;-10195_10368;-10195_10369;-10194_10366;-10194_10367;-10194_10368;-10194_10369;-10194_10370;-10193_10367;-10193_10368;-10193_10369;-10192_10368,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=172,
149,L0149,Sand Brook,173,Other metallic,Met,Au,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10195_10366,13,325.0,17,1.0,,46.5617,-66.57219,-10197_10366;-10196_10365;-10196_10366;-10196_10367;-10195_10364;-10195_10365;-10195_10366;-10195_10367;-10195_10368;-10194_10365;-10194_10366;-10194_10367;-10193_10366,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=173,
150,L0150,Southwest Miramichi Lead *,174,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10239_10361,13,325.0,17,1.0,,46.54003,-66.86246,-10241_10361;-10240_10360;-10240_10361;-10240_10362;-10239_10359;-10239_10360;-10239_10361;-10239_10362;-10239_10363;-10238_10360;-10238_10361;-10238_10362;-10237_10361,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=174,
151,L0151,Slate Island Brook *,175,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10242_10361,13,325.0,17,1.0,,46.53836,-66.88469,-10244_10361;-10243_10360;-10243_10361;-10243_10362;-10242_10359;-10242_10360;-10242_10361;-10242_10362;-10242_10363;-10241_10360;-10241_10361;-10241_10362;-10240_10361,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=175,
152,L0152,Mclean Brook South,176,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10241_10365,13,325.0,17,1.0,,46.55808,-66.87581,-10243_10365;-10242_10364;-10242_10365;-10242_10366;-10241_10363;-10241_10364;-10241_10365;-10241_10366;-10241_10367;-10240_10364;-10240_10365;-10240_10366;-10239_10365,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=176,
153,L0153,Southwest Miramichi East,177,Other metallic,Met,Pb,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10200_10373,13,325.0,17,1.0,,46.59503,-66.60664,-10202_10373;-10201_10372;-10201_10373;-10201_10374;-10200_10371;-10200_10372;-10200_10373;-10200_10374;-10200_10375;-10199_10372;-10199_10373;-10199_10374;-10198_10373,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=177,
154,L0154,Three Mile Lake,178,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10211_10380,13,325.0,17,1.0,,46.62447,-66.6822,-10213_10380;-10212_10379;-10212_10380;-10212_10381;-10211_10378;-10211_10379;-10211_10380;-10211_10381;-10211_10382;-10210_10379;-10210_10380;-10210_10381;-10209_10380,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=178,
155,L0155,Rocky Brook Fluorite *,179,Other metallic,Met,F,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10200_10378,13,325.0,17,1.0,,46.61447,-66.61025,-10202_10378;-10201_10377;-10201_10378;-10201_10379;-10200_10376;-10200_10377;-10200_10378;-10200_10379;-10200_10380;-10199_10377;-10199_10378;-10199_10379;-10198_10378,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=179,
156,L0156,Sisters Mountain,180,Other metallic,Met,"Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10207_10376,13,325.0,17,1.0,,46.60698,-66.65497,-10209_10376;-10208_10375;-10208_10376;-10208_10377;-10207_10374;-10207_10375;-10207_10376;-10207_10377;-10207_10378;-10206_10375;-10206_10376;-10206_10377;-10205_10376,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=180,
157,L0157,Dicks Island,181,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10060_10565,13,325.0,17,1.0,,47.45405,-65.69493,-10062_10565;-10061_10564;-10061_10565;-10061_10566;-10060_10563;-10060_10564;-10060_10565;-10060_10566;-10060_10567;-10059_10564;-10059_10565;-10059_10566;-10058_10565,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=181,
158,L0158,Sugary Brook,182,Other metallic,Met,Mo,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10067_10575,13,325.0,17,1.0,,47.49919,-65.73857,-10069_10575;-10068_10574;-10068_10575;-10068_10576;-10067_10573;-10067_10574;-10067_10575;-10067_10576;-10067_10577;-10066_10574;-10066_10575;-10066_10576;-10065_10575,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=182,
159,L0159,Portage River UDD &quot;I&quot;,183,Other metallic,Met,Zn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10079_10531,13,325.0,17,1.0,,47.30058,-65.8208,-10081_10531;-10080_10530;-10080_10531;-10080_10532;-10079_10529;-10079_10530;-10079_10531;-10079_10532;-10079_10533;-10078_10530;-10078_10531;-10078_10532;-10077_10531,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=183,
160,L0160,Nepisiguit Brook North,184,Other metallic,Met,Zn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10094_10543,13,325.0,17,1.0,,47.35586,-65.91719,-10096_10543;-10095_10542;-10095_10543;-10095_10544;-10094_10541;-10094_10542;-10094_10543;-10094_10544;-10094_10545;-10093_10542;-10093_10543;-10093_10544;-10092_10543,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=184,
161,L0161,Nepisiguit Brook,185,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10089_10540,13,325.0,17,1.0,,47.34391,-65.88135,-10091_10540;-10090_10539;-10090_10540;-10090_10541;-10089_10538;-10089_10539;-10089_10540;-10089_10541;-10089_10542;-10088_10539;-10088_10540;-10088_10541;-10087_10540,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=185,
162,L0162,Flat Landing Brook East,186,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10085_10552,13,325.0,17,1.0,,47.39641,-65.85663,-10087_10552;-10086_10551;-10086_10552;-10086_10553;-10085_10550;-10085_10551;-10085_10552;-10085_10553;-10085_10554;-10084_10551;-10084_10552;-10084_10553;-10083_10552,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=186,
163,L0163,Falls Brook East,187,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10197_10372,13,325.0,17,1.0,,46.59031,-66.58496,-10199_10372;-10198_10371;-10198_10372;-10198_10373;-10197_10370;-10197_10371;-10197_10372;-10197_10373;-10197_10374;-10196_10371;-10196_10372;-10196_10373;-10195_10372,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=187,
164,L0164,Brummagen Brook Bog,188,Other metallic,Met,Mn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10305_10328,13,325.0,17,1.0,,46.39003,-67.29386,-10307_10328;-10306_10327;-10306_10328;-10306_10329;-10305_10326;-10305_10327;-10305_10328;-10305_10329;-10305_10330;-10304_10327;-10304_10328;-10304_10329;-10303_10328,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=188,
165,L0165,Coldstream,189,Other metallic,Met,Sb,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10330_10320,13,325.0,17,1.0,,46.35531,-67.45553,-10332_10320;-10331_10319;-10331_10320;-10331_10321;-10330_10318;-10330_10319;-10330_10320;-10330_10321;-10330_10322;-10329_10319;-10329_10320;-10329_10321;-10328_10320,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=189,
166,L0166,Tompkins Prospect *,190,Other metallic,Met,"Fe, Mn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10336_10309,13,325.0,17,1.0,,46.30614,-67.49302,-10338_10309;-10337_10308;-10337_10309;-10337_10310;-10336_10307;-10336_10308;-10336_10309;-10336_10310;-10336_10311;-10335_10308;-10335_10309;-10335_10310;-10334_10309,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=190,
167,L0167,Glassville *,191,Other metallic,Met,"Fe, Mn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10325_10348,13,325.0,17,1.0,,46.47864,-67.42386,-10327_10348;-10326_10347;-10326_10348;-10326_10349;-10325_10346;-10325_10347;-10325_10348;-10325_10349;-10325_10350;-10324_10347;-10324_10348;-10324_10349;-10323_10348,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=191,
168,L0168,MacIntosh Brook,192,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10302_10320,13,325.0,17,1.0,,46.35335,-67.27636,-10304_10320;-10303_10319;-10303_10320;-10303_10321;-10302_10318;-10302_10319;-10302_10320;-10302_10321;-10302_10322;-10301_10319;-10301_10320;-10301_10321;-10300_10320,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=192,
169,L0169,South Renous River,193,Other metallic,Met,U,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10145_10404,13,325.0,17,1.0,,46.73144,-66.24997,-10147_10404;-10146_10403;-10146_10404;-10146_10405;-10145_10402;-10145_10403;-10145_10404;-10145_10405;-10145_10406;-10144_10403;-10144_10404;-10144_10405;-10143_10404,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=193,
170,L0170,Doaktown Bog Mn,194,Other metallic,Met,Mn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10128_10364,13,325.0,17,1.0,,46.55059,-66.13747,-10130_10364;-10129_10363;-10129_10364;-10129_10365;-10128_10362;-10128_10363;-10128_10364;-10128_10365;-10128_10366;-10127_10363;-10127_10364;-10127_10365;-10126_10364,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=194,
171,L0171,Clearwater Bog Iron &quot;I&quot;,195,Other metallic,Met,Fe,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10183_10323,13,325.0,17,1.0,,46.36671,-66.49997,-10185_10323;-10184_10322;-10184_10323;-10184_10324;-10183_10321;-10183_10322;-10183_10323;-10183_10324;-10183_10325;-10182_10322;-10182_10323;-10182_10324;-10181_10323,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=195,
172,L0172,New Bandon,196,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10006_10630,13,325.0,17,1.0,,47.74781,-65.33913,-10008_10630;-10007_10629;-10007_10630;-10007_10631;-10006_10628;-10006_10629;-10006_10630;-10006_10631;-10006_10632;-10005_10629;-10005_10630;-10005_10631;-10004_10630,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=196,
173,L0173,Stonehaven,197,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10009_10631,13,325.0,17,1.0,,47.75196,-65.36246,-10011_10631;-10010_10630;-10010_10631;-10010_10632;-10009_10629;-10009_10630;-10009_10631;-10009_10632;-10009_10633;-10008_10630;-10008_10631;-10008_10632;-10007_10631,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=197,
