rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,lat,lon,cell_ids,minfile_url,capsule
1,L0001,New Horton,1,Other metallic,Met,"Ag, Cu",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9910_10171,13,325.0,17,1.0,,45.68611,-64.71302,-9912_10171;-9911_10170;-9911_10171;-9911_10172;-9910_10169;-9910_10170;-9910_10171;-9910_10172;-9910_10173;-9909_10170;-9909_10171;-9909_10172;-9908_10171,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=1,
2,L0002,Quaco Head Manganese &quot;I&quot;,2,Other metallic,Met,Mn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10036_10091,13,325.0,17,1.0,,45.3264,-65.53802,-10038_10091;-10037_10090;-10037_10091;-10037_10092;-10036_10089;-10036_10090;-10036_10091;-10036_10092;-10036_10093;-10035_10090;-10035_10091;-10035_10092;-10034_10091,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=2,
3,L0003,Big Salmon River,3,Other metallic,Met,Au,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10015_10112,13,325.0,17,1.0,,45.41948,-65.40218,-10017_10112;-10016_10111;-10016_10112;-10016_10113;-10015_10110;-10015_10111;-10015_10112;-10015_10113;-10015_10114;-10014_10111;-10014_10112;-10014_10113;-10013_10112,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=3,
4,L0004,Quispamsis,4,Other metallic,Met,"Ag, Au, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10101_10113,13,325.0,17,1.0,,45.42362,-65.95802,-10103_10113;-10102_10112;-10102_10113;-10102_10114;-10101_10111;-10101_10112;-10101_10113;-10101_10114;-10101_10115;-10100_10112;-10100_10113;-10100_10114;-10099_10113,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=4,
5,L0005,Armstrong Brook,5,Other metallic,Met,Au,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10082_10076,13,325.0,17,1.0,,45.25751,-65.83636,-10084_10076;-10083_10075;-10083_10076;-10083_10077;-10082_10074;-10082_10075;-10082_10076;-10082_10077;-10082_10078;-10081_10075;-10081_10076;-10081_10077;-10080_10076,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=5,
6,L0006,Lake George Tungsten,6,Other metallic,Met,W,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10266_10210,13,325.0,17,1.0,,45.86251,-67.04081,-10268_10210;-10267_10209;-10267_10210;-10267_10211;-10266_10208;-10266_10209;-10266_10210;-10266_10211;-10266_10212;-10265_10209;-10265_10210;-10265_10211;-10264_10210,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=6,
7,L0007,Lake George Antimony,7,Other metallic,Met,"Au, Sb",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10265_10207,13,325.0,17,1.0,,45.84944,-67.03524,-10267_10207;-10266_10206;-10266_10207;-10266_10208;-10265_10205;-10265_10206;-10265_10207;-10265_10208;-10265_10209;-10264_10206;-10264_10207;-10264_10208;-10263_10207,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=7,
8,L0008,Shin Creek,8,Other metallic,Met,"Ag, Mo, W",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10204_10141,13,325.0,17,1.0,,45.55224,-66.63358,-10206_10141;-10205_10140;-10205_10141;-10205_10142;-10204_10139;-10204_10140;-10204_10141;-10204_10142;-10204_10143;-10203_10140;-10203_10141;-10203_10142;-10202_10141,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=8,
9,L0009,Sinclair Hill,9,Other metallic,Met,"Ag, Au, Cu",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9942_10159,13,325.0,17,1.0,,45.63113,-64.92275,-9944_10159;-9943_10158;-9943_10159;-9943_10160;-9942_10157;-9942_10158;-9942_10159;-9942_10160;-9942_10161;-9941_10158;-9941_10159;-9941_10160;-9940_10159,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=9,
10,L0010,Pender Brook,10,Other metallic,Met,Sb,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10154_10147,13,325.0,17,1.0,,45.57888,-66.30664,-10156_10147;-10155_10146;-10155_10147;-10155_10148;-10154_10145;-10154_10146;-10154_10147;-10154_10148;-10154_10149;-10153_10146;-10153_10147;-10153_10148;-10152_10147,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=10,
11,L0011,Evandale Stock *,11,Other metallic,Met,"Ag, Au, Cu",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10122_10149,13,325.0,17,1.0,,45.58501,-66.09691,-10124_10149;-10123_10148;-10123_10149;-10123_10150;-10122_10147;-10122_10148;-10122_10149;-10122_10150;-10122_10151;-10121_10148;-10121_10149;-10121_10150;-10120_10149,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=11,
12,L0012,Johnson Croft,12,Other metallic,Met,"Ag, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10131_10128,13,325.0,17,1.0,,45.49222,-66.15829,-10133_10128;-10132_10127;-10132_10128;-10132_10129;-10131_10126;-10131_10127;-10131_10128;-10131_10129;-10131_10130;-10130_10127;-10130_10128;-10130_10129;-10129_10128,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=12,
13,L0013,Shaft,13,Other metallic,Met,"Ag, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10093_10613,13,325.0,17,1.0,,47.67266,-65.91105,-10095_10613;-10094_10612;-10094_10613;-10094_10614;-10093_10611;-10093_10612;-10093_10613;-10093_10614;-10093_10615;-10092_10612;-10092_10613;-10092_10614;-10091_10613,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=13,
14,L0014,Key Anacon,14,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10061_10561,13,325.0,17,1.0,,47.43555,-65.69774,-10063_10561;-10062_10560;-10062_10561;-10062_10562;-10061_10559;-10061_10560;-10061_10561;-10061_10562;-10061_10563;-10060_10560;-10060_10561;-10060_10562;-10059_10561,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=14,
15,L0015,Madran,15,Other metallic,Met,"Ag, Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10084_10639,13,325.0,17,1.0,,47.79002,-65.85135,-10086_10639;-10085_10638;-10085_10639;-10085_10640;-10084_10637;-10084_10638;-10084_10639;-10084_10640;-10084_10641;-10083_10638;-10083_10639;-10083_10640;-10082_10639,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=15,
16,L0016,Turgeon,16,Other metallic,Met,"Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10088_10659,13,325.0,17,1.0,,47.87583,-65.8788,-10090_10659;-10089_10658;-10089_10659;-10089_10660;-10088_10657;-10088_10658;-10088_10659;-10088_10660;-10088_10661;-10087_10658;-10087_10659;-10087_10660;-10086_10659,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=16,
17,L0017,Upper New River &quot;I&quot;,17,Other metallic,Met,Mo,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10206_10085,13,325.0,17,1.0,,45.29809,-66.64525,-10208_10085;-10207_10084;-10207_10085;-10207_10086;-10206_10083;-10206_10084;-10206_10085;-10206_10086;-10206_10087;-10205_10084;-10205_10085;-10205_10086;-10204_10085,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=17,
18,L0018,Disappointment Lake *,18,Other metallic,Met,"F, Sn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10196_10097,13,325.0,17,1.0,,45.35473,-66.58385,-10198_10097;-10197_10096;-10197_10097;-10197_10098;-10196_10095;-10196_10096;-10196_10097;-10196_10098;-10196_10099;-10195_10096;-10195_10097;-10195_10098;-10194_10097,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=18,
19,L0019,Wheal Louisiana Mine *,19,Other metallic,Met,"Co, Cu, Ni",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10242_10031,13,325.0,17,1.0,,45.0575,-66.88053,-10244_10031;-10243_10030;-10243_10031;-10243_10032;-10242_10029;-10242_10030;-10242_10031;-10242_10032;-10242_10033;-10241_10030;-10241_10031;-10241_10032;-10240_10031,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=19,
20,L0020,Jake Lee Brook,20,Other metallic,Met,Zn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10204_10068,13,325.0,17,1.0,,45.22445,-66.63553,-10206_10068;-10205_10067;-10205_10068;-10205_10069;-10204_10066;-10204_10067;-10204_10068;-10204_10069;-10204_10070;-10203_10067;-10203_10068;-10203_10069;-10202_10068,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=20,
21,L0021,Jack Lake North,25,Other metallic,Met,"Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10081_10185,13,325.0,17,1.0,,45.74919,-65.83247,-10083_10185;-10082_10184;-10082_10185;-10082_10186;-10081_10183;-10081_10184;-10081_10185;-10081_10186;-10081_10187;-10080_10184;-10080_10185;-10080_10186;-10079_10185,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=25,
22,L0022,Wards Creek *,26,Other metallic,Met,"P, U",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10038_10162,13,325.0,17,1.0,,45.64444,-65.54663,-10040_10162;-10039_10161;-10039_10162;-10039_10163;-10038_10160;-10038_10161;-10038_10162;-10038_10163;-10038_10164;-10037_10161;-10037_10162;-10037_10163;-10036_10162,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=26,
23,L0023,Peekaboo Corner *,27,Other metallic,Met,"Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10064_10164,13,325.0,17,1.0,,45.65473,-65.71941,-10066_10164;-10065_10163;-10065_10164;-10065_10165;-10064_10162;-10064_10163;-10064_10164;-10064_10165;-10064_10166;-10063_10163;-10063_10164;-10063_10165;-10062_10164,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=27,
24,L0024,Cedar Camp,28,Other metallic,Met,"Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10004_10177,13,325.0,17,1.0,,45.71305,-65.33025,-10006_10177;-10005_10176;-10005_10177;-10005_10178;-10004_10175;-10004_10176;-10004_10177;-10004_10178;-10004_10179;-10003_10176;-10003_10177;-10003_10178;-10002_10177,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=28,
25,L0025,Goose Creek - Gordon *,29,Other metallic,Met,"Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9982_10147,13,325.0,17,1.0,,45.57584,-65.18608,-9984_10147;-9983_10146;-9983_10147;-9983_10148;-9982_10145;-9982_10146;-9982_10147;-9982_10148;-9982_10149;-9981_10146;-9981_10147;-9981_10148;-9980_10147,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=29,
26,L0026,Teahan Mine,30,Other metallic,Met,"Ag, Cu, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9952_10178,13,325.0,17,1.0,,45.71612,-64.9883,-9954_10178;-9953_10177;-9953_10178;-9953_10179;-9952_10176;-9952_10177;-9952_10178;-9952_10179;-9952_10180;-9951_10177;-9951_10178;-9951_10179;-9950_10178,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=30,
27,L0027,Sloop Cove,31,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10241_9949,13,325.0,17,1.0,,44.68722,-66.87302,-10243_9949;-10242_9948;-10242_9949;-10242_9950;-10241_9947;-10241_9948;-10241_9949;-10241_9950;-10241_9951;-10240_9948;-10240_9949;-10240_9950;-10239_9949,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=31,
28,L0028,Taylors Island,32,Other metallic,Met,Au,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10126_10068,13,325.0,17,1.0,,45.22336,-66.12747,-10128_10068;-10127_10067;-10127_10068;-10127_10069;-10126_10066;-10126_10067;-10126_10068;-10126_10069;-10126_10070;-10125_10067;-10125_10068;-10125_10069;-10124_10068,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=32,
29,L0029,Scott Falls Dam #1,33,Other metallic,Met,"Ag, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10161_10059,13,325.0,17,1.0,,45.18306,-66.35107,-10163_10059;-10162_10058;-10162_10059;-10162_10060;-10161_10057;-10161_10058;-10161_10059;-10161_10060;-10161_10061;-10160_10058;-10160_10059;-10160_10060;-10159_10059,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=33,
30,L0030,Scott Falls Dam #2,34,Other metallic,Met,Mo,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10161_10059,13,325.0,17,1.0,,45.185,-66.35442,-10163_10059;-10162_10058;-10162_10059;-10162_10060;-10161_10057;-10161_10058;-10161_10059;-10161_10060;-10161_10061;-10160_10058;-10160_10059;-10160_10060;-10159_10059,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=34,
31,L0031,Cape Spencer Mine,35,Other metallic,Met,Au,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10093_10062,13,325.0,17,1.0,,45.19833,-65.91163,-10095_10062;-10094_10061;-10094_10062;-10094_10063;-10093_10060;-10093_10061;-10093_10062;-10093_10063;-10093_10064;-10092_10061;-10092_10062;-10092_10063;-10091_10062,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=35,
32,L0032,Goshen Copper *,36,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9980_10190,13,325.0,17,1.0,,45.77334,-65.17053,-9982_10190;-9981_10189;-9981_10190;-9981_10191;-9980_10188;-9980_10189;-9980_10190;-9980_10191;-9980_10192;-9979_10189;-9979_10190;-9979_10191;-9978_10190,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=36,
33,L0033,Dipper Harbour - Anthonian,37,Other metallic,Met,"Ag, Au",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10168_10041,13,325.0,17,1.0,,45.10085,-66.39635,-10170_10041;-10169_10040;-10169_10041;-10169_10042;-10168_10039;-10168_10040;-10168_10041;-10168_10042;-10168_10043;-10167_10040;-10167_10041;-10167_10042;-10166_10041,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=37,
34,L0034,Red Head Harbour *,38,Other metallic,Met,"Ag, Cu",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10199_10042,13,325.0,17,1.0,,45.10751,-66.60247,-10201_10042;-10200_10041;-10200_10042;-10200_10043;-10199_10040;-10199_10041;-10199_10042;-10199_10043;-10199_10044;-10198_10041;-10198_10042;-10198_10043;-10197_10042,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=38,
35,L0035,St. Stephen Ni - Rogers Farm,39,Other metallic,Met,"Cu, Ni",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10306_10068,13,325.0,17,1.0,,45.2222,-67.30276,-10308_10068;-10307_10067;-10307_10068;-10307_10069;-10306_10066;-10306_10067;-10306_10068;-10306_10069;-10306_10070;-10305_10067;-10305_10068;-10305_10069;-10304_10068,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=39,
36,L0036,Coverdale River &quot;I&quot;,40,Other metallic,Met,Au,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9956_10189,13,325.0,17,1.0,,45.76641,-65.01552,-9958_10189;-9957_10188;-9957_10189;-9957_10190;-9956_10187;-9956_10188;-9956_10189;-9956_10190;-9956_10191;-9955_10188;-9955_10189;-9955_10190;-9954_10189,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=40,
37,L0037,Jordan Mountain Copper,41,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10029_10202,13,325.0,17,1.0,,45.82642,-65.49358,-10031_10202;-10030_10201;-10030_10202;-10030_10203;-10029_10200;-10029_10201;-10029_10202;-10029_10203;-10029_10204;-10028_10201;-10028_10202;-10028_10203;-10027_10202,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=41,
38,L0038,St. Stephen Ni - C Zone,42,Other metallic,Met,"Cu, Ni",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10306_10065,13,325.0,17,1.0,,45.21004,-67.29859,-10308_10065;-10307_10064;-10307_10065;-10307_10066;-10306_10063;-10306_10064;-10306_10065;-10306_10066;-10306_10067;-10305_10064;-10305_10065;-10305_10066;-10304_10065,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=42,
39,L0039,St. Stephen Ni - Hall-Carroll,43,Other metallic,Met,"Cu, Ni",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10305_10067,13,325.0,17,1.0,,45.21809,-67.29497,-10307_10067;-10306_10066;-10306_10067;-10306_10068;-10305_10065;-10305_10066;-10305_10067;-10305_10068;-10305_10069;-10304_10066;-10304_10067;-10304_10068;-10303_10067,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=43,
40,L0040,Mount Pleasant - Fire Tower Zone,44,Other metallic,Met,"As, Bi, Cu, In, Mo, Sn, W, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10231_10114,13,325.0,17,1.0,,45.4317,-66.81302,-10233_10114;-10232_10113;-10232_10114;-10232_10115;-10231_10112;-10231_10113;-10231_10114;-10231_10115;-10231_10116;-10230_10113;-10230_10114;-10230_10115;-10229_10114,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=44,
41,L0041,Burnthill Tungsten,45,Other metallic,Met,"Mo, Sn, W",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10232_10367,13,325.0,17,1.0,,46.56723,-66.81386,-10234_10367;-10233_10366;-10233_10367;-10233_10368;-10232_10365;-10232_10366;-10232_10367;-10232_10368;-10232_10369;-10231_10366;-10231_10367;-10231_10368;-10230_10367,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=45,
42,L0042,Flat Landing Brook,46,Other metallic,Met,"Ag, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10088_10548,13,325.0,17,1.0,,47.38114,-65.87607,-10090_10548;-10089_10547;-10089_10548;-10089_10549;-10088_10546;-10088_10547;-10088_10548;-10088_10549;-10088_10550;-10087_10547;-10087_10548;-10087_10549;-10086_10548,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=46,
43,L0043,Nicholas Denys 1,47,Other metallic,Met,"Cu, Mo",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10092_10624,13,325.0,17,1.0,,47.7214,-65.90063,-10094_10624;-10093_10623;-10093_10624;-10093_10625;-10092_10622;-10092_10623;-10092_10624;-10092_10625;-10092_10626;-10091_10623;-10091_10624;-10091_10625;-10090_10624,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=47,
44,L0044,Manzer Giberson,48,Other metallic,Met,,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10288_10582,13,325.0,17,1.0,,47.53281,-67.18524,-10290_10582;-10289_10581;-10289_10582;-10289_10583;-10288_10580;-10288_10581;-10288_10582;-10288_10583;-10288_10584;-10287_10581;-10287_10582;-10287_10583;-10286_10582,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=48,
45,L0045,Tetagouche Falls,49,Other metallic,Met,Mn,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10080_10601,13,325.0,17,1.0,,47.61694,-65.82501,-10082_10601;-10081_10600;-10081_10601;-10081_10602;-10080_10599;-10080_10600;-10080_10601;-10080_10602;-10080_10603;-10079_10600;-10079_10601;-10079_10602;-10078_10601,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=49,
46,L0046,Bathurst Copper &quot;I&quot;,51,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10055_10588,13,325.0,17,1.0,,47.55974,-65.65969,-10057_10588;-10056_10587;-10056_10588;-10056_10589;-10055_10586;-10055_10587;-10055_10588;-10055_10589;-10055_10590;-10054_10587;-10054_10588;-10054_10589;-10053_10588,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=51,
47,L0047,Knights Brook,53,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10077_10559,13,325.0,17,1.0,,47.42863,-65.80441,-10079_10559;-10078_10558;-10078_10559;-10078_10560;-10077_10557;-10077_10558;-10077_10559;-10077_10560;-10077_10561;-10076_10558;-10076_10559;-10076_10560;-10075_10559,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=53,
48,L0048,Brunswick No. 12,54,Other metallic,Met,"Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10090_10570,13,325.0,17,1.0,,47.47889,-65.89218,-10092_10570;-10091_10569;-10091_10570;-10091_10571;-10090_10568;-10090_10569;-10090_10570;-10090_10571;-10090_10572;-10089_10569;-10089_10570;-10089_10571;-10088_10570,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=54,
49,L0049,Benjamin River South A,55,Other metallic,Met,"Cu, Mo",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10161_10646,13,325.0,17,1.0,,47.82002,-66.34997,-10163_10646;-10162_10645;-10162_10646;-10162_10647;-10161_10644;-10161_10645;-10161_10646;-10161_10647;-10161_10648;-10160_10645;-10160_10646;-10160_10647;-10159_10646,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=55,
50,L0050,Lumsden,56,Other metallic,Met,"Ag, Au, Cu, Pb, Zn",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9930_10196,13,325.0,17,1.0,,45.79642,-64.84664,-9932_10196;-9931_10195;-9931_10196;-9931_10197;-9930_10194;-9930_10195;-9930_10196;-9930_10197;-9930_10198;-9929_10195;-9929_10196;-9929_10197;-9928_10196,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=56,
51,L0051,Taylor Village,57,Other metallic,Met,Ti,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9885_10227,13,325.0,17,1.0,,45.93834,-64.55385,-9887_10227;-9886_10226;-9886_10227;-9886_10228;-9885_10225;-9885_10226;-9885_10227;-9885_10228;-9885_10229;-9884_10226;-9884_10227;-9884_10228;-9883_10227,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=57,
52,L0052,Quisibis Mountain,58,Other metallic,Met,Cu,Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-10408_10558,13,325.0,17,1.0,,47.42337,-67.96913,-10410_10558;-10409_10557;-10409_10558;-10409_10559;-10408_10556;-10408_10557;-10408_10558;-10408_10559;-10408_10560;-10407_10557;-10407_10558;-10407_10559;-10406_10558,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=58,
53,L0053,Shippegan Island,59,Other metallic,Met,"Cu, U",Occurrence,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Occurrence (Met). Deposit itself unclaimed.,,-9897_10626,13,325.0,17,1.0,,47.72836,-64.63052,-9899_10626;-9898_10625;-9898_10626;-9898_10627;-9897_10624;-9897_10625;-9897_10626;-9897_10627;-9897_10628;-9896_10625;-9896_10626;-9896_10627;-9895_10626,http://dnr-mrn.gnb.ca/MineralOccurrence/default.aspx?componentID=5&urn=59,
