rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
1,L0001,North Rankin Nickel Mine,055KNE0083,Nickel,Ni-Cu-Pt-Pd,"Nickel, Copper, Platinum, Palladium",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ni-Cu-Pt-Pd). Deposit itself unclaimed.,,-8181_13984,13,325.0,35,1.0,,,62.8144,-92.0779,-8183_13984;-8182_13983;-8182_13984;-8182_13985;-8181_13982;-8181_13983;-8181_13984;-8181_13985;-8181_13986;-8180_13983;-8180_13984;-8180_13985;-8179_13984,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055KNE0083,
2,L0002,Nanisivik Mine - Main Ore Zone,048CSE0002,Zinc,Zn-Pb-Ag-Met,"Zinc, Lead, Silver, Cd, Copper",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Zn-Pb-Ag-Met). Deposit itself unclaimed.,,-7507_16261,13,325.0,35,1.0,,,73.041,-84.4947,-7509_16261;-7508_16260;-7508_16261;-7508_16262;-7507_16259;-7507_16260;-7507_16261;-7507_16262;-7507_16263;-7506_16260;-7506_16261;-7506_16262;-7505_16261,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=048CSE0002,
3,L0003,Nanisivik Mine - K-Baseline Zone,048CSE0007,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Zn-Pb-Ag). Deposit itself unclaimed.,,-7499_16261,13,325.0,35,1.0,,,73.0414,-84.4092,-7501_16261;-7500_16260;-7500_16261;-7500_16262;-7499_16259;-7499_16260;-7499_16261;-7499_16262;-7499_16263;-7498_16260;-7498_16261;-7498_16262;-7497_16261,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=048CSE0007,
4,L0004,Nanisivik Mine - Ocean View Zone,048CSE0004,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Zn-Pb-Ag). Deposit itself unclaimed.,,-7497_16263,13,325.0,35,1.0,,,73.0463,-84.3865,-7499_16263;-7498_16262;-7498_16263;-7498_16264;-7497_16261;-7497_16262;-7497_16263;-7497_16264;-7497_16265;-7496_16262;-7496_16263;-7496_16264;-7495_16263,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=048CSE0004,
5,L0005,Nanisivik Mine - Area 14 Zone,048CSE0005,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Zn-Pb-Ag). Deposit itself unclaimed.,,-7500_16259,13,325.0,35,1.0,,,73.029,-84.4113,-7502_16259;-7501_16258;-7501_16259;-7501_16260;-7500_16257;-7500_16258;-7500_16259;-7500_16260;-7500_16261;-7499_16258;-7499_16259;-7499_16260;-7498_16259,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=048CSE0005,
6,L0006,Nanisivik Mine - Shale Hill Zone,048CSE0006,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Zn-Pb-Ag). Deposit itself unclaimed.,,-7504_16263,13,325.0,35,1.0,,,73.0478,-84.4639,-7506_16263;-7505_16262;-7505_16263;-7505_16264;-7504_16261;-7504_16262;-7504_16263;-7504_16264;-7504_16265;-7503_16262;-7503_16263;-7503_16264;-7502_16263,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=048CSE0006,
7,L0007,Rankin Inlet Mine,055KNE0145,Nickel,Ni-Cu-Pt-Pd,"Nickel, Copper, Platinum, Palladium",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ni-Cu-Pt-Pd). Deposit itself unclaimed.,,-8181_13984,13,325.0,35,1.0,,,62.8131,-92.0777,-8183_13984;-8182_13983;-8182_13984;-8182_13985;-8181_13982;-8181_13983;-8181_13984;-8181_13985;-8181_13986;-8180_13983;-8180_13984;-8180_13985;-8179_13984,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055KNE0145,
8,L0008,Polaris,068HSE0003,Zinc,Zn-Pb,"Zinc, Lead",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Zn-Pb). Deposit itself unclaimed.,,-8611_16786,13,325.0,35,1.0,,,75.3989,-96.9253,-8613_16786;-8612_16785;-8612_16786;-8612_16787;-8611_16784;-8611_16785;-8611_16786;-8611_16787;-8611_16788;-8610_16785;-8610_16786;-8610_16787;-8609_16786,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=068HSE0003,
9,L0009,Cullaton Mine,065GSE0016,Gold,Au-Ag-Met-Cu,"Gold, Silver, As, Copper",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag-Met-Cu). Deposit itself unclaimed.,,-8751_13640,13,325.0,35,1.0,,,61.2669,-98.4991,-8753_13640;-8752_13639;-8752_13640;-8752_13641;-8751_13638;-8751_13639;-8751_13640;-8751_13641;-8751_13642;-8750_13639;-8750_13640;-8750_13641;-8749_13640,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=065GSE0016,
10,L0010,Roberts Lake Silver,077ASW0004,Silver,Ag-Cu-Pb-Zn,"Silver, Copper, Lead, Zinc",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Ag-Cu-Pb-Zn). Deposit itself unclaimed.,,-9466_15180,13,325.0,35,1.0,,,68.1833,-106.5458,-9468_15180;-9467_15179;-9467_15180;-9467_15181;-9466_15178;-9466_15179;-9466_15180;-9466_15181;-9466_15182;-9465_15179;-9465_15180;-9465_15181;-9464_15180,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=077ASW0004,
11,L0011,Lupin Mine,076ENW0017,Gold,Au-Ag,"Gold, Silver",Past Producer Care and Maintnc,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer Care and Maintnc (Au-Ag). Deposit itself unclaimed.,,-9882_14641,13,325.0,35,1.0,,,65.7647,-111.225,-9884_14641;-9883_14640;-9883_14641;-9883_14642;-9882_14639;-9882_14640;-9882_14641;-9882_14642;-9882_14643;-9881_14640;-9881_14641;-9881_14642;-9880_14641,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=076ENW0017,
12,L0012,Shear Lake,065GSE0009,Gold,Au-Ag,"Gold, Silver",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Au-Ag). Deposit itself unclaimed.,,-8751_13649,13,325.0,35,1.0,,,61.3057,-98.5033,-8753_13649;-8752_13648;-8752_13649;-8752_13650;-8751_13647;-8751_13648;-8751_13649;-8751_13650;-8751_13651;-8750_13648;-8750_13649;-8750_13650;-8749_13649,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=065GSE0009,
13,L0013,steve test,016LSE0001,Other metallic,Met,nan,Minor Past Producer Renewed Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Minor Past Producer Renewed Exploration (Met). Deposit itself unclaimed.,,-5531_13860,13,325.0,30,1.0,,,62.2542,-62.2542,-5533_13860;-5532_13859;-5532_13860;-5532_13861;-5531_13858;-5531_13859;-5531_13860;-5531_13861;-5531_13862;-5530_13859;-5530_13860;-5530_13861;-5529_13860,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=016LSE0001,
14,L0014,Eqe Bay Iron Zone #4,037CNE0006,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-6827_15512,13,325.0,19,1.0,,,69.674,-76.8459,-6829_15512;-6828_15511;-6828_15512;-6828_15513;-6827_15510;-6827_15511;-6827_15512;-6827_15513;-6827_15514;-6826_15511;-6826_15512;-6826_15513;-6825_15512,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037CNE0006,
15,L0015,Mary River - No. 3a Deposit,037GSW0009,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7026_15878,13,325.0,19,1.0,,,71.3188,-79.0811,-7028_15878;-7027_15877;-7027_15878;-7027_15879;-7026_15876;-7026_15877;-7026_15878;-7026_15879;-7026_15880;-7025_15877;-7025_15878;-7025_15879;-7024_15878,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037GSW0009,
16,L0016,Eqe Bay Iron Zone #5,037CNE0007,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-6830_15510,13,325.0,19,1.0,,,69.6667,-76.875,-6832_15510;-6831_15509;-6831_15510;-6831_15511;-6830_15508;-6830_15509;-6830_15510;-6830_15511;-6830_15512;-6829_15509;-6829_15510;-6829_15511;-6828_15510,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037CNE0007,
17,L0017,Eqe Bay Iron Zone #6,037CNE0008,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-6826_15510,13,325.0,19,1.0,,,69.6659,-76.8251,-6828_15510;-6827_15509;-6827_15510;-6827_15511;-6826_15508;-6826_15509;-6826_15510;-6826_15511;-6826_15512;-6825_15509;-6825_15510;-6825_15511;-6824_15510,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037CNE0008,
18,L0018,Eqe Bay Iron Zone #7,037CNE0009,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-6834_15512,13,325.0,19,1.0,,,69.6766,-76.9245,-6836_15512;-6835_15511;-6835_15512;-6835_15513;-6834_15510;-6834_15511;-6834_15512;-6834_15513;-6834_15514;-6833_15511;-6833_15512;-6833_15513;-6832_15512,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037CNE0009,
19,L0019,Eqe Bay,037CNE0010,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-6824_15512,13,325.0,19,1.0,,,69.6733,-76.8056,-6826_15512;-6825_15511;-6825_15512;-6825_15513;-6824_15510;-6824_15511;-6824_15512;-6824_15513;-6824_15514;-6823_15511;-6823_15512;-6823_15513;-6822_15512,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037CNE0010,
20,L0020,Mary River - No. 1 Deposit,037GSW0002,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7040_15879,13,325.0,19,1.0,,,71.3238,-79.2416,-7042_15879;-7041_15878;-7041_15879;-7041_15880;-7040_15877;-7040_15878;-7040_15879;-7040_15880;-7040_15881;-7039_15878;-7039_15879;-7039_15880;-7038_15879,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037GSW0002,
21,L0021,Mary River - No. 2 Deposit,037GSW0007,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7031_15879,13,325.0,19,1.0,,,71.3225,-79.1327,-7033_15879;-7032_15878;-7032_15879;-7032_15880;-7031_15877;-7031_15878;-7031_15879;-7031_15880;-7031_15881;-7030_15878;-7030_15879;-7030_15880;-7029_15879,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037GSW0007,
22,L0022,Mary River - No. 3 Deposit,037GSW0008,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7030_15877,13,325.0,19,1.0,,,71.3168,-79.1287,-7032_15877;-7031_15876;-7031_15877;-7031_15878;-7030_15875;-7030_15876;-7030_15877;-7030_15878;-7030_15879;-7029_15876;-7029_15877;-7029_15878;-7028_15877,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037GSW0008,
23,L0023,Borealis - 1,047BSE0001,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7596_15188,13,325.0,19,1.0,,,68.2185,-85.4945,-7598_15188;-7597_15187;-7597_15188;-7597_15189;-7596_15186;-7596_15187;-7596_15188;-7596_15189;-7596_15190;-7595_15187;-7595_15188;-7595_15189;-7594_15188,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0001,
24,L0024,Area 'D',047ASW0009,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7372_15221,13,325.0,19,1.0,,,68.3702,-82.9762,-7374_15221;-7373_15220;-7373_15221;-7373_15222;-7372_15219;-7372_15220;-7372_15221;-7372_15222;-7372_15223;-7371_15220;-7371_15221;-7371_15222;-7370_15221,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047ASW0009,
25,L0025,Area 'C',047ASW0008,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7355_15235,13,325.0,19,1.0,,,68.4328,-82.7862,-7357_15235;-7356_15234;-7356_15235;-7356_15236;-7355_15233;-7355_15234;-7355_15235;-7355_15236;-7355_15237;-7354_15234;-7354_15235;-7354_15236;-7353_15235,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047ASW0008,
26,L0026,Area 'E',047ASW0007,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7409_15175,13,325.0,19,1.0,,,68.1631,-83.3885,-7411_15175;-7410_15174;-7410_15175;-7410_15176;-7409_15173;-7409_15174;-7409_15175;-7409_15176;-7409_15177;-7408_15174;-7408_15175;-7408_15176;-7407_15175,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047ASW0007,
27,L0027,Area 'B',047ASW0004,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7350_15242,13,325.0,19,1.0,,,68.4612,-82.7294,-7352_15242;-7351_15241;-7351_15242;-7351_15243;-7350_15240;-7350_15241;-7350_15242;-7350_15243;-7350_15244;-7349_15241;-7349_15242;-7349_15243;-7348_15242,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047ASW0004,
28,L0028,Area 'A' / Adler,047ASW0001,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7349_15244,13,325.0,19,1.0,,,68.4715,-82.7221,-7351_15244;-7350_15243;-7350_15244;-7350_15245;-7349_15242;-7349_15243;-7349_15244;-7349_15245;-7349_15246;-7348_15243;-7348_15244;-7348_15245;-7347_15244,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047ASW0001,
29,L0029,Mary River - No. 4 Deposit,037GSW0010,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7096_15910,13,325.0,19,1.0,,,71.4611,-79.8638,-7098_15910;-7097_15909;-7097_15910;-7097_15911;-7096_15908;-7096_15909;-7096_15910;-7096_15911;-7096_15912;-7095_15909;-7095_15910;-7095_15911;-7094_15910,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=037GSW0010,
30,L0030,Borealis - 2,047BSE0002,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7596_15185,13,325.0,19,1.0,,,68.2056,-85.4928,-7598_15185;-7597_15184;-7597_15185;-7597_15186;-7596_15183;-7596_15184;-7596_15185;-7596_15186;-7596_15187;-7595_15184;-7595_15185;-7595_15186;-7594_15185,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0002,
31,L0031,Borealis - 5 Southern Zone,047BSE0027,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7579_15220,13,325.0,19,1.0,,,68.3648,-85.3108,-7581_15220;-7580_15219;-7580_15220;-7580_15221;-7579_15218;-7579_15219;-7579_15220;-7579_15221;-7579_15222;-7578_15219;-7578_15220;-7578_15221;-7577_15220,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0027,
32,L0032,Borealis - 5 Northern Zone,047BSE0026,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7576_15223,13,325.0,19,1.0,,,68.3794,-85.2682,-7578_15223;-7577_15222;-7577_15223;-7577_15224;-7576_15221;-7576_15222;-7576_15223;-7576_15224;-7576_15225;-7575_15222;-7575_15223;-7575_15224;-7574_15223,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0026,
33,L0033,Borealis - 3 East Limb,047BSE0025,Other metallic,Met,nan,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Met). Deposit itself unclaimed.,,-7596_15181,13,325.0,19,1.0,,,68.189,-85.4982,-7598_15181;-7597_15180;-7597_15181;-7597_15182;-7596_15179;-7596_15180;-7596_15181;-7596_15182;-7596_15183;-7595_15180;-7595_15181;-7595_15182;-7594_15181,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0025,
34,L0034,Borealis - 1 North Extension,047BSE0024,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7595_15190,13,325.0,19,1.0,,,68.2272,-85.4879,-7597_15190;-7596_15189;-7596_15190;-7596_15191;-7595_15188;-7595_15189;-7595_15190;-7595_15191;-7595_15192;-7594_15189;-7594_15190;-7594_15191;-7593_15190,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0024,
35,L0035,Borealis - 5 Central Zone,047BSE0005,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7577_15222,13,325.0,19,1.0,,,68.3709,-85.2806,-7579_15222;-7578_15221;-7578_15222;-7578_15223;-7577_15220;-7577_15221;-7577_15222;-7577_15223;-7577_15224;-7576_15221;-7576_15222;-7576_15223;-7575_15222,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0005,
36,L0036,Nanisivik Mines - North Pyrite Zone,048CSE0012,Zinc,Zn-Pb-Ag,"Zinc, Lead, Silver",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Zn-Pb-Ag). Deposit itself unclaimed.,,-7502_16264,13,325.0,19,1.0,,,73.0537,-84.4376,-7504_16264;-7503_16263;-7503_16264;-7503_16265;-7502_16262;-7502_16263;-7502_16264;-7502_16265;-7502_16266;-7501_16263;-7501_16264;-7501_16265;-7500_16264,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=048CSE0012,
37,L0037,Borealis - 4,047BSE0004,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7577_15206,13,325.0,19,1.0,,,68.2987,-85.2828,-7579_15206;-7578_15205;-7578_15206;-7578_15207;-7577_15204;-7577_15205;-7577_15206;-7577_15207;-7577_15208;-7576_15205;-7576_15206;-7576_15207;-7575_15206,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0004,
38,L0038,Borealis - 3 West Limb,047BSE0003,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-7597_15182,13,325.0,19,1.0,,,68.1915,-85.5092,-7599_15182;-7598_15181;-7598_15182;-7598_15183;-7597_15180;-7597_15181;-7597_15182;-7597_15183;-7597_15184;-7596_15181;-7596_15182;-7596_15183;-7595_15182,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=047BSE0003,
39,L0039,Turquetil Lake Main Zone,055ENW0008,Gold,Au-Met-Cu-Zn,"Gold, As, Copper, Zinc",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au-Met-Cu-Zn). Deposit itself unclaimed.,,-8524_13797,13,325.0,19,1.0,,,61.9718,-95.9407,-8526_13797;-8525_13796;-8525_13797;-8525_13798;-8524_13795;-8524_13796;-8524_13797;-8524_13798;-8524_13799;-8523_13796;-8523_13797;-8523_13798;-8522_13797,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055ENW0008,
40,L0040,Turquetil Lake Northwest,055ENW0007,Gold,Au,Gold,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au). Deposit itself unclaimed.,,-8523_13799,13,325.0,19,1.0,,,61.98,-95.9267,-8525_13799;-8524_13798;-8524_13799;-8524_13800;-8523_13797;-8523_13798;-8523_13799;-8523_13800;-8523_13801;-8522_13798;-8522_13799;-8522_13800;-8521_13799,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055ENW0007,
41,L0041,Meliadine East,055JNW0001,Gold,Au-Met-Cu,"Gold, As, Copper",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au-Met-Cu). Deposit itself unclaimed.,,-8168_14017,13,325.0,19,1.0,,,62.9602,-91.9315,-8170_14017;-8169_14016;-8169_14017;-8169_14018;-8168_14015;-8168_14016;-8168_14017;-8168_14018;-8168_14019;-8167_14016;-8167_14017;-8167_14018;-8166_14017,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055JNW0001,
42,L0042,Fat Lake,055KSW0041,Gold,Au-Cu-Pb-Met,"Gold, Copper, Lead, As, Zinc",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au-Cu-Pb-Met). Deposit itself unclaimed.,,-8339_13830,13,325.0,19,1.0,,,62.1201,-93.8631,-8341_13830;-8340_13829;-8340_13830;-8340_13831;-8339_13828;-8339_13829;-8339_13830;-8339_13831;-8339_13832;-8338_13829;-8338_13830;-8338_13831;-8337_13830,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055KSW0041,
43,L0043,Cache Zone,055LSE0045,Gold,Au,Gold,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au). Deposit itself unclaimed.,,-8407_13885,13,325.0,19,1.0,,,62.3675,-94.6288,-8409_13885;-8408_13884;-8408_13885;-8408_13886;-8407_13883;-8407_13884;-8407_13885;-8407_13886;-8407_13887;-8406_13884;-8406_13885;-8406_13886;-8405_13885,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055LSE0045,
44,L0044,Mike,055LSE0254,Uranium,U-Met,"Uranium, fluorspar",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (U-Met). Deposit itself unclaimed.,,-8409_13876,13,325.0,19,1.0,,,62.3253,-94.6501,-8411_13876;-8410_13875;-8410_13876;-8410_13877;-8409_13874;-8409_13875;-8409_13876;-8409_13877;-8409_13878;-8408_13875;-8408_13876;-8408_13877;-8407_13876,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055LSE0254,
45,L0045,Spi Lake,055LSW0133,Zinc,Zn-Cu-Ag-Au,"Zinc, Copper, Silver, Gold, Lead",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Zn-Cu-Ag-Au). Deposit itself unclaimed.,,-8518_13819,13,325.0,19,1.0,,,62.0699,-95.8784,-8520_13819;-8519_13818;-8519_13819;-8519_13820;-8518_13817;-8518_13818;-8518_13819;-8518_13820;-8518_13821;-8517_13818;-8517_13819;-8517_13820;-8516_13819,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055LSW0133,
46,L0046,Shane Lake Project - Ms Claims,055MNW0038,Uranium,U,Uranium,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (U). Deposit itself unclaimed.,,-8443_14211,13,325.0,19,1.0,,,63.8337,-95.0335,-8445_14211;-8444_14210;-8444_14211;-8444_14212;-8443_14209;-8443_14210;-8443_14211;-8443_14212;-8443_14213;-8442_14210;-8442_14211;-8442_14212;-8441_14211,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055MNW0038,
47,L0047,Meliadine West,055NSE0001,Gold,Au-Met-Pb,"Gold, As, Lead",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au-Met-Pb). Deposit itself unclaimed.,,-8192_14031,13,325.0,19,1.0,,,63.0226,-92.2057,-8194_14031;-8193_14030;-8193_14031;-8193_14032;-8192_14029;-8192_14030;-8192_14031;-8192_14032;-8192_14033;-8191_14030;-8191_14031;-8191_14032;-8190_14031,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055NSE0001,
48,L0048,Wolf Main,055NSE0003,Gold,Au-Met-Pb,"Gold, As, Lead",Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Au-Met-Pb). Deposit itself unclaimed.,,-8200_14033,13,325.0,19,1.0,,,63.0303,-92.2999,-8202_14033;-8201_14032;-8201_14033;-8201_14034;-8200_14031;-8200_14032;-8200_14033;-8200_14034;-8200_14035;-8199_14032;-8199_14033;-8199_14034;-8198_14033,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=055NSE0003,
49,L0049,Maltby Lake Iron Deposit,036CNW0001,Iron,Fe,Iron,Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Advanced Exploration (Fe). Deposit itself unclaimed.,,-6924_14453,13,325.0,19,1.0,,,64.9167,-77.9333,-6926_14453;-6925_14452;-6925_14453;-6925_14454;-6924_14451;-6924_14452;-6924_14453;-6924_14454;-6924_14455;-6923_14452;-6923_14453;-6923_14454;-6922_14453,http://nunavutgeoscience.ca/apps/showing/showRprt.php?ia=1&sId=036CNW0001,
