rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
102,L0102,Farley Lake Open Pit Mine,MBMINE-Farley Lake Open Pit Mine,Other metallic,Met,"Ni, Cu, Co, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13503_12668,13,325.0,20,1.0,,1979.0,56.90316,-100.44639,-13505_12668;-13504_12667;-13504_12668;-13504_12669;-13503_12666;-13503_12667;-13503_12668;-13503_12669;-13503_12670;-13502_12667;-13502_12668;-13502_12669;-13501_12668,,
103,L0103,Lynn Lake 'A' Mine- 'D' Shaft,MBMINE-Lynn Lake 'A' Mine- 'D' Shaft,Other metallic,Met,"Ni, Cu, Co, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13581_12658,13,325.0,20,1.0,,1979.0,56.85485,-101.02592,-13583_12658;-13582_12657;-13582_12658;-13582_12659;-13581_12656;-13581_12657;-13581_12658;-13581_12659;-13581_12660;-13580_12657;-13580_12658;-13580_12659;-13579_12658,,
104,L0104,Lynn Lake 'A' Mine- 'O' Shaft,MBMINE-Lynn Lake 'A' Mine- 'O' Shaft,Other metallic,Met,"Ni, Cu, Co, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13583_12653,13,325.0,20,1.0,,1979.0,56.8348,-101.04,-13585_12653;-13584_12652;-13584_12653;-13584_12654;-13583_12651;-13583_12652;-13583_12653;-13583_12654;-13583_12655;-13582_12652;-13582_12653;-13582_12654;-13581_12653,,
105,L0105,Le Vasseur Shaft,MBMINE-Le Vasseur Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13669_12187,13,325.0,20,1.0,,1961.0,54.73887,-101.67954,-13671_12187;-13670_12186;-13670_12187;-13670_12188;-13669_12185;-13669_12186;-13669_12187;-13669_12188;-13669_12189;-13668_12186;-13668_12187;-13668_12188;-13667_12187,,
106,L0106,Pilot Shaft,MBMINE-Pilot Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12858_11348,13,325.0,20,1.0,,1975.0,50.97388,-95.64677,-12860_11348;-12859_11347;-12859_11348;-12859_11349;-12858_11346;-12858_11347;-12858_11348;-12858_11349;-12858_11350;-12857_11347;-12857_11348;-12857_11349;-12856_11348,,
107,L0107,Mccafferty Shaft #1,MBMINE-McCafferty Shaft #1,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13401_12207,13,325.0,20,1.0,,1960.0,54.83201,-99.6842,-13403_12207;-13402_12206;-13402_12207;-13402_12208;-13401_12205;-13401_12206;-13401_12207;-13401_12208;-13401_12209;-13400_12206;-13400_12207;-13400_12208;-13399_12207,,
108,L0108,Gunwor #2 Shaft,MBMINE-Gunwor #2 Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13569_12213,13,325.0,20,1.0,,1961.0,54.85674,-100.93489,-13571_12213;-13570_12212;-13570_12213;-13570_12214;-13569_12211;-13569_12212;-13569_12213;-13569_12214;-13569_12215;-13568_12212;-13568_12213;-13568_12214;-13567_12213,,
109,L0109,Oro Grande Shaft,MBMINE-Oro Grande Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12805_11329,13,325.0,20,1.0,,1969.0,50.88526,-95.25101,-12807_11329;-12806_11328;-12806_11329;-12806_11330;-12805_11327;-12805_11328;-12805_11329;-12805_11330;-12805_11331;-12804_11328;-12804_11329;-12804_11330;-12803_11329,,
110,L0110,Solo Shaft (Oro Grande Shaft),MBMINE-Solo Shaft (Oro Grande Shaft),Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12805_11328,13,325.0,20,1.0,,1969.0,50.88433,-95.24939,-12807_11328;-12806_11327;-12806_11328;-12806_11329;-12805_11326;-12805_11327;-12805_11328;-12805_11329;-12805_11330;-12804_11327;-12804_11328;-12804_11329;-12803_11328,,
111,L0111,Ogama (Rockland) Shaft,MBMINE-Ogama (Rockland) Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12823_11328,13,325.0,20,1.0,,1970.0,50.8836,-95.38275,-12825_11328;-12824_11327;-12824_11328;-12824_11329;-12823_11326;-12823_11327;-12823_11328;-12823_11329;-12823_11330;-12822_11327;-12822_11328;-12822_11329;-12821_11328,,
112,L0112,Century Mine,MBMINE-Century Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13561_12216,13,325.0,20,1.0,,1968.0,54.86949,-100.87411,-13563_12216;-13562_12215;-13562_12216;-13562_12217;-13561_12214;-13561_12215;-13561_12216;-13561_12217;-13561_12218;-13560_12215;-13560_12216;-13560_12217;-13559_12216,,
113,L0113,Dominion (Gurney) Gold Mine,MBMINE-Dominion (Gurney) Gold Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13605_12185,13,325.0,20,1.0,,1961.0,54.73289,-101.1989,-13607_12185;-13606_12184;-13606_12185;-13606_12186;-13605_12183;-13605_12184;-13605_12185;-13605_12186;-13605_12187;-13604_12184;-13604_12185;-13604_12186;-13603_12185,,
114,L0114,Gunnar #2 Shaft,MBMINE-Gunnar #2 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12806_11323,13,325.0,20,1.0,,1971.0,50.86007,-95.25815,-12808_11323;-12807_11322;-12807_11323;-12807_11324;-12806_11321;-12806_11322;-12806_11323;-12806_11324;-12806_11325;-12805_11322;-12805_11323;-12805_11324;-12804_11323,,
115,L0115,Gunwor #1 Shaft,MBMINE-Gunwor #1 Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13569_12213,13,325.0,20,1.0,,1961.0,54.8577,-100.93525,-13571_12213;-13570_12212;-13570_12213;-13570_12214;-13569_12211;-13569_12212;-13569_12213;-13569_12214;-13569_12215;-13568_12212;-13568_12213;-13568_12214;-13567_12213,,
116,L0116,Ace Shaft,MBMINE-Ace Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13587_12635,13,325.0,20,1.0,,1971.0,56.75451,-101.06951,-13589_12635;-13588_12634;-13588_12635;-13588_12636;-13587_12633;-13587_12634;-13587_12635;-13587_12636;-13587_12637;-13586_12634;-13586_12635;-13586_12636;-13585_12635,,
117,L0117,Johnson Knee Lake Mine,MBMINE-Johnson Knee Lake Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12705_12269,13,325.0,20,1.0,,1971.0,55.10807,-94.50938,-12707_12269;-12706_12268;-12706_12269;-12706_12270;-12705_12267;-12705_12268;-12705_12269;-12705_12270;-12705_12271;-12704_12268;-12704_12269;-12704_12270;-12703_12269,,
118,L0118,Kiskoba- Kiski Shaft,MBMINE-Kiskoba- Kiski Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13416_12191,13,325.0,20,1.0,,1960.0,54.75785,-99.79853,-13418_12191;-13417_12190;-13417_12191;-13417_12192;-13416_12189;-13416_12190;-13416_12191;-13416_12192;-13416_12193;-13415_12190;-13415_12191;-13415_12192;-13414_12191,,
119,L0119,Jupiter Shaft #2 #3,MBMINE-Jupiter Shaft #2 #3,Other metallic,Met,"Au, Cu, Zn",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13517_12204,13,325.0,20,1.0,,1965.0,54.81846,-100.55117,-13519_12204;-13518_12203;-13518_12204;-13518_12205;-13517_12202;-13517_12203;-13517_12204;-13517_12205;-13517_12206;-13516_12203;-13516_12204;-13516_12205;-13515_12204,,
120,L0120,Nemo Shaft,MBMINE-Nemo Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13404_12204,13,325.0,20,1.0,,1963.0,54.81716,-99.70568,-13406_12204;-13405_12203;-13405_12204;-13405_12205;-13404_12202;-13404_12203;-13404_12204;-13404_12205;-13404_12206;-13403_12203;-13403_12204;-13403_12205;-13402_12204,,
121,L0121,Silver Lead Shaft,MBMINE-Silver Lead Shaft,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13406_12229,13,325.0,20,1.0,,1963.0,54.93159,-99.72448,-13408_12229;-13407_12228;-13407_12229;-13407_12230;-13406_12227;-13406_12228;-13406_12229;-13406_12230;-13406_12231;-13405_12228;-13405_12229;-13405_12230;-13404_12229,,
122,L0122,Wekusko,MBMINE-Wekusko,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13411_12146,13,325.0,20,1.0,,1961.0,54.55834,-99.75834,-13413_12146;-13412_12145;-13412_12146;-13412_12147;-13411_12144;-13411_12145;-13411_12146;-13411_12147;-13411_12148;-13410_12145;-13410_12146;-13410_12147;-13409_12146,,
123,L0123,Wingold,MBMINE-Wingold,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12860_11363,13,325.0,20,1.0,,1971.0,51.04167,-95.65917,-12862_11363;-12861_11362;-12861_11363;-12861_11364;-12860_11361;-12860_11362;-12860_11363;-12860_11364;-12860_11365;-12859_11362;-12859_11363;-12859_11364;-12858_11363,,
124,L0124,Don Jon Shaft,MBMINE-Don Jon Shaft,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13655_12192,13,325.0,20,1.0,,1960.0,54.76201,-101.57134,-13657_12192;-13656_12191;-13656_12192;-13656_12193;-13655_12190;-13655_12191;-13655_12192;-13655_12193;-13655_12194;-13654_12191;-13654_12192;-13654_12193;-13653_12192,,
125,L0125,Amaranth Mine,MBMINE-Amaranth Mine,Other metallic,Met,Gp,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13273_11260,13,325.0,20,1.0,,1967.0,50.57634,-98.73334,-13275_11260;-13274_11259;-13274_11260;-13274_11261;-13273_11258;-13273_11259;-13273_11260;-13273_11261;-13273_11262;-13272_11259;-13272_11260;-13272_11261;-13271_11260,,
126,L0126,Rice Lake Gold Mine,MBMINE-Rice Lake Gold Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12863_11359,13,325.0,20,1.0,,1973.0,51.0221,-95.67986,-12865_11359;-12864_11358;-12864_11359;-12864_11360;-12863_11357;-12863_11358;-12863_11359;-12863_11360;-12863_11361;-12862_11358;-12862_11359;-12862_11360;-12861_11359,,
127,L0127,Ballast-Moosehorn Shaft (N. Manitoba Shaft),MBMINE-Ballast-Moosehorn Shaft (N. Manitoba Sha,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13415_12194,13,325.0,20,1.0,,1964.0,54.77037,-99.78734,-13417_12194;-13416_12193;-13416_12194;-13416_12195;-13415_12192;-13415_12193;-13415_12194;-13415_12195;-13415_12196;-13414_12193;-13414_12194;-13414_12195;-13413_12194,,
128,L0128,Gold Lake Shaft,MBMINE-Gold Lake Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12858_11349,13,325.0,20,1.0,,1970.0,50.97511,-95.64743,-12860_11349;-12859_11348;-12859_11349;-12859_11350;-12858_11347;-12858_11348;-12858_11349;-12858_11350;-12858_11351;-12857_11348;-12857_11349;-12857_11350;-12856_11349,,
129,L0129,Outlook Prospect Shaft,MBMINE-Outlook Prospect Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12875_11368,13,325.0,20,1.0,,1975.0,51.06023,-95.77176,-12877_11368;-12876_11367;-12876_11368;-12876_11369;-12875_11366;-12875_11367;-12875_11368;-12875_11369;-12875_11370;-12874_11367;-12874_11368;-12874_11369;-12873_11368,,
130,L0130,Lithium Corp. Mine (Cat Lake),MBMINE-Lithium Corp. Mine (Cat Lake),Other metallic,Met,Li,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12828_11265,13,325.0,20,1.0,,1963.0,50.60152,-95.4212,-12830_11265;-12829_11264;-12829_11265;-12829_11266;-12828_11263;-12828_11264;-12828_11265;-12828_11266;-12828_11267;-12827_11264;-12827_11265;-12827_11266;-12826_11265,,
131,L0131,Gatlan Shaft,MBMINE-Gatlan Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12823_11363,13,325.0,20,1.0,,1973.0,51.03909,-95.38274,-12825_11363;-12824_11362;-12824_11363;-12824_11364;-12823_11361;-12823_11362;-12823_11363;-12823_11364;-12823_11365;-12822_11362;-12822_11363;-12822_11364;-12821_11363,,
132,L0132,Oro Grande Prospect Shaft,MBMINE-Oro Grande Prospect Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12805_11329,13,325.0,20,1.0,,1969.0,50.88588,-95.25111,-12807_11329;-12806_11328;-12806_11329;-12806_11330;-12805_11327;-12805_11328;-12805_11329;-12805_11330;-12805_11331;-12804_11328;-12804_11329;-12804_11330;-12803_11329,,
133,L0133,Central Manitoba Mine,MBMINE-Central Manitoba Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12814_11332,13,325.0,20,1.0,,1971.0,50.89901,-95.31846,-12816_11332;-12815_11331;-12815_11332;-12815_11333;-12814_11330;-12814_11331;-12814_11332;-12814_11333;-12814_11334;-12813_11331;-12813_11332;-12813_11333;-12812_11332,,
134,L0134,New Manitoba Mine,MBMINE-New Manitoba Mine,Other metallic,Met,Cu,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12836_11266,13,325.0,20,1.0,,1971.0,50.60334,-95.48167,-12838_11266;-12837_11265;-12837_11266;-12837_11267;-12836_11264;-12836_11265;-12836_11266;-12836_11267;-12836_11268;-12835_11265;-12835_11266;-12835_11267;-12834_11266,,
135,L0135,Ding Howe Shaft,MBMINE-Ding Howe Shaft,Other metallic,Met,"Au, Ag, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13559_12208,13,325.0,20,1.0,,1960.0,54.83323,-100.86127,-13561_12208;-13560_12207;-13560_12208;-13560_12209;-13559_12206;-13559_12207;-13559_12208;-13559_12209;-13559_12210;-13558_12207;-13558_12208;-13558_12209;-13557_12208,,
136,L0136,Chance 166 Shaft,MBMINE-Chance 166 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12832_11236,13,325.0,20,1.0,,1976.0,50.46798,-95.45026,-12834_11236;-12833_11235;-12833_11236;-12833_11237;-12832_11234;-12832_11235;-12832_11236;-12832_11237;-12832_11238;-12831_11235;-12831_11236;-12831_11237;-12830_11236,,
137,L0137,Gold Pan Shaft,MBMINE-Gold Pan Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13559_12208,13,325.0,20,1.0,,1971.0,54.83424,-100.86049,-13561_12208;-13560_12207;-13560_12208;-13560_12209;-13559_12206;-13559_12207;-13559_12208;-13559_12209;-13559_12210;-13558_12207;-13558_12208;-13558_12209;-13557_12208,,
138,L0138,Big Four Shaft,MBMINE-Big Four Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12861_11359,13,325.0,20,1.0,,1973.0,51.02292,-95.66598,-12863_11359;-12862_11358;-12862_11359;-12862_11360;-12861_11357;-12861_11358;-12861_11359;-12861_11360;-12861_11361;-12860_11358;-12860_11359;-12860_11360;-12859_11359,,
139,L0139,Diana Mine,MBMINE-Diana Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12794_11289,13,325.0,20,1.0,,1964.0,50.70765,-95.16909,-12796_11289;-12795_11288;-12795_11289;-12795_11290;-12794_11287;-12794_11288;-12794_11289;-12794_11290;-12794_11291;-12793_11288;-12793_11289;-12793_11290;-12792_11289,,
140,L0140,Smelter No. 5 Shaft,MBMINE-Smelter No. 5 Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12653_12174,13,325.0,20,1.0,,1976.0,54.68032,-94.11717,-12655_12174;-12654_12173;-12654_12174;-12654_12175;-12653_12172;-12653_12173;-12653_12174;-12653_12175;-12653_12176;-12652_12173;-12652_12174;-12652_12175;-12651_12174,,
141,L0141,Knee Lake Mine,MBMINE-Knee Lake Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12705_12269,13,325.0,20,1.0,,1971.0,55.11098,-94.50614,-12707_12269;-12706_12268;-12706_12269;-12706_12270;-12705_12267;-12705_12268;-12705_12269;-12705_12270;-12705_12271;-12704_12268;-12704_12269;-12704_12270;-12703_12269,,
142,L0142,Ministik Lake Mine (High Rock Island),MBMINE-Ministik Lake Mine (High Rock Island),Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12706_11969,13,325.0,20,1.0,,1960.0,53.76372,-94.51474,-12708_11969;-12707_11968;-12707_11969;-12707_11970;-12706_11967;-12706_11968;-12706_11969;-12706_11970;-12706_11971;-12705_11968;-12705_11969;-12705_11970;-12704_11969,,
143,L0143,Ferro-Rainbow Mine,MBMINE-Ferro-Rainbow Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13404_12200,13,325.0,20,1.0,,1976.0,54.79838,-99.70781,-13406_12200;-13405_12199;-13405_12200;-13405_12201;-13404_12198;-13404_12199;-13404_12200;-13404_12201;-13404_12202;-13403_12199;-13403_12200;-13403_12201;-13402_12200,,
144,L0144,Bingo Shaft,MBMINE-Bingo Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13411_12198,13,325.0,20,1.0,,1960.0,54.79172,-99.75753,-13413_12198;-13412_12197;-13412_12198;-13412_12199;-13411_12196;-13411_12197;-13411_12198;-13411_12199;-13411_12200;-13410_12197;-13410_12198;-13410_12199;-13409_12198,,
145,L0145,Pipe 1 Shaft,MBMINE-Pipe 1 Shaft,Other metallic,Met,"Ni, Cu, Co, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13195_12353,13,325.0,20,1.0,,1973.0,55.48429,-98.15321,-13197_12353;-13196_12352;-13196_12353;-13196_12354;-13195_12351;-13195_12352;-13195_12353;-13195_12354;-13195_12355;-13194_12352;-13194_12353;-13194_12354;-13193_12353,,
146,L0146,Soab South Mine,MBMINE-Soab South Mine,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13232_12292,13,325.0,20,1.0,,1975.0,55.21344,-98.42523,-13234_12292;-13233_12291;-13233_12292;-13233_12293;-13232_12290;-13232_12291;-13232_12292;-13232_12293;-13232_12294;-13231_12291;-13231_12292;-13231_12293;-13230_12292,,
147,L0147,Soab North Mine,MBMINE-Soab North Mine,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13232_12297,13,325.0,20,1.0,,1978.0,55.23283,-98.42443,-13234_12297;-13233_12296;-13233_12297;-13233_12298;-13232_12295;-13232_12296;-13232_12297;-13232_12298;-13232_12299;-13231_12296;-13231_12297;-13231_12298;-13230_12297,,
148,L0148,Partner Shaft,MBMINE-Partner Shaft,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13631_12155,13,325.0,20,1.0,,1961.0,54.59759,-101.39237,-13633_12155;-13632_12154;-13632_12155;-13632_12156;-13631_12153;-13631_12154;-13631_12155;-13631_12156;-13631_12157;-13630_12154;-13630_12155;-13630_12156;-13629_12155,,
149,L0149,Cryderman (Little Pal) Shaft,MBMINE-Cryderman (Little Pal) Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12824_11349,13,325.0,20,1.0,,1968.0,50.97863,-95.38935,-12826_11349;-12825_11348;-12825_11349;-12825_11350;-12824_11347;-12824_11348;-12824_11349;-12824_11350;-12824_11351;-12823_11348;-12823_11349;-12823_11350;-12822_11349,,
150,L0150,Gold Seal Shaft,MBMINE-Gold Seal Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12855_11348,13,325.0,20,1.0,,1970.0,50.97293,-95.62521,-12857_11348;-12856_11347;-12856_11348;-12856_11349;-12855_11346;-12855_11347;-12855_11348;-12855_11349;-12855_11350;-12854_11347;-12854_11348;-12854_11349;-12853_11348,,
151,L0151,Moose #2 Shaft,MBMINE-Moose #2 Shaft,Other metallic,Met,"Cu, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12853_11346,13,325.0,20,1.0,,1973.0,50.96268,-95.60586,-12855_11346;-12854_11345;-12854_11346;-12854_11347;-12853_11344;-12853_11345;-12853_11346;-12853_11347;-12853_11348;-12852_11345;-12852_11346;-12852_11347;-12851_11346,,
152,L0152,Gold Vein Shaft,MBMINE-Gold Vein Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12853_11347,13,325.0,20,1.0,,1973.0,50.96717,-95.60945,-12855_11347;-12854_11346;-12854_11347;-12854_11348;-12853_11345;-12853_11346;-12853_11347;-12853_11348;-12853_11349;-12852_11346;-12852_11347;-12852_11348;-12851_11347,,
153,L0153,Gold Shear Shaft,MBMINE-Gold Shear Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12855_11348,13,325.0,20,1.0,,1973.0,50.97037,-95.62278,-12857_11348;-12856_11347;-12856_11348;-12856_11349;-12855_11346;-12855_11347;-12855_11348;-12855_11349;-12855_11350;-12854_11347;-12854_11348;-12854_11349;-12853_11348,,
154,L0154,Gold Pan X Shaft,MBMINE-Gold Pan X Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12855_11348,13,325.0,20,1.0,,1973.0,50.97293,-95.62521,-12857_11348;-12856_11347;-12856_11348;-12856_11349;-12855_11346;-12855_11347;-12855_11348;-12855_11349;-12855_11350;-12854_11347;-12854_11348;-12854_11349;-12853_11348,,
155,L0155,Gold Hill Shaft,MBMINE-Gold Hill Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12819_11330,13,325.0,20,1.0,,1970.0,50.89224,-95.35797,-12821_11330;-12820_11329;-12820_11330;-12820_11331;-12819_11328;-12819_11329;-12819_11330;-12819_11331;-12819_11332;-12818_11329;-12818_11330;-12818_11331;-12817_11330,,
156,L0156,Onandago Shaft,MBMINE-Onandago Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12823_11328,13,325.0,20,1.0,,1973.0,50.88281,-95.3814,-12825_11328;-12824_11327;-12824_11328;-12824_11329;-12823_11326;-12823_11327;-12823_11328;-12823_11329;-12823_11330;-12822_11327;-12822_11328;-12822_11329;-12821_11328,,
157,L0157,Rockland Shaft,MBMINE-Rockland Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12823_11328,13,325.0,20,1.0,,1970.0,50.8836,-95.38275,-12825_11328;-12824_11327;-12824_11328;-12824_11329;-12823_11326;-12823_11327;-12823_11328;-12823_11329;-12823_11330;-12822_11327;-12822_11328;-12822_11329;-12821_11328,,
158,L0158,Kiwago Mine,MBMINE-Kiwago Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12824_11329,13,325.0,20,1.0,,1975.0,50.88648,-95.39015,-12826_11329;-12825_11328;-12825_11329;-12825_11330;-12824_11327;-12824_11328;-12824_11329;-12824_11330;-12824_11331;-12823_11328;-12823_11329;-12823_11330;-12822_11329,,
159,L0159,Valley Vein Shaft,MBMINE-Valley Vein Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12822_11329,13,325.0,20,1.0,,1971.0,50.88861,-95.37579,-12824_11329;-12823_11328;-12823_11329;-12823_11330;-12822_11327;-12822_11328;-12822_11329;-12822_11330;-12822_11331;-12821_11328;-12821_11329;-12821_11330;-12820_11329,,
