rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
160,L0160,Elora (Mill Vein) Shaft,MBMINE-Elora (Mill Vein) Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12822_11331,13,325.0,20,1.0,,1964.0,50.89574,-95.37984,-12824_11331;-12823_11330;-12823_11331;-12823_11332;-12822_11329;-12822_11330;-12822_11331;-12822_11332;-12822_11333;-12821_11330;-12821_11331;-12821_11332;-12820_11331,,
161,L0161,Eldorado #2 Shaft,MBMINE-Eldorado #2 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12826_11333,13,325.0,20,1.0,,1973.0,50.90455,-95.40508,-12828_11333;-12827_11332;-12827_11333;-12827_11334;-12826_11331;-12826_11332;-12826_11333;-12826_11334;-12826_11335;-12825_11332;-12825_11333;-12825_11334;-12824_11333,,
162,L0162,Eldorado #1 Shaft,MBMINE-Eldorado #1 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12825_11332,13,325.0,20,1.0,,1973.0,50.90149,-95.39652,-12827_11332;-12826_11331;-12826_11332;-12826_11333;-12825_11330;-12825_11331;-12825_11332;-12825_11333;-12825_11334;-12824_11331;-12824_11332;-12824_11333;-12823_11332,,
163,L0163,Growler Shaft,MBMINE-Growler Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12817_11333,13,325.0,20,1.0,,1971.0,50.90307,-95.34019,-12819_11333;-12818_11332;-12818_11333;-12818_11334;-12817_11331;-12817_11332;-12817_11333;-12817_11334;-12817_11335;-12816_11332;-12816_11333;-12816_11334;-12815_11333,,
164,L0164,Roger Mine,MBMINE-Roger Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12815_11332,13,325.0,20,1.0,,1971.0,50.89938,-95.32525,-12817_11332;-12816_11331;-12816_11332;-12816_11333;-12815_11330;-12815_11331;-12815_11332;-12815_11333;-12815_11334;-12814_11331;-12814_11332;-12814_11333;-12813_11332,,
165,L0165,Mandalay Shaft,MBMINE-Mandalay Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12806_11330,13,325.0,20,1.0,,1963.0,50.89108,-95.25577,-12808_11330;-12807_11329;-12807_11330;-12807_11331;-12806_11328;-12806_11329;-12806_11330;-12806_11331;-12806_11332;-12805_11329;-12805_11330;-12805_11331;-12804_11330,,
166,L0166,Hope Mine,MBMINE-Hope Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12817_11333,13,325.0,20,1.0,,1971.0,50.90426,-95.3376,-12819_11333;-12818_11332;-12818_11333;-12818_11334;-12817_11331;-12817_11332;-12817_11333;-12817_11334;-12817_11335;-12816_11332;-12816_11333;-12816_11334;-12815_11333,,
167,L0167,Tinney Shaft,MBMINE-Tinney Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12806_11326,13,325.0,20,1.0,,1968.0,50.87431,-95.26016,-12808_11326;-12807_11325;-12807_11326;-12807_11327;-12806_11324;-12806_11325;-12806_11326;-12806_11327;-12806_11328;-12805_11325;-12805_11326;-12805_11327;-12804_11326,,
168,L0168,Baker Patton Mine,MBMINE-Baker Patton Mine,Other metallic,Met,Cu,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13658_12192,13,325.0,20,1.0,,1970.0,54.76384,-101.59819,-13660_12192;-13659_12191;-13659_12192;-13659_12193;-13658_12190;-13658_12191;-13658_12192;-13658_12193;-13658_12194;-13657_12191;-13657_12192;-13657_12193;-13656_12192,,
169,L0169,Moore Lake Shaft,MBMINE-Moore Lake Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12818_11345,13,325.0,20,1.0,,1975.0,50.95961,-95.35137,-12820_11345;-12819_11344;-12819_11345;-12819_11346;-12818_11343;-12818_11344;-12818_11345;-12818_11346;-12818_11347;-12817_11344;-12817_11345;-12817_11346;-12816_11345,,
170,L0170,Mirage Shaft,MBMINE-Mirage Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12816_11325,13,325.0,20,1.0,,1960.0,50.86853,-95.33057,-12818_11325;-12817_11324;-12817_11325;-12817_11326;-12816_11323;-12816_11324;-12816_11325;-12816_11326;-12816_11327;-12815_11324;-12815_11325;-12815_11326;-12814_11325,,
171,L0171,Lucile Lake Shaft,MBMINE-Lucile Lake Shaft,Other metallic,Met,Cu,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13630_12183,13,325.0,20,1.0,,1962.0,54.72106,-101.3914,-13632_12183;-13631_12182;-13631_12183;-13631_12184;-13630_12181;-13630_12182;-13630_12183;-13630_12184;-13630_12185;-13629_12182;-13629_12183;-13629_12184;-13628_12183,,
172,L0172,Gunnar #1 Shaft,MBMINE-Gunnar #1 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12806_11323,13,325.0,20,1.0,,1971.0,50.85996,-95.25738,-12808_11323;-12807_11322;-12807_11323;-12807_11324;-12806_11321;-12806_11322;-12806_11323;-12806_11324;-12806_11325;-12805_11322;-12805_11323;-12805_11324;-12804_11323,,
173,L0173,Poundmaker (Luleo) Shaft,MBMINE-Poundmaker (Luleo) Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12873_11374,13,325.0,20,1.0,,1973.0,51.0876,-95.75523,-12875_11374;-12874_11373;-12874_11374;-12874_11375;-12873_11372;-12873_11373;-12873_11374;-12873_11375;-12873_11376;-12872_11373;-12872_11374;-12872_11375;-12871_11374,,
174,L0174,Kitchener Mine,MBMINE-Kitchener Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12817_11332,13,325.0,20,1.0,,1971.0,50.90275,-95.3396,-12819_11332;-12818_11331;-12818_11332;-12818_11333;-12817_11330;-12817_11331;-12817_11332;-12817_11333;-12817_11334;-12816_11331;-12816_11332;-12816_11333;-12815_11332,,
175,L0175,Mandy Mine,MBMINE-Mandy Mine,Other metallic,Met,"Cu, Zn, Ag, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13690_12184,13,325.0,20,1.0,,1964.0,54.72664,-101.83165,-13692_12184;-13691_12183;-13691_12184;-13691_12185;-13690_12182;-13690_12183;-13690_12184;-13690_12185;-13690_12186;-13689_12183;-13689_12184;-13689_12185;-13688_12184,,
176,L0176,Nor-Acme (Britannia) Mine (Howe Sound),MBMINE-Nor-Acme (Britannia) Mine (Howe Sound),Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13446_12216,13,325.0,20,1.0,,1973.0,54.87329,-100.01742,-13448_12216;-13447_12215;-13447_12216;-13447_12217;-13446_12214;-13446_12215;-13446_12216;-13446_12217;-13446_12218;-13445_12215;-13445_12216;-13445_12217;-13444_12216,,
177,L0177,Rod #1,MBMINE-Rod #1,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13433_12213,13,325.0,20,1.0,,1970.0,54.85574,-99.92132,-13435_12213;-13434_12212;-13434_12213;-13434_12214;-13433_12211;-13433_12212;-13433_12213;-13433_12214;-13433_12215;-13432_12212;-13432_12213;-13432_12214;-13431_12213,,
178,L0178,Osborne Lake Shaft,MBMINE-Osborne Lake Shaft,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13407_12236,13,325.0,20,1.0,,1977.0,54.96117,-99.72862,-13409_12236;-13408_12235;-13408_12236;-13408_12237;-13407_12234;-13407_12235;-13407_12236;-13407_12237;-13407_12238;-13406_12235;-13406_12236;-13406_12237;-13405_12236,,
179,L0179,Pendennis Shaft,MBMINE-Pendennis Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12864_11348,13,325.0,20,1.0,,1968.0,50.97194,-95.68869,-12866_11348;-12865_11347;-12865_11348;-12865_11349;-12864_11346;-12864_11347;-12864_11348;-12864_11349;-12864_11350;-12863_11347;-12863_11348;-12863_11349;-12862_11348,,
180,L0180,Moose #1 Shaft,MBMINE-Moose #1 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12853_11346,13,325.0,20,1.0,,1973.0,50.96192,-95.60474,-12855_11346;-12854_11345;-12854_11346;-12854_11347;-12853_11344;-12853_11345;-12853_11346;-12853_11347;-12853_11348;-12852_11345;-12852_11346;-12852_11347;-12851_11346,,
181,L0181,Murray Shaft,MBMINE-Murray Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13668_12208,13,325.0,20,1.0,,1960.0,54.83717,-101.66884,-13670_12208;-13669_12207;-13669_12208;-13669_12209;-13668_12206;-13668_12207;-13668_12208;-13668_12209;-13668_12210;-13667_12207;-13667_12208;-13667_12209;-13666_12208,,
182,L0182,Neso Lake Shaft,MBMINE-Neso Lake Shaft,Other metallic,Met,Cu,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13651_12174,13,325.0,20,1.0,,1961.0,54.68334,-101.54451,-13653_12174;-13652_12173;-13652_12174;-13652_12175;-13651_12172;-13651_12173;-13651_12174;-13651_12175;-13651_12176;-13650_12173;-13650_12174;-13650_12175;-13649_12174,,
183,L0183,Cat Lake Mine,MBMINE-Cat Lake Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12828_11265,13,325.0,20,1.0,,1971.0,50.60152,-95.4212,-12830_11265;-12829_11264;-12829_11265;-12829_11266;-12828_11263;-12828_11264;-12828_11265;-12828_11266;-12828_11267;-12827_11264;-12827_11265;-12827_11266;-12826_11265,,
184,L0184,Jack Nutt (Northern Tungsten Mine),MBMINE-Jack Nutt (Northern Tungsten Mine),Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12832_11227,13,325.0,20,1.0,,1968.0,50.42772,-95.45377,-12834_11227;-12833_11226;-12833_11227;-12833_11228;-12832_11225;-12832_11226;-12832_11227;-12832_11228;-12832_11229;-12831_11226;-12831_11227;-12831_11228;-12830_11227,,
185,L0185,Gold Queen Prospect Shaft,MBMINE-Gold Queen Prospect Shaft,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12842_11256,13,325.0,20,1.0,,1963.0,50.55912,-95.52476,-12844_11256;-12843_11255;-12843_11256;-12843_11257;-12842_11254;-12842_11255;-12842_11256;-12842_11257;-12842_11258;-12841_11255;-12841_11256;-12841_11257;-12840_11256,,
186,L0186,Silver Fox Prospect Shaft,MBMINE-Silver Fox Prospect Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12847_11256,13,325.0,20,1.0,,1963.0,50.55834,-95.56167,-12849_11256;-12848_11255;-12848_11256;-12848_11257;-12847_11254;-12847_11255;-12847_11256;-12847_11257;-12847_11258;-12846_11255;-12846_11256;-12846_11257;-12845_11256,,
187,L0187,Treasure Island Prospect Shaft,MBMINE-Treasure Island Prospect Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12843_11255,13,325.0,20,1.0,,1963.0,50.5562,-95.53224,-12845_11255;-12844_11254;-12844_11255;-12844_11256;-12843_11253;-12843_11254;-12843_11255;-12843_11256;-12843_11257;-12842_11254;-12842_11255;-12842_11256;-12841_11255,,
188,L0188,Laguna Main Shaft,MBMINE-Laguna Main Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13412_12197,13,325.0,20,1.0,,1960.0,54.78734,-99.76862,-13414_12197;-13413_12196;-13413_12197;-13413_12198;-13412_12195;-13412_12196;-13412_12197;-13412_12198;-13412_12199;-13411_12196;-13411_12197;-13411_12198;-13410_12197,,
189,L0189,Jowsey Island Gold Mine,MBMINE-Jowsey Island Gold Mine,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12676_12168,13,325.0,20,1.0,,1959.0,54.65552,-94.28861,-12678_12168;-12677_12167;-12677_12168;-12677_12169;-12676_12166;-12676_12167;-12676_12168;-12676_12169;-12676_12170;-12675_12167;-12675_12168;-12675_12169;-12674_12168,,
190,L0190,Mack Shaft,MBMINE-Mack Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13556_12216,13,325.0,20,1.0,,1961.0,54.87167,-100.84001,-13558_12216;-13557_12215;-13557_12216;-13557_12217;-13556_12214;-13556_12215;-13556_12216;-13556_12217;-13556_12218;-13555_12215;-13555_12216;-13555_12217;-13554_12216,,
191,L0191,Webb Shaft,MBMINE-Webb Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13570_12227,13,325.0,20,1.0,,1962.0,54.92167,-100.93834,-13572_12227;-13571_12226;-13571_12227;-13571_12228;-13570_12225;-13570_12226;-13570_12227;-13570_12228;-13570_12229;-13569_12226;-13569_12227;-13569_12228;-13568_12227,,
192,L0192,Mccafferty Shaft #2,MBMINE-McCafferty Shaft #2,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13401_12207,13,325.0,20,1.0,,1960.0,54.83255,-99.68301,-13403_12207;-13402_12206;-13402_12207;-13402_12208;-13401_12205;-13401_12206;-13401_12207;-13401_12208;-13401_12209;-13400_12206;-13400_12207;-13400_12208;-13399_12207,,
193,L0193,Moose Horn (Ballast) Mine,MBMINE-Moose Horn (Ballast) Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13226_11408,13,325.0,20,1.0,,1964.0,51.24034,-98.38051,-13228_11408;-13227_11407;-13227_11408;-13227_11409;-13226_11406;-13226_11407;-13226_11408;-13226_11409;-13226_11410;-13225_11407;-13225_11408;-13225_11409;-13224_11408,,
194,L0194,Independence Shaft (Rita No 1),MBMINE-Independence Shaft (Rita No 1),Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12856_11355,10,250.0,20,1.0,,1976.0,51.0058,-95.63399,-12858_11355;-12857_11355;-12857_11356;-12856_11353;-12856_11355;-12856_11356;-12856_11357;-12855_11355;-12855_11356;-12854_11355,,
195,L0195,San Norm Shaft,MBMINE-San Norm Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12855_11360,13,325.0,20,1.0,,1963.0,51.02632,-95.62469,-12857_11360;-12856_11359;-12856_11360;-12856_11361;-12855_11358;-12855_11359;-12855_11360;-12855_11361;-12855_11362;-12854_11359;-12854_11360;-12854_11361;-12853_11360,,
196,L0196,Wolfe Shaft,MBMINE-Wolfe Shaft,Other metallic,Met,"Au, Ag, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12863_11353,10,250.0,20,1.0,,1973.0,50.99388,-95.68156,-12865_11353;-12864_11352;-12864_11353;-12863_11351;-12863_11352;-12863_11353;-12863_11355;-12862_11352;-12862_11353;-12861_11353,,
197,L0197,Emporer Shaft,MBMINE-Emporer Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12858_11359,13,325.0,20,1.0,,1973.0,51.02032,-95.64798,-12860_11359;-12859_11358;-12859_11359;-12859_11360;-12858_11357;-12858_11358;-12858_11359;-12858_11360;-12858_11361;-12857_11358;-12857_11359;-12857_11360;-12856_11359,,
198,L0198,Gold Cup Shaft,MBMINE-Gold Cup Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12861_11359,13,325.0,20,1.0,,1973.0,51.02342,-95.66641,-12863_11359;-12862_11358;-12862_11359;-12862_11360;-12861_11357;-12861_11358;-12861_11359;-12861_11360;-12861_11361;-12860_11358;-12860_11359;-12860_11360;-12859_11359,,
199,L0199,Gold Field Shaft,MBMINE-Gold Field Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12860_11360,13,325.0,20,1.0,,1973.0,51.02451,-95.65957,-12862_11360;-12861_11359;-12861_11360;-12861_11361;-12860_11358;-12860_11359;-12860_11360;-12860_11361;-12860_11362;-12859_11359;-12859_11360;-12859_11361;-12858_11360,,
200,L0200,Gold Standard Shaft,MBMINE-Gold Standard Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12860_11359,13,325.0,20,1.0,,1971.0,51.02177,-95.66366,-12862_11359;-12861_11358;-12861_11359;-12861_11360;-12860_11357;-12860_11358;-12860_11359;-12860_11360;-12860_11361;-12859_11358;-12859_11359;-12859_11360;-12858_11359,,
201,L0201,Albany Shaft,MBMINE-Albany Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12862_11358,13,325.0,20,1.0,,1963.0,51.01594,-95.67734,-12864_11358;-12863_11357;-12863_11358;-12863_11359;-12862_11356;-12862_11357;-12862_11358;-12862_11359;-12862_11360;-12861_11357;-12861_11358;-12861_11359;-12860_11358,,
202,L0202,Luana Shaft,MBMINE-Luana Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12867_11368,13,325.0,20,1.0,,1960.0,51.06215,-95.71581,-12869_11368;-12868_11367;-12868_11368;-12868_11369;-12867_11366;-12867_11367;-12867_11368;-12867_11369;-12867_11370;-12866_11367;-12866_11368;-12866_11369;-12865_11368,,
203,L0203,Ranger Shaft,MBMINE-Ranger Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12858_11352,12,300.0,20,1.0,,1971.0,50.99217,-95.64253,-12860_11352;-12859_11351;-12859_11352;-12859_11353;-12858_11350;-12858_11351;-12858_11352;-12858_11353;-12857_11351;-12857_11352;-12857_11353;-12856_11352,,
204,L0204,Chicamon Shaft,MBMINE-Chicamon Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12856_11351,13,325.0,20,1.0,,1971.0,50.98781,-95.62755,-12858_11351;-12857_11350;-12857_11351;-12857_11352;-12856_11349;-12856_11350;-12856_11351;-12856_11352;-12856_11353;-12855_11350;-12855_11351;-12855_11352;-12854_11351,,
205,L0205,Packsack Mine Shaft,MBMINE-Packsack Mine Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12867_11353,10,250.0,20,1.0,,1970.0,50.99446,-95.70853,-12869_11353;-12868_11352;-12868_11353;-12867_11351;-12867_11352;-12867_11353;-12867_11355;-12866_11352;-12866_11353;-12865_11353,,
206,L0206,Twin Lake Shaft,MBMINE-Twin Lake Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13637_12170,13,325.0,20,1.0,,1960.0,54.66456,-101.44122,-13639_12170;-13638_12169;-13638_12170;-13638_12171;-13637_12168;-13637_12169;-13637_12170;-13637_12171;-13637_12172;-13636_12169;-13636_12170;-13636_12171;-13635_12170,,
207,L0207,Reed Lake Shaft,MBMINE-Reed Lake Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13517_12162,13,325.0,20,1.0,,1961.0,54.6282,-100.54604,-13519_12162;-13518_12161;-13518_12162;-13518_12163;-13517_12160;-13517_12161;-13517_12162;-13517_12163;-13517_12164;-13516_12161;-13516_12162;-13516_12163;-13515_12162,,
208,L0208,Pocahontas Shaft,MBMINE-Pocahontas Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13404_12199,13,325.0,20,1.0,,1960.0,54.79646,-99.70821,-13406_12199;-13405_12198;-13405_12199;-13405_12200;-13404_12197;-13404_12198;-13404_12199;-13404_12200;-13404_12201;-13403_12198;-13403_12199;-13403_12200;-13402_12199,,
