rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
134,L0134,Leonard Mine,1414,Uranium,U-Cu-Fe-Pb,"Uranium, Copper, Iron, Lead",Deposit: Post-Production [Institutional Control Program],True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production [Institutional Control Program] (U-Cu-Fe-Pb). Deposit itself unclaimed.,,-13967_13260,13,325.0,35,1.0,,,59.5581,-108.67746,-13969_13260;-13968_13259;-13968_13260;-13968_13261;-13967_13258;-13967_13259;-13967_13260;-13967_13261;-13967_13262;-13966_13259;-13966_13260;-13966_13261;-13965_13260,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1414,
135,L0135,"Cinch/Cenex Mine; Cinch Lake Mine; New Joburke Mine; Cenex Mine [20 Ore Zone, Breccia Zone, Shear Zone, River or Enex or Main Zone]; B Uranium Showing",1425a,Uranium,U-Cu-Fe-Ti,"Uranium, Copper, Iron, Titanium",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (U-Cu-Fe-Ti). Deposit itself unclaimed.,,-13966_13256,13,325.0,35,1.0,,,59.54306,-108.66808,-13968_13256;-13967_13255;-13967_13256;-13967_13257;-13966_13254;-13966_13255;-13966_13256;-13966_13257;-13966_13258;-13965_13255;-13965_13256;-13965_13257;-13964_13256,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1425a,
136,L0136,Pine Cliff Willow Creek 2A-7-1-28,5547,Other metallic,Met,Helium,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-14102_10912,13,325.0,35,1.0,,,49.01463,-109.73056,-14104_10912;-14103_10911;-14103_10912;-14103_10913;-14102_10910;-14102_10911;-14102_10912;-14102_10913;-14102_10914;-14101_10911;-14101_10912;-14101_10913;-14100_10912,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5547,
137,L0137,Talisman Bures 11-17-9-21,5548,Other metallic,Met,Helium,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13471_11072,13,325.0,35,1.0,,,49.73459,-104.81905,-13473_11072;-13472_11071;-13472_11072;-13472_11073;-13471_11070;-13471_11071;-13471_11072;-13471_11073;-13471_11074;-13470_11071;-13470_11072;-13470_11073;-13469_11072,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5548,
138,L0138,IAC Wilhelm 2-9-17-14,5549,Other metallic,Met,Helium,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13863_11224,13,325.0,35,1.0,,,50.41344,-107.86864,-13865_11224;-13864_11223;-13864_11224;-13864_11225;-13863_11222;-13863_11223;-13863_11224;-13863_11225;-13863_11226;-13862_11223;-13862_11224;-13862_11225;-13861_11224,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5549,
139,L0139,121 Kimberlite,2801,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13467_11863,13,325.0,35,1.0,,,53.28494,-104.78382,-13469_11863;-13468_11862;-13468_11863;-13468_11864;-13467_11861;-13467_11862;-13467_11863;-13467_11864;-13467_11865;-13466_11862;-13466_11863;-13466_11864;-13465_11863,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2801,
140,L0140,145 Kimberlite,2803,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13470_11859,13,325.0,35,1.0,,,53.2692,-104.80975,-13472_11859;-13471_11858;-13471_11859;-13471_11860;-13470_11857;-13470_11858;-13470_11859;-13470_11860;-13470_11861;-13469_11858;-13469_11859;-13469_11860;-13468_11859,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2803,
141,L0141,219 Kimberlite,2804,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13470_11861,13,325.0,35,1.0,,,53.27765,-104.81028,-13472_11861;-13471_11860;-13471_11861;-13471_11862;-13470_11859;-13470_11860;-13470_11861;-13470_11862;-13470_11863;-13469_11860;-13469_11861;-13469_11862;-13468_11861,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2804,
142,L0142,148 Kimberlite,2805,Other metallic,Met-Fe-Ti,"Diamond, Iron, Titanium",Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met-Fe-Ti). Deposit itself unclaimed.,,-13471_11863,13,325.0,35,1.0,,,53.28351,-104.81794,-13473_11863;-13472_11862;-13472_11863;-13472_11864;-13471_11861;-13471_11862;-13471_11863;-13471_11864;-13471_11865;-13470_11862;-13470_11863;-13470_11864;-13469_11863,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2805,
143,L0143,Lorado Mine; Lorado Pyrite Zone,1228,Uranium,U-Cu-Fe-V,"Uranium, Copper, Iron, Vanadium",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (U-Cu-Fe-V). Deposit itself unclaimed.,,-13965_13245,13,325.0,35,1.0,,,59.49153,-108.66577,-13967_13245;-13966_13244;-13966_13245;-13966_13246;-13965_13243;-13965_13244;-13965_13245;-13965_13246;-13965_13247;-13964_13244;-13964_13245;-13964_13246;-13963_13245,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1228,
144,L0144,Uranium Ridge Mine (south extension of Lorado Deposit),1229,Uranium,U-Cu-V,"Uranium, Copper, Vanadium",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (U-Cu-V). Deposit itself unclaimed.,,-13967_13244,13,325.0,35,1.0,,,59.48961,-108.68024,-13969_13244;-13968_13243;-13968_13244;-13968_13245;-13967_13242;-13967_13243;-13967_13244;-13967_13245;-13967_13246;-13966_13243;-13966_13244;-13966_13245;-13965_13244,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1229,
145,L0145,Collins Bay A Uranium Deposit,0617,Uranium,U-Met-Co-Au,"Uranium, Arsenic, Cobalt, Gold, Graphite, Iron, Lead, Nickel",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (U-Met-Co-Au). Deposit itself unclaimed.,,-13318_12975,13,325.0,35,1.0,,,58.28195,-103.62723,-13320_12975;-13319_12974;-13319_12975;-13319_12976;-13318_12973;-13318_12974;-13318_12975;-13318_12976;-13318_12977;-13317_12974;-13317_12975;-13317_12976;-13316_12975,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0617,
146,L0146,Rottenstone Mine,0958,Nickel,Ni-Cu-Au-Pd,"Nickel, Copper, Gold, Palladium, Platinum",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Ni-Cu-Au-Pd). Deposit itself unclaimed.,,-13472_12544,13,325.0,35,1.0,,,56.34473,-104.82502,-13474_12544;-13473_12543;-13473_12544;-13473_12545;-13472_12542;-13472_12543;-13472_12544;-13472_12545;-13472_12546;-13471_12543;-13471_12544;-13471_12545;-13470_12544,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0958,
147,L0147,Cluff Lake D Uranium Deposit,1150a,Uranium,U-Co-Au-Fe,"Uranium, Cobalt, Gold, Iron, Nickel, Selenium, Tellurium",Deposit: Post-Production [Institutional Control Program],True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production [Institutional Control Program] (U-Co-Au-Fe). Deposit itself unclaimed.,,-14075_12993,13,325.0,35,1.0,,,58.36251,-109.51668,-14077_12993;-14076_12992;-14076_12993;-14076_12994;-14075_12991;-14075_12992;-14075_12993;-14075_12994;-14075_12995;-14074_12992;-14074_12993;-14074_12994;-14073_12993,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1150a,
148,L0148,Cluff Lake OP Uranium Deposit,1150b,Uranium,U-Au,"Uranium, Gold",Deposit: Post-Production [Institutional Control Program],True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production [Institutional Control Program] (U-Au). Deposit itself unclaimed.,,-14075_12993,13,325.0,35,1.0,,,58.36251,-109.51668,-14077_12993;-14076_12992;-14076_12993;-14076_12994;-14075_12991;-14075_12992;-14075_12993;-14075_12994;-14075_12995;-14074_12992;-14074_12993;-14074_12994;-14073_12993,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1150b,
149,L0149,Claude Uranium Deposit; Claude Lake Uranium Deposit,1151,Uranium,U-Cg-Fe-Pb,"Uranium, Graphite, Iron, Lead, Molybdenum, Titanium",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (U-Cg-Fe-Pb). Deposit itself unclaimed.,,-14077_12998,13,325.0,35,1.0,,,58.38473,-109.53614,-14079_12998;-14078_12997;-14078_12998;-14078_12999;-14077_12996;-14077_12997;-14077_12998;-14077_12999;-14077_13000;-14076_12997;-14076_12998;-14076_12999;-14075_12998,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/1151,
150,L0150,147 Kimberlite,2806,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13470_11864,13,325.0,35,1.0,,,53.29001,-104.80951,-13472_11864;-13471_11863;-13471_11864;-13471_11865;-13470_11862;-13470_11863;-13470_11864;-13470_11865;-13470_11866;-13469_11863;-13469_11864;-13469_11865;-13468_11864,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2806,
151,L0151,120 Kimberlite,2808,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13474_11865,13,325.0,35,1.0,,,53.29568,-104.83857,-13476_11865;-13475_11864;-13475_11865;-13475_11866;-13474_11863;-13474_11864;-13474_11865;-13474_11866;-13474_11867;-13473_11864;-13473_11865;-13473_11866;-13472_11865,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2808,
152,L0152,C30 Kimberlite,2866,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13476_12019,13,325.0,35,1.0,,,53.98516,-104.85536,-13478_12019;-13477_12018;-13477_12019;-13477_12020;-13476_12017;-13476_12018;-13476_12019;-13476_12020;-13476_12021;-13475_12018;-13475_12019;-13475_12020;-13474_12019,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2866,
153,L0153,Basin Lake,5043,Other metallic,Met,Magnesium Sulphate,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13529_11712,13,325.0,35,1.0,,,52.60621,-105.2732,-13531_11712;-13530_11711;-13530_11712;-13530_11713;-13529_11710;-13529_11711;-13529_11712;-13529_11713;-13529_11714;-13528_11711;-13528_11712;-13528_11713;-13527_11712,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5043,
154,L0154,Seabee Mine (Seabee Gold Operation),0382,Gold,Au-Met-Cu-Fe,"Gold, Barium, Copper, Iron, Molybdenum, Nickel, Tellurium, Titanium, Zinc",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Au-Met-Cu-Fe). Deposit itself unclaimed.,,-13317_12397,13,325.0,35,1.0,,,55.68347,-103.62258,-13319_12397;-13318_12396;-13318_12397;-13318_12398;-13317_12395;-13317_12396;-13317_12397;-13317_12398;-13317_12399;-13316_12396;-13316_12397;-13316_12398;-13315_12397,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0382,
155,L0155,Fork Lake Gold Deposit (portion of); Kahn #18 Gold Vein; Kahn #28 Gold Vein,0889a,Gold,Au-Ag,"Gold, Silver",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Au-Ag). Deposit itself unclaimed.,,-13402_12464,13,325.0,35,1.0,,,55.98445,-104.27918,-13404_12464;-13403_12463;-13403_12464;-13403_12465;-13402_12462;-13402_12463;-13402_12464;-13402_12465;-13402_12466;-13401_12463;-13401_12464;-13401_12465;-13400_12464,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0889a,
156,L0156,"Star Lake Mine (Starrex 21 Gold Zone, Starrex 29 Gold Zone)",0889b,Gold,Au-Met-Cu-Fe,"Gold, Arsenic, Copper, Iron, Silver, Tungsten",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Au-Met-Cu-Fe). Deposit itself unclaimed.,,-13402_12464,13,325.0,35,1.0,,,55.98445,-104.27918,-13404_12464;-13403_12463;-13403_12464;-13403_12465;-13402_12462;-13402_12463;-13402_12464;-13402_12465;-13402_12466;-13401_12463;-13401_12464;-13401_12465;-13400_12464,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0889b,
157,L0157,Decade (Mallard Lake) Mine [East or Main Vein],0901,Gold,Au-Sb-Cu-Mo,"Gold, Antimony, Copper, Molybdenum, Silver",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Au-Sb-Cu-Mo). Deposit itself unclaimed.,,-13401_12469,10,250.0,35,1.0,,,56.00917,-104.27502,-13403_12469;-13402_12469;-13402_12470;-13401_12467;-13401_12469;-13401_12470;-13401_12471;-13400_12469;-13400_12470;-13399_12469,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0901,
158,L0158,EP Gold Deposit,0425b,Gold,Au-Co-Cu-Fe,"Gold, Cobalt, Copper, Iron, Lead, Molybdenum, Silver, Tungsten, Zinc",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Au-Co-Cu-Fe). Deposit itself unclaimed.,,-13352_12514,13,325.0,35,1.0,,,56.21001,-103.89529,-13354_12514;-13353_12513;-13353_12514;-13353_12515;-13352_12512;-13352_12513;-13352_12514;-13352_12515;-13352_12516;-13351_12513;-13351_12514;-13351_12515;-13350_12514,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0425b,
159,L0159,Pikoo Diamond Project,5341,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13292_12271,13,325.0,35,1.0,,,55.11952,-103.42698,-13294_12271;-13293_12270;-13293_12271;-13293_12272;-13292_12269;-13292_12270;-13292_12271;-13292_12272;-13292_12273;-13291_12270;-13291_12271;-13291_12272;-13290_12271,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5341,
160,L0160,Aroma Lake Deposit,3668,Other metallic,Met,Sodium Sulphate,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13951_11642,13,325.0,35,1.0,,,52.29156,-108.55453,-13953_11642;-13952_11641;-13952_11642;-13952_11643;-13951_11640;-13951_11641;-13951_11642;-13951_11643;-13951_11644;-13950_11641;-13950_11642;-13950_11643;-13949_11642,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3668,
161,L0161,Ingebrigt North Deposit,3669,Other metallic,Met,Sodium Sulphate,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-14058_11222,13,325.0,35,1.0,,,50.40828,-109.38439,-14060_11222;-14059_11221;-14059_11222;-14059_11223;-14058_11220;-14058_11221;-14058_11222;-14058_11223;-14058_11224;-14057_11221;-14057_11222;-14057_11223;-14056_11222,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3669,
162,L0162,Verlo East Deposit,3671,Other metallic,Met,Sodium Sulphate,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13939_11206,13,325.0,35,1.0,,,50.33614,-108.45696,-13941_11206;-13940_11205;-13940_11206;-13940_11207;-13939_11204;-13939_11205;-13939_11206;-13939_11207;-13939_11208;-13938_11205;-13938_11206;-13938_11207;-13937_11206,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3671,
163,L0163,Sybouts West Deposit,3672,Other metallic,Met,Sodium Sulphate,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13435_10918,13,325.0,35,1.0,,,49.04192,-104.53479,-13437_10918;-13436_10917;-13436_10918;-13436_10919;-13435_10916;-13435_10917;-13435_10918;-13435_10919;-13435_10920;-13434_10917;-13434_10918;-13434_10919;-13433_10918,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3672,
164,L0164,Bitter Lake Deposit,3673,Other metallic,Met,Sodium Sulphate,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-14111_11155,13,325.0,35,1.0,,,50.10616,-109.79816,-14113_11155;-14112_11154;-14112_11155;-14112_11156;-14111_11153;-14111_11154;-14111_11155;-14111_11156;-14111_11157;-14110_11154;-14110_11155;-14110_11156;-14109_11155,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3673,
165,L0165,Lydden Lake Deposit,3676,Other metallic,Met,"Sodium Sulphate, Magnesium Sulphate",Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13927_11580,13,325.0,35,1.0,,,52.01647,-108.36644,-13929_11580;-13928_11579;-13928_11580;-13928_11581;-13927_11578;-13927_11579;-13927_11580;-13927_11581;-13927_11582;-13926_11579;-13926_11580;-13926_11581;-13925_11580,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3676,
166,L0166,123 Kimberlite,2810,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13476_11867,13,325.0,35,1.0,,,53.30463,-104.85874,-13478_11867;-13477_11866;-13477_11867;-13477_11868;-13476_11865;-13476_11866;-13476_11867;-13476_11868;-13476_11869;-13475_11866;-13475_11867;-13475_11868;-13474_11867,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2810,
167,L0167,122 Kimberlite,2813,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13481_11866,13,325.0,35,1.0,,,53.29958,-104.89646,-13483_11866;-13482_11865;-13482_11866;-13482_11867;-13481_11864;-13481_11865;-13481_11866;-13481_11867;-13481_11868;-13480_11865;-13480_11866;-13480_11867;-13479_11866,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2813,
168,L0168,BA Sask Lndg Wilhelm 3-10-17-14,4313,Other metallic,Met,Helium,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13861_11223,13,325.0,35,1.0,,,50.41166,-107.85147,-13863_11223;-13862_11222;-13862_11223;-13862_11224;-13861_11221;-13861_11222;-13861_11223;-13861_11224;-13861_11225;-13860_11222;-13860_11223;-13860_11224;-13859_11223,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/4313,
169,L0169,Eins Lake,4369,Other metallic,Met,"Sodium Sulphate, Magnesium Sulphate",Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13946_11588,13,325.0,35,1.0,,,52.04888,-108.51676,-13948_11588;-13947_11587;-13947_11588;-13947_11589;-13946_11586;-13946_11587;-13946_11588;-13946_11589;-13946_11590;-13945_11587;-13945_11588;-13945_11589;-13944_11588,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/4369,
170,L0170,Sturgeon Lake,4390,Other metallic,Met,Marl,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13635_11888,13,325.0,35,1.0,,,53.39971,-106.09243,-13637_11888;-13636_11887;-13636_11888;-13636_11889;-13635_11886;-13635_11887;-13635_11888;-13635_11889;-13635_11890;-13634_11887;-13634_11888;-13634_11889;-13633_11888,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/4390,
171,L0171,Pasquia Hills,4423,Other metallic,Met,Oil Shale,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13234_11852,13,325.0,35,1.0,,,53.23738,-102.97694,-13236_11852;-13235_11851;-13235_11852;-13235_11853;-13234_11850;-13234_11851;-13234_11852;-13234_11853;-13234_11854;-13233_11851;-13233_11852;-13233_11853;-13232_11852,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/4423,
172,L0172,Estevan Brick Kaolin 1,3849,Other metallic,Met,Kaolin,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13988_11026,13,325.0,35,1.0,,,49.52546,-108.84275,-13990_11026;-13989_11025;-13989_11026;-13989_11027;-13988_11024;-13988_11025;-13988_11026;-13988_11027;-13988_11028;-13987_11025;-13987_11026;-13987_11027;-13986_11026,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/3849,
173,L0173,Collins Bay B Uranium Deposit; Collins Bay D Uranium Deposit; Collins Bay E Uranium Zone; Collins Bay F Uranium Zone,0621,Uranium,U-Met-Co-Au,"Uranium, Arsenic, Cobalt, Gold, Graphite, Iron, Lead, Nickel",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (U-Met-Co-Au). Deposit itself unclaimed.,,-13321_12971,13,325.0,35,1.0,,,58.26196,-103.64723,-13323_12971;-13322_12970;-13322_12971;-13322_12972;-13321_12969;-13321_12970;-13321_12971;-13321_12972;-13321_12973;-13320_12970;-13320_12971;-13320_12972;-13319_12971,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0621,
174,L0174,150 Kimberlite,2819,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13476_11858,13,325.0,35,1.0,,,53.26223,-104.85462,-13478_11858;-13477_11857;-13477_11858;-13477_11859;-13476_11856;-13476_11857;-13476_11858;-13476_11859;-13476_11860;-13475_11857;-13475_11858;-13475_11859;-13474_11858,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2819,
175,L0175,151 Kimberlite,2820,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13474_11858,13,325.0,35,1.0,,,53.26459,-104.84398,-13476_11858;-13475_11857;-13475_11858;-13475_11859;-13474_11856;-13474_11857;-13474_11858;-13474_11859;-13474_11860;-13473_11857;-13473_11858;-13473_11859;-13472_11858,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2820,
176,L0176,169 Kimberlite,2836,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13483_11890,13,325.0,35,1.0,,,53.40757,-104.91045,-13485_11890;-13484_11889;-13484_11890;-13484_11891;-13483_11888;-13483_11889;-13483_11890;-13483_11891;-13483_11892;-13482_11889;-13482_11890;-13482_11891;-13481_11890,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2836,
177,L0177,C28 Kimberlite,2864,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13476_11956,13,325.0,35,1.0,,,53.70316,-104.85739,-13478_11956;-13477_11955;-13477_11956;-13477_11957;-13476_11954;-13476_11955;-13476_11956;-13476_11957;-13476_11958;-13475_11955;-13475_11956;-13475_11957;-13474_11956,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2864,
178,L0178,C29 Kimberlite,2865,Other metallic,Met,Diamond,Deposit: Advanced Exploration,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Advanced Exploration (Met). Deposit itself unclaimed.,,-13474_12017,13,325.0,35,1.0,,,53.97631,-104.84446,-13476_12017;-13475_12016;-13475_12017;-13475_12018;-13474_12015;-13474_12016;-13474_12017;-13474_12018;-13474_12019;-13473_12016;-13473_12017;-13473_12018;-13472_12017,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/2865,
179,L0179,Birch Lake Mine,0113,Copper,Cu-Met-Au-Ag,"Copper, Cadmium, Gold, Selenium, Silver, Tellurium, Zinc",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Cu-Met-Au-Ag). Deposit itself unclaimed.,,-13113_12169,13,325.0,35,1.0,,,54.66112,-102.03335,-13115_12169;-13114_12168;-13114_12169;-13114_12170;-13113_12167;-13113_12168;-13113_12169;-13113_12170;-13113_12171;-13112_12168;-13112_12169;-13112_12170;-13111_12169,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0113,
180,L0180,Flexar Mine; Birch Lake North Zone,0117,Copper,Cu-Au-Ag-Zn,"Copper, Gold, Silver, Zinc",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Cu-Au-Ag-Zn). Deposit itself unclaimed.,,-13113_12173,13,325.0,35,1.0,,,54.67667,-102.02891,-13115_12173;-13114_12172;-13114_12173;-13114_12174;-13113_12171;-13113_12172;-13113_12173;-13113_12174;-13113_12175;-13112_12172;-13112_12173;-13112_12174;-13111_12173,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0117,
181,L0181,Bootleg/Rio Mine,0011,Gold,Au-Cu-Pb-Ag,"Gold, Copper, Lead, Silver, Zinc",Deposit: Post-Production,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Deposit: Post-Production (Au-Cu-Pb-Ag). Deposit itself unclaimed.,,-13097_12182,13,325.0,35,1.0,,,54.71751,-101.90751,-13099_12182;-13098_12181;-13098_12182;-13098_12183;-13097_12180;-13097_12181;-13097_12182;-13097_12183;-13097_12184;-13096_12181;-13096_12182;-13096_12183;-13095_12182,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0011,
