hole_id,company,project,country,release_date,source,url,easting,northing,utm_zone,utm_hemi,datum,lat,lon,elev_m,azimuth,dip,depth_m,release_id
PGC-26-128A,Pirate Gold,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2558-tsx-venture/yarr/210214-pirate-gold-intersects-0-24-cu-eq-over-299-4m-including-0-43-cu-eq-over-56-5m-at-moby-dick-discovery.html,564134.0,5399394.0,20.0,N,,48.744259,-62.127617,,340.0,-45.0,683.0,8b3547c893fc1f66
PGC-26-130,Pirate Gold,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2558-tsx-venture/yarr/210214-pirate-gold-intersects-0-24-cu-eq-over-299-4m-including-0-43-cu-eq-over-56-5m-at-moby-dick-discovery.html,564430.0,5399291.0,20.0,N,,48.743302,-62.123608,,340.0,-45.0,464.0,8b3547c893fc1f66
PGC-26-131,Pirate Gold,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2558-tsx-venture/yarr/210214-pirate-gold-intersects-0-24-cu-eq-over-299-4m-including-0-43-cu-eq-over-56-5m-at-moby-dick-discovery.html,564759.0,5400223.0,20.0,N,,48.751651,-62.118986,,210.0,-50.0,275.0,8b3547c893fc1f66
PGC-26-132,Pirate Gold,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2558-tsx-venture/yarr/210214-pirate-gold-intersects-0-24-cu-eq-over-299-4m-including-0-43-cu-eq-over-56-5m-at-moby-dick-discovery.html,562548.0,5398614.0,20.0,N,,48.737404,-62.149307,,345.0,-60.0,645.0,8b3547c893fc1f66
PGC-26-133B,Pirate Gold,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2558-tsx-venture/yarr/210214-pirate-gold-intersects-0-24-cu-eq-over-299-4m-including-0-43-cu-eq-over-56-5m-at-moby-dick-discovery.html,562900.0,5398966.0,20.0,N,,48.740535,-62.144466,,315.0,-50.0,566.0,8b3547c893fc1f66
PGC-26-134,Pirate Gold,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2558-tsx-venture/yarr/210214-pirate-gold-intersects-0-24-cu-eq-over-299-4m-including-0-43-cu-eq-over-56-5m-at-moby-dick-discovery.html,564760.0,5400223.0,20.0,N,,48.751651,-62.118973,,145.0,-45.0,263.0,8b3547c893fc1f66
GS26-01,Getty Copper,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2657-tsx-venture/gtc/210255-getty-drills-68-5m-of-0-81-cu-from-39-5m-and-184m-of-0-37-cu-in-first-holes-at-getty-south.html,642251.0,5600788.0,8.0,N,,50.541711,-132.992388,1635.0,205.0,68.0,465.0,960b7fbd3c792401
GS26-02,Getty Copper,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2657-tsx-venture/gtc/210255-getty-drills-68-5m-of-0-81-cu-from-39-5m-and-184m-of-0-37-cu-in-first-holes-at-getty-south.html,642251.0,5600788.0,8.0,N,,50.541711,-132.992388,1635.0,211.0,46.0,216.0,960b7fbd3c792401
IR26053,Earthwise Minerals and Eagle Plains Resources Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2966-cse/wise/210218-earthwise-and-eagle-plains-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,543397.0,5445640.0,11.0,N,NAD83,49.162042,-116.404744,1371.0,,-56.0,410.0,4abd2363d036cc31
IR26054,Earthwise Minerals and Eagle Plains Resources Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2966-cse/wise/210218-earthwise-and-eagle-plains-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,543398.0,5445641.0,11.0,N,NAD83,49.162051,-116.40473,1371.0,,-61.0,383.0,4abd2363d036cc31
IR26055,Earthwise Minerals and Eagle Plains Resources Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2966-cse/wise/210218-earthwise-and-eagle-plains-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,543216.0,5445651.0,11.0,N,NAD83,49.162153,-116.407225,1369.0,,-67.0,389.0,4abd2363d036cc31
TOTAL,Earthwise Minerals and Eagle Plains Resources Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2966-cse/wise/210218-earthwise-and-eagle-plains-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,1182.0,,,,,,,,,,,4abd2363d036cc31
NO-26-09,"Opus One Gold Releases All Drilling Results on Zone West Noyell Gold Property, Matagami, Québec - Junior Mining Network",,Québec,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/529-tsx-venture/oor/210264-opus-one-gold-corp-releases-all-drilling-results-on-zone-west-noyell-gold-property-matagami-quebec.html,30915000.0,548835000.0,,,,,,,358.0,-63.0,372.0,e0fd2ef9fa508f1c
NO-26-16,"Opus One Gold Releases All Drilling Results on Zone West Noyell Gold Property, Matagami, Québec - Junior Mining Network",,Québec,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/529-tsx-venture/oor/210264-opus-one-gold-corp-releases-all-drilling-results-on-zone-west-noyell-gold-property-matagami-quebec.html,30895000.0,548850000.0,,,,,,,359.0,-55.0,150.0,e0fd2ef9fa508f1c
NO-26-17,"Opus One Gold Releases All Drilling Results on Zone West Noyell Gold Property, Matagami, Québec - Junior Mining Network",,Québec,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/529-tsx-venture/oor/210264-opus-one-gold-corp-releases-all-drilling-results-on-zone-west-noyell-gold-property-matagami-quebec.html,30880000.0,548858000.0,,,,,,,359.0,-62.0,207.0,e0fd2ef9fa508f1c
NO-26-20,"Opus One Gold Releases All Drilling Results on Zone West Noyell Gold Property, Matagami, Québec - Junior Mining Network",,Québec,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/529-tsx-venture/oor/210264-opus-one-gold-corp-releases-all-drilling-results-on-zone-west-noyell-gold-property-matagami-quebec.html,30875000.0,548840000.0,,,,,,,358.0,-68.0,330.0,e0fd2ef9fa508f1c
NO-26-22,"Opus One Gold Releases All Drilling Results on Zone West Noyell Gold Property, Matagami, Québec - Junior Mining Network",,Québec,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/529-tsx-venture/oor/210264-opus-one-gold-corp-releases-all-drilling-results-on-zone-west-noyell-gold-property-matagami-quebec.html,30840000.0,548845000.0,,,,,,,358.0,-71.0,408.0,e0fd2ef9fa508f1c
IR26053,Eagle Plains Resources and Earthwise Minerals Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-02,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/1532-tsx-venture/epl/210217-eagle-plains-and-earthwise-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,543397.0,5445640.0,11.0,N,NAD83,49.162042,-116.404744,1371.0,,-56.0,410.0,09ad6c918ce6f764
IR26054,Eagle Plains Resources and Earthwise Minerals Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-02,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/1532-tsx-venture/epl/210217-eagle-plains-and-earthwise-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,543398.0,5445641.0,11.0,N,NAD83,49.162051,-116.40473,1371.0,,-61.0,383.0,09ad6c918ce6f764
IR26055,Eagle Plains Resources and Earthwise Minerals Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-02,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/1532-tsx-venture/epl/210217-eagle-plains-and-earthwise-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,543216.0,5445651.0,11.0,N,NAD83,49.162153,-116.407225,1369.0,,-67.0,389.0,09ad6c918ce6f764
TOTAL,Eagle Plains Resources and Earthwise Minerals Intersect Gold Mineralization in all Holes at the Iron Range Precious Meta,,Canada,2026-09-02,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/1532-tsx-venture/epl/210217-eagle-plains-and-earthwise-intersect-gold-mineralization-in-all-holes-at-the-iron-range-precious-metals-project-se-bc.html,1182.0,,,,,,,,,,,09ad6c918ce6f764
KVH-01,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395247.0,9490673.0,56.0,N,,85.360627,141.320313,842.0,304.0,-55.0,159.0,85ad276f0c5d77cf
KVH-02,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395248.0,9490672.0,56.0,N,,85.36062,141.320444,842.0,304.0,-71.0,165.4,85ad276f0c5d77cf
KVH-03,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395178.0,9490701.0,56.0,N,,85.360748,141.312204,803.0,100.0,-53.0,113.7,85ad276f0c5d77cf
KVH-04,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395179.5,9490701.0,56.0,N,,85.36075,141.312367,803.0,106.0,-72.0,91.9,85ad276f0c5d77cf
KVH-05,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395155.0,9490728.0,56.0,N,,85.360943,141.309106,785.0,109.0,-63.0,158.0,85ad276f0c5d77cf
KVH-06,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395144.9,9490734.0,56.0,N,,85.360977,141.307877,785.0,307.0,-58.0,112.7,85ad276f0c5d77cf
KVH-07,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395114.0,9490753.0,56.0,N,,85.361088,141.304101,763.0,95.0,-55.0,201.9,85ad276f0c5d77cf
KVH-08,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395217.0,9490872.0,56.0,N,,85.362318,141.31261,764.0,109.0,-58.0,190.2,85ad276f0c5d77cf
KVH-09,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395214.0,9490914.0,56.0,N,,85.362681,141.311345,751.7,130.0,-60.0,170.0,85ad276f0c5d77cf
KVH-10,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395071.0,9490706.0,56.0,N,,85.360598,141.30049,759.0,125.0,-52.0,155.8,85ad276f0c5d77cf
KVH-11,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395055.0,9490632.0,56.0,N,,85.35992,141.300411,772.0,118.0,-68.0,172.9,85ad276f0c5d77cf
KVH-12,Great Pacific Gold Confirms Broad Shallow Gold Mineralization at Kavasuki and Defines Priority Targeting Window Across W,,International,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2779-tsx-venture/gpac/210146-great-pacific-gold-confirms-broad-shallow-gold-mineralization-at-kavasuki-and-defines-priority-targeting-window-across-wild-dog.html,395309.0,9491041.0,56.0,N,,85.363967,141.318813,712.0,114.0,-55.0,153.3,85ad276f0c5d77cf
26ODD-188,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305112.0,601862.0,,,,,,,196.0,-47.0,,21cf8a5e65200c37
26ODD-189,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305722.0,602012.0,,,,,,,179.0,-50.0,,21cf8a5e65200c37
26ODD-190,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,304604.0,601843.0,,,,,,,173.0,-45.0,,21cf8a5e65200c37
26ODD-191,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305729.0,601804.0,,,,,,,184.0,-48.0,,21cf8a5e65200c37
26ODD-192,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305401.0,601854.0,,,,,,,180.0,-45.0,,21cf8a5e65200c37
26ODD-193,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305233.0,601884.0,,,,,,,183.0,-48.0,,21cf8a5e65200c37
26ODD-194,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,304879.0,601885.0,,,,,,,185.0,-45.0,,21cf8a5e65200c37
26ODD-196,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305614.0,601223.0,,,,,,,5.0,-48.0,,21cf8a5e65200c37
26ODD-197 incomplete,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305682.0,601854.0,,,,,,,178.0,-52.0,,21cf8a5e65200c37
26ODD-197W,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305682.0,601854.0,,,,,,,178.0,-52.0,,21cf8a5e65200c37
26ODD-198,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,305309.0,601886.0,,,,,,,181.0,-45.0,,21cf8a5e65200c37
26ODD-199,Omai Gold Mines,,Ontario,2026-09-01,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/541-tsx-venture/omg/210115-omai-gold-drills-5-12-g-t-au-over-40-5m-and-2-68-g-t-au-over-40-7m-at-wenot.html,304767.0,601861.0,,,,,,,173.0,-45.0,,21cf8a5e65200c37
CD-26-041,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,412097.0,6913674.0,8.0,N,,62.344156,-136.697585,,229.0,-68.0,289.56,4acb3caf68609b3b
412170,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913981.0,243.0,,,,,,,-64.0,521.21,,4acb3caf68609b3b
412228,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913934.0,245.0,,,,,,,-64.0,577.6,,4acb3caf68609b3b
412165,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913839.0,246.0,,,,,,,-63.0,525.78,,4acb3caf68609b3b
412308,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913877.0,242.0,,,,,,,-60.0,630.94,,4acb3caf68609b3b
412460,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6914045.0,243.0,,,,,,,-55.0,806.2,,4acb3caf68609b3b
CD-26-045,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,412339.0,6913044.0,8.0,N,,62.338561,-136.692596,,248.0,-55.0,301.65,4acb3caf68609b3b
412339,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913039.0,246.0,,,,,,,-65.0,446.53,,4acb3caf68609b3b
412420,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913106.0,243.0,,,,,,,-57.0,534.92,,4acb3caf68609b3b
412482,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913045.0,245.0,,,,,,,-58.0,563.88,,4acb3caf68609b3b
412360,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913135.0,244.0,,,,,,,-58.0,413.0,,4acb3caf68609b3b
412495,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913176.0,240.0,,,,,,,-56.0,609.6,,4acb3caf68609b3b
412402,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913234.0,238.0,,,,,,,-56.0,545.9,,4acb3caf68609b3b
412393,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913275.0,249.0,,,,,,,-55.0,589.79,,4acb3caf68609b3b
412391,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913428.0,236.0,,,,,,,-55.0,679.7,,4acb3caf68609b3b
412359,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913497.0,236.0,,,,,,,-55.0,678.18,,4acb3caf68609b3b
412333,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913207.0,236.0,,,,,,,-55.0,487.68,,4acb3caf68609b3b
CD-26-043,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,412155.0,6913167.0,8.0,N,,62.339621,-136.696209,,250.0,-60.0,498.35,4acb3caf68609b3b
CD-26-051,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,411181.0,6913362.0,8.0,N,,62.34114,-136.715106,,248.0,-55.0,467.87,4acb3caf68609b3b
411310,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6913243.0,245.0,,,,,,,-55.0,563.88,,4acb3caf68609b3b
CD-26-062,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,413585.0,6912621.0,8.0,N,,62.335056,-136.668339,,70.0,-75.0,282.5,4acb3caf68609b3b
413585,Cascadia Minerals,,Canada,2026-09-03,juniorminingnetwork,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3284-tsx-venture/cam/210129-cascadia-drills-82-69-m-of-1-12-cu-and-0-64-g-t-au-1-78-cueq-at-the-carmacks-project-yukon.html,6912621.0,205.0,,,,,,,-60.0,298.5,,4acb3caf68609b3b
